Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
108,P522860.2.1,kunuk[seal]N,{[na₄}KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,,P522860,2,1,seal identification
109,P522860.2.2,+Šulmu-ahhe[]PN$,{m}šul₃-mu-PAB-MEŠ],Šulmu-ahhe,Šulmu-ahhe,1,PN,"['𒁹', '𒁲', '𒈬', '𒉽', '𒈨𒌍']",𒁹𒁲𒈬𒉽𒈨𒌍,{[m]}[šul₃-mu-PAB-MEŠ],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,,P522860,2,2,seal identification
110,P522860.3.1,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522860,3,1,seal identification
111,P522860.4.1,bēl[owner]N,[EN,bēl,bēlu,owner,N,['𒂗'],𒂗,[EN],['missing'],1.0,,,P522860,4,1,seal identification
112,P522860.4.2,eqli[land]N,A.ŠA₃.GA,eqli,eqlu,land,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,[A].[ŠA₃].[GA],"['missing', 'missing', 'missing']",1.0,,,P522860,4,2,seal identification
113,P522860.4.3,tadāni[giving]'N,ta-da-ni],tadāni,tadānu,giving,V,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,[ta-da-ni],"['missing', 'missing', 'missing']",1.0,,,P522860,4,3,seal identification
114,P522860.5.1,bētu[house]N,[E₂,bētu,bītu,house,N,['𒂍'],𒂍,[E₂],['missing'],1.0,,,P522860,5,1,object sold
115,P522860.5.2,u,x,,,,u,['X'],X,[x],['missing'],1.0,,,P522860,5,2,object sold
116,P522860.5.3,imār[a unit of capacity]N,ANŠE,imār,imēru,a unit of capacity,N,['𒀲'],𒀲,[ANŠE],['missing'],1.0,,,P522860,5,3,object sold
117,P522860.5.4,ina[in]PRP,ina],ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P522860,5,4,object sold
118,P522860.5.5,+bābu[gate]$bābi,⸢KA₂⸣,bābi,bābu,gate,N,['𒆍'],𒆍,⸢KA₂⸣,['damaged'],0.5,,,P522860,5,5,object sold
119,P522860.5.6,+kawû[outer]AJ$kamî,DIL.AM₃,kamî,kawû,outer,AJ,"['𒀸', '𒀀𒀭']",𒀸𒀀𒀭,DIL.AM₃,"['complete', 'complete']",0.0,,,P522860,5,6,object sold
120,P522860.5.7,ina[in]PRP,ina,ina,ina,in,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P522860,5,7,object sold
121,P522860.5.8,+Mallanate[]SN$Maʾallanate,{uru}ma-ʾa-la-na-te,Maʾallanate,Mallanate,1,SN,"['𒌷', '𒈠', '𒀪', '𒆷', '𒈾', '𒋼']",𒌷𒈠𒀪𒆷𒈾𒋼,{URU}ma-ʾa-la-na-te,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,SN,,P522860,5,8,object sold
122,P522860.6.1,ṭēhi[adjacent to]PRP,[SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,,,P522860,6,1,object sold
123,P522860.6.2,hūli[road]N,KASKAL,hūli,hūlu,road,N,['𒆜'],𒆜,[KASKAL],['missing'],1.0,,,P522860,6,2,object sold
124,P522860.6.3,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,P522860,6,3,object sold
125,P522860.6.4,+Idinani[]SN$,{uru]}i-di-na-a-ni,Idinani,Idinani,1,SN,"['𒌷', '𒄿', '𒁲', '𒈾', '𒀀', '𒉌']",𒌷𒄿𒁲𒈾𒀀𒉌,{[URU]}i-di-na-a-ni,"['missing', 'complete', 'complete', 'complete', 'complete', 'complete']",0.17,SN,,P522860,6,4,object sold
126,P522860.7.1,uppišma[contract]V,[u₂-piš-ma,uppišma,epēšu,contract,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,,,P522860,7,1,initiation of transaction
127,P522860.7.2,+Handi[]PN$,{m}ha]-⸢an⸣-di-i,Handi,Handi,1,PN,"['𒁹', '𒄩', '𒀭', '𒁲', '𒄿']",𒁹𒄩𒀭𒁲𒄿,{[m]}[ha]-⸢an⸣-di-i,"['missing', 'missing', 'damaged', 'complete', 'complete']",0.5,PN,,P522860,7,2,initiation of transaction
128,P522860.8.1,issu[from]PRP,[TA,issu,ištu,from,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,,,P522860,8,1,completion of transaction
