Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,text,line,word,annotation
7703,P514303.4.1,bētu[house]N,⸢E₂⸣,bētu,bītu,house,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,,P514303,4,1,object sold
7704,P514303.4.2,dannu[strong//main]AJ'AJ$,dan-nu,dannu,dannu,main,AJ,"['𒆗', '𒉡']",𒆗𒉡,dan-nu,"['complete', 'complete']",0.0,,P514303,4,2,object sold
7705,P514303.4.3,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514303,4,3,object sold
7706,P514303.4.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514303,4,4,object sold
7707,P514303.5.1,bēt[house]N,⸢E₂⸣,bēt,bītu,house,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,,P514303,5,1,object sold
7708,P514303.5.2,ubsāte[stable]N,ub-sa-a-⸢te⸣,ubsāte,abūsu,stable,N,"['𒌒', '𒊓', '𒀀', '𒋼']",𒌒𒊓𒀀𒋼,ub-sa-a-⸢te⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,,P514303,5,2,object sold
7709,P514303.5.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514303,5,3,object sold
7710,P514303.6.1,ēdissu[door]N$,{giš}IG,ēdissu,ēdissu,door,N,"['𒄑', '𒅅']",𒄑𒅅,{GIŠ}IG,"['complete', 'complete']",0.0,,P514303,6,1,object sold
7711,P514303.6.2,ana[to]PRP,ana,ana,ana,to,PRP,['𒁹'],𒁹,ana,['complete'],0.0,,P514303,6,2,object sold
7712,P514303.6.3,qannu[fringe//border]N'N$qanni,qa-ni,qanni,qannu,border,N,"['𒋡', '𒉌']",𒋡𒉌,qa-ni,"['complete', 'complete']",0.0,,P514303,6,3,object sold
7713,P514303.6.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514303,6,4,object sold
7714,P514303.7.1,ṭēhi[adjacent to]PRP,⸢SUHUR⸣,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,,P514303,7,1,object sold
7715,P514303.7.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514303,7,2,object sold
7716,P514303.7.3,Dayyan-x[1]PN,{m}DI.⸢KUD⸣-[...],Dayyan-x,Dayyan-x,1,PN,"['𒁹', '𒁲', '𒋻', 'x']",𒁹𒁲𒋻x,{m}DI.⸢KUD⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,PN,P514303,7,3,object sold
7717,P514303.8.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514303,8,1,object sold
7718,P514303.8.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514303,8,2,object sold
7719,P514303.8.3,Aššur-x[1]PN,{m}⸢aš+šur⸣-[...],Aššur-x,Aššur-x,1,PN,"['𒁹', '𒀸', '𒋩', 'x']",𒁹𒀸𒋩x,{m}⸢aš⸣+⸢šur⸣-[x],"['complete', 'damaged', 'damaged', 'missing']",0.5,PN,P514303,8,3,object sold
7720,P514303.9.1,ṭēhi[adjacent to]PRP,SUHUR,ṭēhi,ṭāhu,adjacent to,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,,P514303,9,1,object sold
7721,P514303.9.2,bēt[house]N,E₂,bēt,bītu,house,N,['𒂍'],𒂍,E₂,['complete'],0.0,,P514303,9,2,object sold
7722,P514303.9.3,A-x[1]PN,{m}a-⸢x⸣-[...],A-x,A-x,1,PN,"['𒁹', '𒀀', 'X', 'x']",𒁹𒀀Xx,{m}a-⸢x⸣-[x],"['complete', 'complete', 'damaged', 'missing']",0.38,PN,P514303,9,3,object sold
7723,P514303.12.1,u,[...]-⸢x⸣-mu,,,,u,"['x', 'X', '𒈬']",xX𒈬,[x]⸢x⸣-mu,"['missing', 'damaged', 'complete']",0.5,,P514303,12,1,none
7724,P514303.12.2,ša[of]DET,⸢ša₂⸣,ša,ša,of,DET,['𒃻'],𒃻,⸢ša₂⸣,['damaged'],0.5,,P514303,12,2,none
7725,P514303.12.3,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,P514303,12,3,none
