Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
5124,P225200.2.1,kunuk[seal]N,{⸢na₄⸣}KIŠIB,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,kunuk,kunukku,seal,,P225200,2,1,seal identification
5125,P225200.2.2,+Busasu[]PN$Busasi,{1}⸢bu-sa⸣-si,PN,"['𒁹', '𒁍', '𒊓', '𒋛']",𒁹𒁍𒊓𒋛,{1}⸢bu-sa⸣-si,"['complete', 'damaged', 'damaged', 'complete']",0.25,Busasi,Busasu,1,PN,P225200,2,2,seal identification
5126,P225200.2.3,n,0,n,['0'],0,[0],['missing'],1.0,,,,NUMBER,P225200,2,3,seal identification
5127,P225200.3.1,mār[son]N,DUMU,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,,P225200,3,1,seal identification
5128,P225200.3.2,+Aqiayu[]PN$Aqiaya,{1}a-⸢qi⸣-a.a,PN,"['𒁹', '𒀀', '𒆥', '𒀀', '𒀀']",𒁹𒀀𒆥𒀀𒀀,{1}a-⸢qi⸣-a.a,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,Aqiaya,Aqiayu,1,PN,P225200,3,2,seal identification
5129,P225200.3.3,u,[(x)],u,['X'],X,[x],['missing'],1.0,,,,,P225200,3,3,seal identification
5130,P225200.4.1,bēl[owner]N,EN,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,P225200,4,1,seal identification
5131,P225200.4.2,eqli[field]N,A.ŠA₃,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P225200,4,2,seal identification
5132,P225200.4.3,tadāni[giving]'N,ta-da-a-⸢ni⸣,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-⸢ni⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,tadāni,tadānu,giving,,P225200,4,3,seal identification
5133,P225200.8.1,+bītu[house//plot of land]N'N$bētu,E₂,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,plot of land,,P225200,8,1,object sold
