Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
1888,P335951.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335951,2,1,seal identification
1889,P335951.2.2,{1}NUMUN—GIN,Zeru-ken[1]PN,PN,"['𒁹', '𒆰', '𒁺']",𒁹𒆰𒁺,{1}NUMUN-GIN,"['complete', 'complete', 'complete']",0.0,Zeru-ken,Zeru-ken,1,PN,,P335951,2,2,seal identification
1890,P335951.3.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335951,3,1,seal identification
1891,P335951.3.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335951,3,2,seal identification
1892,P335951.3.3,SUM-an-ni,tadānu[give//giving]'N$tadanni,V,"['𒋧', '𒀭', '𒉌']",𒋧𒀭𒉌,SUM-an-ni,"['complete', 'complete', 'complete']",0.0,tadanni,tadānu,giving,,,P335951,3,3,seal identification
1893,P335951.7.1,⸢E₂⸣,bētu[plot of land]N,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bētu,bītu,plot of land,,,P335951,7,1,object sold
1894,P335951.7.2,04,n,n,['𒐉'],𒐉,04,['complete'],0.0,,,,NUMBER,,P335951,7,2,object sold
1895,P335951.7.3,ANŠE,imārī[a unit of capacity]N,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imārī,imēru,a unit of capacity,,,P335951,7,3,object sold
1896,P335951.7.4,A.ŠA₃.GA,eqlu[land]N,N,"['𒀀', '𒊮', '𒂵']",𒀀𒊮𒂵,A.ŠA₃.GA,"['complete', 'complete', 'complete']",0.0,eqlu,eqlu,land,,,P335951,7,4,object sold
1897,P335951.8.1,[x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,8,1,object sold
1898,P335951.8.2,⸢ša⸣,ša[of]DET,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,,,P335951,8,2,object sold
1899,P335951.8.3,{1}NUMUN—GIN,Zeru-ken[1]PN,PN,"['𒁹', '𒆰', '𒁺']",𒁹𒆰𒁺,{1}NUMUN-GIN,"['complete', 'complete', 'complete']",0.0,Zeru-ken,Zeru-ken,1,PN,,P335951,8,3,object sold
1900,P335951.9.1,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335951,9,1,object sold
1901,P335951.9.2,{uru}sa-ma-nu,Samanu[1]GN$,GN,"['𒌷', '𒊓', '𒈠', '𒉡']",𒌷𒊓𒈠𒉡,{URU}sa-ma-nu,"['complete', 'complete', 'complete', 'complete']",0.0,Samanu,Samanu,1,GN,,P335951,9,2,object sold
1902,P335951.9.3,[o],u,u,['o'],o,[o],['missing'],1.0,,,,,,P335951,9,3,object sold
1903,P335951.10.1,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,,P335951,10,1,object sold
1904,P335951.10.2,KASKAL,hūli[road]N,N,['𒆜'],𒆜,KASKAL,['complete'],0.0,hūli,hūlu,road,,,P335951,10,2,object sold
1905,P335951.10.3,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335951,10,3,object sold
1906,P335951.10.4,{uru}[x,u,u,"['𒌷', 'x']",𒌷x,{URU}[x],"['complete', 'missing']",0.5,,,,,,P335951,10,4,object sold
1907,P335951.10.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,10,5,object sold
1908,P335951.11.1,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,,P335951,11,1,object sold
1909,P335951.11.2,A.ŠA₃,eqli[field]N,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,,P335951,11,2,object sold
1910,P335951.11.3,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335951,11,3,object sold
1911,P335951.11.4,{1}[x,u,u,"['𒁹', 'x']",𒁹x,{1}[x],"['complete', 'missing']",0.5,,,,,,P335951,11,4,object sold
1912,P335951.11.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,11,5,object sold
1913,P335951.12.1,⸢SUHUR⸣,ṭēhi[adjacent to]PRP,PRP,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,ṭēhi,ṭāhu,adjacent to,,,P335951,12,1,object sold
1914,P335951.12.2,{uru}e-[x,u,u,"['𒌷', '𒂊', 'x']",𒌷𒂊x,{URU}e-[x],"['complete', 'complete', 'missing']",0.33,,,,,,P335951,12,2,object sold
1915,P335951.12.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,12,3,object sold
1916,P335951.12.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,12,4,object sold
1917,P335951.12.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,12,5,object sold
1918,P335951.13.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,13,1,none
1919,P335951.13.2,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335951,13,2,none
