Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2529,P224516.2.1,kūm[instead of]PRP,⸢ku-um,,PRP,"['𒆪', '𒌝']",𒆪𒌝,⸢ku-um⸣,"['damaged', 'damaged']",0.5,kūm,kūm,instead of,P224516,2,1,seal identification
2530,P224516.2.2,kunukkīšu[seal]N,{na₄}KIŠIB-šu₂,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{⸢NA₄⸣}⸢KIŠIB-šu₂⸣,"['damaged', 'damaged', 'damaged']",0.5,kunukkīšu,kunukku,seal,P224516,2,2,seal identification
2531,P224516.2.3,ṣupuršu[fingernail]N,ṣu-pur-šu₂⸣,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,⸢ṣu-pur-šu₂⸣,"['damaged', 'damaged', 'damaged']",0.5,ṣupuršu,ṣupru,fingernail,P224516,2,3,seal identification
2532,P224516.2.4,iškun[place]V,[iš-kun],,V,"['𒅖', '𒆲']",𒅖𒆲,[iš-kun],"['missing', 'missing']",1.0,iškun,šakānu,place,P224516,2,4,seal identification
2533,P224516.6.1,ṣupur[fingernail]N,⸢ṣu⸣-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,ṣupur,ṣupru,fingernail,P224516,6,1,seal identification
2534,P224516.6.2,+Mabimu[]PN$,{1}ma-bi-mu-⸢u₂⸣,PN,PN,"['𒁹', '𒈠', '𒁉', '𒈬', '𒌑']",𒁹𒈠𒁉𒈬𒌑,{1}ma-bi-mu-⸢u₂⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Mabimu,Mabimu,1,P224516,6,2,seal identification
2535,P224516.6.3,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P224516,6,3,seal identification
2536,P224516.6.4,u,{1}{d}⸢x⸣-x+[x,,u,"['𒁹', '𒀭', 'X', 'X', 'X']",𒁹𒀭XXX,{1}{d}⸢x⸣-x+[x],"['complete', 'complete', 'damaged', 'complete', 'missing']",0.3,,,,P224516,6,4,seal identification
2537,P224516.6.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224516,6,5,seal identification
2538,P224516.7.1,mār[son]N,DUMU,,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,P224516,7,1,seal identification
