Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
11190,P225211.2.1,ṣupur[fingernail]N,[ṣu]-⸢pur⸣,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu]-⸢pur⸣,"['missing', 'damaged']",0.75,ṣupur,ṣupru,fingernail,,P225211,2,1,seal identification
11191,P225211.2.2,+Kapatanu[]PN$Kapatani,{1}ka-pa-ta-⸢ni⸣,PN,"['𒁹', '𒅗', '𒉺', '𒋫', '𒉌']",𒁹𒅗𒉺𒋫𒉌,{1}ka-pa-ta-⸢ni⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Kapatani,Kapatanu,1,PN,P225211,2,2,seal identification
11192,P225211.3.1,bēl[owner]N,⸢EN⸣,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,bēl,bēlu,owner,,P225211,3,1,seal identification
11193,P225211.3.2,eqli[field]N,A.ŠA₃,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P225211,3,2,seal identification
11194,P225211.7.1,n,02,n,['0₂'],0₂,02,['complete'],0.0,,,,NUMBER,P225211,7,1,object sold
11195,P225211.7.2,+kussû[chair//throne land]N'N$kussāte,{giš}GU.ZA-MEŠ-te,N,"['𒄑', '𒄖', '𒍝', '𒈨𒌍', '𒋼']",𒄑𒄖𒍝𒈨𒌍𒋼,{GIŠ}GU.ZA-MEŠ-te,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,kussāte,kussû,throne land,,P225211,7,2,object sold
11196,P225211.8.1,+ištēn[one//one]NU'NU$issēte,01-te,NU,"['01', '𒋼']",01𒋼,01-te,"['complete', 'complete']",0.0,issēte,ištēn,one,,P225211,8,1,object sold
11197,P225211.8.2,+bītu[house//plot of land]N'N$bēt,E₂,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēt,bītu,plot of land,,P225211,8,2,object sold
11198,P225211.8.3,n,1,n,['𒁹'],𒁹,1,['complete'],0.0,,,,NUMBER,P225211,8,3,object sold
11199,P225211.8.4,+sūtu[unit//a unit of area]N'N$sūti,[BAN₂],N,['𒑏'],𒑏,[BAN₂],['missing'],1.0,sūti,sūtu,a unit of area,,P225211,8,4,object sold
11200,P225211.8.5,+ištēn[one//one]NU'NU$issēte,01-⸢te⸣,NU,"['01', '𒋼']",01𒋼,01-⸢te⸣,"['complete', 'damaged']",0.25,issēte,ištēn,one,,P225211,8,5,object sold
11201,P225211.8.6,+bītu[house//plot of land]N'N$bēt,E₂,N,['𒂍'],𒂍,E₂,['complete'],0.0,bēt,bītu,plot of land,,P225211,8,6,object sold
11202,P225211.8.7,n,3,n,['𒐈'],𒐈,3,['complete'],0.0,,,,NUMBER,P225211,8,7,object sold
11203,P225211.8.8,+sūtu[unit//a unit of area]N'N$sūti,BAN₂,N,['𒑏'],𒑏,BAN₂,['complete'],0.0,sūti,sūtu,a unit of area,,P225211,8,8,object sold
11204,P225211.9.1,gimru[total]N,PAB,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,,P225211,9,1,object sold
11205,P225211.9.2,n,4,n,['𒐉'],𒐉,⸢4⸣,['damaged'],0.5,,,,NUMBER,P225211,9,2,object sold
11206,P225211.9.3,+sūtu[unit//a unit of area]N'N$sūt,BAN₂⸣,N,['𒑏'],𒑏,⸢BAN₂⸣,['damaged'],0.5,sūt,sūtu,a unit of area,,P225211,9,3,object sold
11207,P225211.9.4,eqli[field]N,A.ŠA₃,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P225211,9,4,object sold
11208,P225211.9.5,ṭēhi[adjacent to]PRP,SUHUR,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P225211,9,5,object sold
11209,P225211.9.6,Hanni[1]PN,{1}⸢ha-an-ni-i⸣,PN,"['𒁹', '𒄩', '𒀭', '𒉌', '𒄿']",𒁹𒄩𒀭𒉌𒄿,{1}⸢ha-an-ni-i⸣,"['complete', 'damaged', 'damaged', 'damaged', 'damaged']",0.4,Hanni,Hanni,1,PN,P225211,9,6,object sold
11210,P225211.10.1,ṭēhi[adjacent to]PRP,SUHUR,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P225211,10,1,object sold
11211,P225211.10.2,+Saranu[]PN$Saran,{1}sa-ra-an,PN,"['𒁹', '𒊓', '𒊏', '𒀭']",𒁹𒊓𒊏𒀭,{1}sa-ra-an,"['complete', 'complete', 'complete', 'complete']",0.0,Saran,Saranu,1,PN,P225211,10,2,object sold
11212,P225211.10.3,+epēšu[do//contract]V'V$uppiš,u₂-⸢piš⸣,V,"['𒌑', '𒄫']",𒌑𒄫,u₂-⸢piš⸣,"['complete', 'damaged']",0.25,uppiš,epēšu,contract,,P225211,10,3,initiation of transaction
11213,P225211.11.1,+Saranu[]PN$Sarana,{1}sa-ra-a-⸢na⸣,PN,"['𒁹', '𒊓', '𒊏', '𒀀', '𒈾']",𒁹𒊓𒊏𒀀𒈾,{1}sa-ra-a-⸢na⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Sarana,Saranu,1,PN,P225211,11,1,initiation of transaction
11214,P225211.11.2,ina[in]PRP,[ina,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P225211,11,2,price
11215,P225211.11.3,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,libbi,libbu,interior,,P225211,11,3,price
11216,P225211.11.4,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P225211,11,4,price
11217,P225211.11.5,manā[a unit of weight]N,⸢MA.NA⸣,N,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.⸢NA⸣,"['damaged', 'damaged']",0.5,manā,manû,a unit of weight,,P225211,11,5,price
11218,P225211.11.6,erî[copper]N,URUDU,N,['𒍏'],𒍏,URUDU,['complete'],0.0,erî,erû,copper,,P225211,11,6,price
11219,P225211.12.1,ilqi[purchase]V,⸢il-qi⸣,V,"['𒅋', '𒆥']",𒅋𒆥,⸢il-qi⸣,"['damaged', 'damaged']",0.5,ilqi,leqû,purchase,,P225211,12,1,completion of transaction
11220,P225211.12.2,kaspu[money]N,kas-pu,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P225211,12,2,confirmation of transfer 1
11221,P225211.12.3,gammur[completed]AJ,⸢ga-mur⸣,AJ,"['𒂵', '𒄯']",𒂵𒄯,⸢ga-mur⸣,"['damaged', 'damaged']",0.5,gammur,gammuru,completed,,P225211,12,3,confirmation of transfer 1
11222,P225211.13.1,tadin[paid]AJ,[ta]-⸢din⸣,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta]-⸢din⸣,"['missing', 'damaged']",0.75,tadin,tadnu,paid,,P225211,13,1,confirmation of transfer 1
11223,P225211.13.2,eqlu[field]N,A.ŠA₃,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqlu,eqlu,field,,P225211,13,2,confirmation of transfer 2
11224,P225211.13.3,zarip[purchased]AJ,za-rip,AJ,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,zarip,zarpu,purchased,,P225211,13,3,confirmation of transfer 2
11225,P225211.14.1,laqqi[acquired]AJ,[laq]-⸢qi⸣,AJ,"['𒋃', '𒆥']",𒋃𒆥,[laq]-⸢qi⸣,"['missing', 'damaged']",0.75,laqqi,leqû,acquired,,P225211,14,1,confirmation of transfer 2
11226,P225211.14.2,tuāru[revocation]'N,tu-a-ru,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,,P225211,14,2,exclusion of litigation
11227,P225211.14.3,dēnu[lawsuit]N,de-nu,N,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,P225211,14,3,exclusion of litigation
11228,P225211.15.1,dabābu[litigation]'N,[DUG₄].⸢DUG₄⸣,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].⸢DUG₄⸣,"['missing', 'damaged']",0.75,dabābu,dabābu,litigation,,P225211,15,1,exclusion of litigation
11229,P225211.15.2,lāšu[(there) is not]V,la-a-šu,V,"['𒆷', '𒀀', '𒋗']",𒆷𒀀𒋗,la-a-šu,"['complete', 'complete', 'complete']",0.0,lāšu,laššu,(there) is not,,P225211,15,2,exclusion of litigation
11230,P225211.17.1,ša[who]REL,[ša],REL,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,who,,P225211,17,1,penalties for litigation: contravention
11231,P225211.17.2,iparrakūni[contravene]V,GIL-u-ni,V,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-u-ni,"['complete', 'complete', 'complete']",0.0,iparrakūni,parāku,contravene,,P225211,17,2,penalties for litigation: contravention
11232,P225211.18.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,18,1,penalties for litigation: penalty
11233,P225211.18.2,manā[a unit of weight]N,MA].⸢NA,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].⸢NA⸣,"['missing', 'damaged']",0.75,manā,manû,a unit of weight,,P225211,18,2,penalties for litigation: penalty
11234,P225211.18.3,ṣarpi[silver]N,KUG.UD⸣,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KUG⸣.⸢UD⸣,"['damaged', 'damaged']",0.5,ṣarpi,ṣarpu,silver,,P225211,18,3,penalties for litigation: penalty
11235,P225211.20.1,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P225211,20,1,penalties for litigation: penalty
11236,P225211.20.2,manā[a unit of weight]N,MA.[NA,N,"['𒈠', '𒈾']",𒈠𒈾,MA.[NA],"['complete', 'missing']",0.5,manā,manû,a unit of weight,,P225211,20,2,penalties for litigation: penalty
11237,P225211.20.3,hurāṣi[gold]N,KUG.GI],N,"['𒆬', '𒄀']",𒆬𒄀,[KUG].[GI],"['missing', 'missing']",1.0,hurāṣi,hurāṣu,gold,,P225211,20,3,penalties for litigation: penalty
11238,P225211.21.1,ana[to]PRP,[a-na],PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,ana,ana,to,,P225211,21,1,penalties for litigation: penalty
11239,P225211.21.2,Inurta[1]DN,{d}MAŠ,DN,"['𒀭', '𒈦']",𒀭𒈦,{d}MAŠ,"['complete', 'complete']",0.0,Inurta,Ninurta,1,DN,P225211,21,2,penalties for litigation: penalty
11240,P225211.21.3,iddan[pay]V,⸢SUM⸣-[an],V,"['𒋧', '𒀭']",𒋧𒀭,⸢SUM⸣-[an],"['damaged', 'missing']",0.75,iddan,tadānu,pay,,P225211,21,3,penalties for litigation: penalty
11241,P225211.22.1,kaspu[money]N,[kas-pu],N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,P225211,22,1,penalties for litigation: penalty
11242,P225211.22.2,ana[to]PRP,a-na,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,P225211,22,2,penalties for litigation: penalty
11243,P225211.22.3,+bēlu[lord//owner]N'N$bēlēšu,EN-[MEŠ-šu],N,"['𒂗', '𒈨𒌍', '𒋗']",𒂗𒈨𒌍𒋗,EN-[MEŠ-šu],"['complete', 'missing', 'missing']",0.67,bēlēšu,bēlu,owner,,P225211,22,3,penalties for litigation: penalty
11244,P225211.23.1,ana[for]PRP,[a]-na,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-na,"['missing', 'complete']",0.5,ana,ana,for,,P225211,23,1,penalties for litigation: penalty
11245,P225211.23.2,ešrāte[tenfold]AV,10-MEŠ-⸢te⸣,AV,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10-MEŠ-⸢te⸣,"['complete', 'complete', 'damaged']",0.17,ešrāte,ešriātu,tenfold,,P225211,23,2,penalties for litigation: penalty
11246,P225211.23.3,utâr[return]V,[GUR],V,['𒄥'],𒄥,[GUR],['missing'],1.0,utâr,târu,return,,P225211,23,3,penalties for litigation: penalty
11247,P225211.24.1,ina[in]PRP,[ina],PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P225211,24,1,penalties for litigation: penalty
11248,P225211.24.2,dēnīšu[lawsuit]N,⸢de-ni⸣-[šu₂],N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,⸢de-ni⸣-[šu₂],"['damaged', 'damaged', 'missing']",0.67,dēnīšu,dīnu,lawsuit,,P225211,24,2,penalties for litigation: penalty
11249,P225211.24.3,idabbubma[contest]V,⸢DUG₄.DUG₄⸣-[ma,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,⸢DUG₄⸣.⸢DUG₄⸣-[ma],"['damaged', 'damaged', 'missing']",0.67,idabbubma,dabābu,contest,,P225211,24,3,penalties for litigation: penalty
11250,P225211.24.4,lā[not]MOD,NU,MOD,['𒉡'],𒉡,[NU],['missing'],1.0,lā,lā,not,,P225211,24,4,penalties for litigation: penalty
11251,P225211.24.5,ilaqqi[succeed]V,TI],V,['𒋾'],𒋾,[TI],['missing'],1.0,ilaqqi,leqû,succeed,,P225211,24,5,penalties for litigation: penalty
11252,P225211.26.1,šību[witness]N,[IGI],N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P225211,26,1,witness
11253,P225211.26.2,Hanni[1]PN,{1}ha-⸢an⸣-ni-⸢i⸣,PN,"['𒁹', '𒄩', '𒀭', '𒉌', '𒄿']",𒁹𒄩𒀭𒉌𒄿,{1}ha-⸢an⸣-ni-⸢i⸣,"['complete', 'complete', 'damaged', 'complete', 'damaged']",0.2,Hanni,Hanni,1,PN,P225211,26,2,witness
11254,P225211.27.1,šību[witness]N,[IGI],N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P225211,27,1,witness
11255,P225211.27.2,Meʾisu[1]PN,{1}me-ʾi-⸢su⸣,PN,"['𒁹', '𒈨', '𒀪', '𒋢']",𒁹𒈨𒀪𒋢,{1}me-ʾi-⸢su⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Meʾisu,Meʾisu,1,PN,P225211,27,2,witness
11256,P225211.28.1,šību[witness]N,[IGI],N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P225211,28,1,witness
11257,P225211.28.2,Adda-imme[1]PN,{1}10-im-me,PN,"['𒁹', '𒌋', '𒅎', '𒈨']",𒁹𒌋𒅎𒈨,{1}10-im-me,"['complete', 'complete', 'complete', 'complete']",0.0,Adda-imme,Adda-imme,1,PN,P225211,28,2,witness
11258,P225211.29.1,šību[witness]N,[IGI],N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P225211,29,1,witness
11259,P225211.29.2,+Aššur-naṣir[]PN$,{1}aš-šur-⸢PAB⸣,PN,"['𒁹', '𒀸', '𒋩', '𒉽']",𒁹𒀸𒋩𒉽,{1}aš-šur-⸢PAB⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Aššur-naṣir,Aššur-naṣir,1,PN,P225211,29,2,witness
11260,P225211.30.1,šību[witness]N,[IGI,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P225211,30,1,witness
11261,P225211.30.2,u,{1}x-na-nu,u,"['𒁹', 'X', '𒈾', '𒉡']",𒁹X𒈾𒉡,{[1]}x-na-nu,"['missing', 'complete', 'complete', 'complete']",0.25,,,,,P225211,30,2,witness
11262,P225211.33.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,1,witness
11263,P225211.33.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,2,witness
11264,P225211.33.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,3,witness
11265,P225211.33.4,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,4,witness
11266,P225211.33.5,u,x]+x,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,,P225211,33,5,witness
11267,P225211.33.6,u,šu₂,u,['𒋙'],𒋙,šu₂,['complete'],0.0,,,,,P225211,33,6,witness
11268,P225211.33.7,u,x+[x,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,,P225211,33,7,witness
11269,P225211.33.8,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,8,witness
11270,P225211.33.9,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,9,witness
11271,P225211.33.10,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P225211,33,10,witness
11272,P225211.34.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,34,1,witness
11273,P225211.34.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225211,34,2,witness
11274,P225211.34.3,u,x]+x,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,,P225211,34,3,witness
11275,P225211.34.4,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225211,34,4,witness
11276,P225211.34.5,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225211,34,5,witness
11277,P225211.34.6,ṣābit[one who seizes]N,ṣa-bit,N,"['𒍝', '𒂍']",𒍝𒂍,ṣa-bit,"['complete', 'complete']",0.0,ṣābit,ṣābitu,one who seizes,,P225211,34,6,witness
11278,P225211.34.7,tuppi[tablet]N,⸢IM⸣,N,['𒅎'],𒅎,⸢IM⸣,['damaged'],0.5,tuppi,ṭuppu,tablet,,P225211,34,7,witness
