Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
26403,P335380.2.1,{[na₄]}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}KIŠIB,"['missing', 'complete']",0.5,kunuk,kunukku,seal,,P335380,2,1,seal identification
26404,P335380.2.2,{1}ha-a-bi,Habi[1]PN$,PN,PN,"['𒁹', '𒄩', '𒀀', '𒁉']",𒁹𒄩𒀀𒁉,{1}ha-a-bi,"['complete', 'complete', 'complete', 'complete']",0.0,Habi,Habi,1,,P335380,2,2,seal identification
26405,P335380.3.1,[EN],bēl[owner]N,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,P335380,3,1,seal identification
26406,P335380.3.2,⸢E₂⸣,!bēti[house]N,,N,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,bēti,bītu,house,,P335380,3,2,seal identification
26407,P335380.3.3,A.ŠA₃,eqli[field]N,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P335380,3,3,seal identification
26408,P335380.3.4,{giš}⸢SAR⸣,kirie[garden]N,,N,"['𒄑', '𒊬']",𒄑𒊬,{GIŠ}⸢SAR⸣,"['complete', 'damaged']",0.25,kirie,kirû,garden,,P335380,3,4,seal identification
26409,P335380.4.1,{[giš]}⸢SAR⸣,kirie[garden]N,,N,"['𒄑', '𒊬']",𒄑𒊬,{[GIŠ]}⸢SAR⸣,"['missing', 'damaged']",0.75,kirie,kirû,garden,,P335380,4,1,seal identification
26410,P335380.4.2,ša,ša[of]DET,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P335380,4,2,seal identification
26411,P335380.4.3,{u₂}SAR,arqu[green//vegetable]AJ'N$urqi,,AJ,"['𒌑', '𒊬']",𒌑𒊬,{U₂}SAR,"['complete', 'complete']",0.0,urqi,arqu,vegetable,,P335380,4,3,seal identification
26412,P335380.4.4,[SUM]-⸢ni⸣,tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM]-⸢ni⸣,"['missing', 'damaged']",0.75,tadāni,tadānu,giving,,P335380,4,4,seal identification
26413,P335380.8.1,[E₂,bētu[house]N,,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,house,,P335380,8,1,object sold
26414,P335380.8.2,ep]-šu₂,epšu[built]AJ,,AJ,"['𒅁', '𒋙']",𒅁𒋙,[ep]-šu₂,"['missing', 'complete']",0.5,epšu,epšu,built,,P335380,8,2,object sold
26415,P335380.8.3,a-di,adi[with]PRP,,PRP,"['𒀀', '𒁲']",𒀀𒁲,a-di,"['complete', 'complete']",0.0,adi,adi,with,,P335380,8,3,object sold
26416,P335380.8.4,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335380,8,4,object sold
26417,P335380.8.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335380,8,5,object sold
26418,P335380.8.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335380,8,6,object sold
26419,P335380.8.7,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335380,8,7,object sold
26420,P335380.12.1,[ina,ina[in]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335380,12,1,penalties for litigation: penalty
26421,P335380.12.2,de-ni-šu₂],dēnīšu[lawsuit]N,,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,dēnīšu,dīnu,lawsuit,,P335380,12,2,penalties for litigation: penalty
