Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
1438,P224526.2.1,kūmu[instead of]PRP,GIM,,PRP,['𒁶'],𒁶,GIM,['complete'],0.0,kūmu,kūm,instead of,P224526,2,1,seal identification
1439,P224526.2.2,kunukkīšu[seal]N,{na₄}KIŠIB-šu₂,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{NA₄}KIŠIB-šu₂,"['complete', 'complete', 'complete']",0.0,kunukkīšu,kunukku,seal,P224526,2,2,seal identification
1440,P224526.2.3,ṣubaršu[fingernail]N,ṣu-bar-šu₂,,N,"['𒍮', '𒁇', '𒋙']",𒍮𒁇𒋙,ṣu-bar-šu₂,"['complete', 'complete', 'complete']",0.0,ṣubaršu,ṣupru,fingernail,P224526,2,3,seal identification
1441,P224526.2.4,+šakānu[put//place]V'V$iškun,iš-ku-un,,V,"['𒅖', '𒆪', '𒌦']",𒅖𒆪𒌦,iš-ku-un,"['complete', 'complete', 'complete']",0.0,iškun,šakānu,place,P224526,2,4,seal identification
1442,P224526.6.1,ṣupur[fingernail]N,ṣu-pur,,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,P224526,6,1,seal identification
1443,P224526.6.2,+Bateya[]PN$,{1}ba-te-ia,PN,PN,"['𒁹', '𒁀', '𒋼', '𒅀']",𒁹𒁀𒋼𒅀,{1}ba-te-ia,"['complete', 'complete', 'complete', 'complete']",0.0,Bateya,Bateya,1,P224526,6,2,seal identification
1444,P224526.6.3,bēl[owner]N,EN,,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,P224526,6,3,seal identification
1445,P224526.6.4,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P224526,6,4,seal identification
1446,P224526.7.1,bētu[estate]N,E₂,,N,['𒂍'],𒂍,E₂,['complete'],0.0,bētu,bītu,estate,P224526,7,1,object sold
1447,P224526.7.2,n,02,NUMBER,n,['0₂'],0₂,02,['complete'],0.0,,,,P224526,7,2,object sold
1448,P224526.7.3,imār[a unit of capacity]N,ANŠE,,N,['𒀲'],𒀲,ANŠE,['complete'],0.0,imār,imēru,a unit of capacity,P224526,7,3,object sold
1449,P224526.7.4,eqli[land]N,A.ŠA₃,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,land,P224526,7,4,object sold
1450,P224526.7.5,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P224526,7,5,object sold
1451,P224526.7.6,mazarūti[(area or state of) cultivation]N,ma-za-ru-ti,,N,"['𒈠', '𒍝', '𒊒', '𒋾']",𒈠𒍝𒊒𒋾,ma-za-ru-ti,"['complete', 'complete', 'complete', 'complete']",0.0,mazarūti,mazrūtu,(area or state of) cultivation,P224526,7,6,object sold
1452,P224526.8.1,ina[by]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,by,P224526,8,1,object sold
1453,P224526.8.2,sūti[a unit of capacity]N,{giš}BAN₂,,N,"['𒄑', '𒑏']",𒄑𒑏,{GIŠ}BAN₂,"['complete', 'complete']",0.0,sūti,sūtu,a unit of capacity,P224526,8,2,object sold
1454,P224526.8.3,ša[of]DET,ša,,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,P224526,8,3,object sold
1455,P224526.8.4,n,10,NUMBER,n,['𒌋'],𒌋,10,['complete'],0.0,,,,P224526,8,4,object sold
1456,P224526.8.5,qa[a unit of capacity]N,qa,,N,['𒋡'],𒋡,qa,['complete'],0.0,qa,qû,a unit of capacity,P224526,8,5,object sold
1457,P224526.8.6,Kupruna[1]GN,{uru}ku-up-ru-na,GN,GN,"['𒌷', '𒆪', '𒌒', '𒊒', '𒈾']",𒌷𒆪𒌒𒊒𒈾,{URU}ku-up-ru-na,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kupruna,Kupruna,1,P224526,8,6,object sold
1458,P224526.9.1,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P224526,9,1,price
1459,P224526.9.2,libbi[interior]N,ŠA₃-bi,,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,P224526,9,2,price
1460,P224526.9.3,n,02,NUMBER,n,['0₂'],0₂,02,['complete'],0.0,,,,P224526,9,3,price
1461,P224526.9.4,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P224526,9,4,price
1462,P224526.9.5,erî[copper]N,URUDU-MEŠ,,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,URUDU-MEŠ,"['complete', 'complete']",0.0,erî,erû,copper,P224526,9,5,price
1463,P224526.10.1,Bel-isseʾa[1]PN,{1}EN-KI-a,PN,PN,"['𒁹', '𒂗', '𒆠', '𒀀']",𒁹𒂗𒆠𒀀,{1}EN-KI-a,"['complete', 'complete', 'complete', 'complete']",0.0,Bel-isseʾa,Bel-isseʾa,1,P224526,10,1,initiation of transaction
1464,P224526.10.2,ša-rēši[eunuch]N,{lu₂}SAG,,N,"['𒇽', '𒊕']",𒇽𒊕,{LU₂}SAG,"['complete', 'complete']",0.0,ša-rēši,ša-rēši,eunuch,P224526,10,2,initiation of transaction
