Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
6588,P224641.2.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,2,1,seal identification
6589,P224641.2.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,2,2,seal identification
6590,P224641.2.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,2,3,seal identification
6591,P224641.2.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,2,4,seal identification
6592,P224641.2.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224641,2,5,seal identification
6593,P224641.2.6,ṣubaršunu[fingernail]N,ṣu-bar-šu₂-nu,,N,"['𒍮', '𒁇', '𒋙', '𒉡']",𒍮𒁇𒋙𒉡,ṣu-bar-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,ṣubaršunu,ṣupru,fingernail,P224641,2,6,seal identification
6594,P224641.6.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,6,1,seal identification
6595,P224641.6.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,6,2,seal identification
6596,P224641.6.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,6,3,seal identification
6597,P224641.6.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,6,4,seal identification
6598,P224641.6.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224641,6,5,seal identification
6599,P224641.6.6,ša[of]DET,⸢ša⸣,,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,P224641,6,6,seal identification
6600,P224641.6.7,+Dayan-Šamaš[]PN$,{1}DI.KUD-{d}⸢UTU⸣,PN,PN,"['𒁹', '𒁲', '𒋻', '𒀭', '𒌓']",𒁹𒁲𒋻𒀭𒌓,{1}DI.KUD-{d}⸢UTU⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Dayan-Šamaš,Dayan-Šamaš,1,P224641,6,7,seal identification
6601,P224641.7.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,7,1,seal identification
6602,P224641.7.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,7,2,seal identification
6603,P224641.7.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,7,3,seal identification
6604,P224641.7.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,7,4,seal identification
6605,P224641.7.5,+x-uballiṭ[]PN$,x]-u₂-TI.LA,PN,PN,"['X', '𒌑', '𒋾', '𒆷']",X𒌑𒋾𒆷,[x]-u₂-TI.LA,"['missing', 'complete', 'complete', 'complete']",0.25,x-uballiṭ,x-uballiṭ,1,P224641,7,5,seal identification
6606,P224641.8.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,8,1,object sold
6607,P224641.8.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,8,2,object sold
6608,P224641.8.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,8,3,object sold
6609,P224641.8.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224641,8,4,object sold
6610,P224641.8.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224641,8,5,object sold
6611,P224641.8.6,u,⸢bi⸣,,u,['𒁉'],𒁉,⸢bi⸣,['damaged'],0.5,,,,P224641,8,6,object sold
