Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
291,P336741.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,1,none
292,P336741.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,2,none
293,P336741.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,3,none
294,P336741.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,4,none
295,P336741.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,5,none
296,P336741.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,6,none
297,P336741.3.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,7,none
298,P336741.3.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,8,none
299,P336741.3.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,9,none
300,P336741.3.10,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,10,none
301,P336741.3.11,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,11,none
302,P336741.3.12,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,12,none
303,P336741.3.13,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,3,13,none
304,P336741.3.14,⸢TA@v,issu[from]PRP,PRP,['𒋬'],𒋬,⸢TA@v⸣,['damaged'],0.5,issu,ištu,from,,,P336741,3,14,completion of transaction
305,P336741.3.15,{lu₂v⸣}UN-MEŠ,nišē[people]N,N,"['𒇽', '𒌦', '𒈨𒌍']",𒇽𒌦𒈨𒌍,{⸢LU₂~v⸣}UN-MEŠ,"['damaged', 'complete', 'complete']",0.17,nišē,nišu,people,,,P336741,3,15,completion of transaction
306,P336741.4.1,[an-nu-te,annūte[this]DP,DP,"['𒀭', '𒉡', '𒋼']",𒀭𒉡𒋼,[an-nu-te],"['missing', 'missing', 'missing']",1.0,annūte,annû,this,,,P336741,4,1,completion of transaction
307,P336741.4.2,il-qi,ilqi[purchase]V,V,"['𒅋', '𒆥']",𒅋𒆥,[il-qi],"['missing', 'missing']",1.0,ilqi,leqû,purchase,,,P336741,4,2,completion of transaction
308,P336741.4.3,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,,P336741,4,3,confirmation of transfer 1
309,P336741.4.4,gam-mur,gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,,,P336741,4,4,confirmation of transfer 1
310,P336741.4.5,ta-din,tadin[paid]AJ,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,,P336741,4,5,confirmation of transfer 1
311,P336741.4.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,4,6,none
312,P336741.4.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,4,7,none
313,P336741.4.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,4,8,none
314,P336741.4.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,4,9,none
315,P336741.4.10,zar-pu,zarpu[purchased]AJ,AJ,"['𒇡', '𒁍']",𒇡𒁍,[zar-pu],"['missing', 'missing']",1.0,zarpu,zarpu,purchased,,,P336741,4,10,confirmation of transfer 2
316,P336741.4.11,la-qi-u],laqiu[acquired]AJ,AJ,"['𒆷', '𒆥', '𒌋']",𒆷𒆥𒌋,[la-qi-u],"['missing', 'missing', 'missing']",1.0,laqiu,leqû,acquired,,,P336741,4,11,confirmation of transfer 2
317,P336741.4.12,⸢tu⸣-a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu⸣-a-ru,"['damaged', 'complete', 'complete']",0.17,tuāru,târu,revocation,,,P336741,4,12,exclusion of litigation
318,P336741.5.1,[de-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,[de-e-nu],"['missing', 'missing', 'missing']",1.0,dēnu,dīnu,lawsuit,,,P336741,5,1,exclusion of litigation
319,P336741.5.2,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,dabābu,dabābu,litigation,,,P336741,5,2,exclusion of litigation
320,P336741.5.3,la-aš₂-šu,laššu[(there) is not]V,V,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,[la-aš₂-šu],"['missing', 'missing', 'missing']",1.0,laššu,laššu,(there) is not,,,P336741,5,3,exclusion of litigation
321,P336741.5.4,man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,mannu,mannu,whoever,,,P336741,5,4,penalties for litigation: contravention
322,P336741.5.5,ša₂,ša[that]REL,REL,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,that,,,P336741,5,5,penalties for litigation: contravention
323,P336741.5.6,ina,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336741,5,6,penalties for litigation: contravention
324,P336741.5.7,ur-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,urkiš,urkiš,later,,,P336741,5,7,penalties for litigation: contravention
325,P336741.5.8,ina,ina[in+=whenever]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336741,5,8,penalties for litigation: contravention
326,P336741.5.9,ma-te]-⸢ma⸣,matēma[ever]AV,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,[ma-te]-⸢ma⸣,"['missing', 'missing', 'damaged']",0.83,matēma,matīma,ever,,,P336741,5,9,penalties for litigation: contravention
327,P336741.6.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,1,penalties for litigation: contravention
328,P336741.6.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,2,penalties for litigation: contravention
329,P336741.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,3,penalties for litigation: contravention
330,P336741.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,4,penalties for litigation: contravention
331,P336741.6.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,5,penalties for litigation: contravention
332,P336741.6.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,6,penalties for litigation: contravention
333,P336741.6.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,7,penalties for litigation: contravention
334,P336741.6.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336741,6,8,penalties for litigation: contravention
