Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
11961,P335503.5.1,lu-u,lū[may]MOD,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,may,,,P335503,5,1,penalties for litigation: contravention
11962,P335503.5.2,ŠEŠ-MEŠ-[x,u,u,"['𒋀', '𒈨𒌍', 'x']",𒋀𒈨𒌍x,ŠEŠ-MEŠ-[x],"['complete', 'complete', 'missing']",0.33,,,,,,P335503,5,2,penalties for litigation: contravention
11963,P335503.5.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,3,penalties for litigation: contravention
11964,P335503.5.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,4,penalties for litigation: contravention
11965,P335503.5.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,5,penalties for litigation: contravention
11966,P335503.5.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,6,penalties for litigation: contravention
11967,P335503.5.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,7,penalties for litigation: contravention
11968,P335503.5.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,8,penalties for litigation: contravention
11969,P335503.5.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,5,9,penalties for litigation: contravention
11970,P335503.6.1,u₃,u[and]CNJ,CNJ,['𒅇'],𒅇,u₃,['complete'],0.0,u,u,and,,,P335503,6,1,penalties for litigation: contravention
11971,P335503.6.2,DUMU-MEŠ,marʾē[son]N,N,"['𒌉', '𒈨𒌍']",𒌉𒈨𒌍,DUMU-MEŠ,"['complete', 'complete']",0.0,marʾē,māru,son,,,P335503,6,2,penalties for litigation: contravention
11972,P335503.6.3,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,3,penalties for litigation: contravention
11973,P335503.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,4,penalties for litigation: contravention
11974,P335503.6.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,5,penalties for litigation: contravention
11975,P335503.6.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,6,penalties for litigation: contravention
11976,P335503.6.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,7,penalties for litigation: contravention
11977,P335503.6.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,8,penalties for litigation: contravention
11978,P335503.6.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,9,penalties for litigation: contravention
11979,P335503.6.10,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335503,6,10,penalties for litigation: contravention
