Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
703,P336915.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336915,2,1,,seal identification
704,P336915.2.2,%akk-x-neoass:{1}{d}PA-SU=,{1}{d}PA-SU,"['𒁹', '𒀭', '𒉺', '𒋢']",𒁹𒀭𒉺𒋢,{1}{d}PA-SU,"['complete', 'complete', 'complete', 'complete']",0.0,,P336915,2,2,,seal identification
705,P336915.3.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336915,3,1,,seal identification
706,P336915.3.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,,P336915,3,2,,seal identification
707,P336915.3.3,%akk-x-neoass:SUM-ni=,SUM-ni,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P336915,3,3,,seal identification
708,P336915.7.1,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336915,7,1,,none
709,P336915.7.2,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336915,7,2,,none
710,P336915.7.3,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336915,7,3,,none
711,P336915.7.4,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336915,7,4,,none
712,P336915.11.1,%akk-x-neoass:IGI=,[IGI,['𒅆'],𒅆,[IGI],['missing'],1.0,,P336915,11,1,,witness
713,P336915.11.2,%akk-x-neoass:{1}x-DINGIR-a.a=,{1}x]-DINGIR-⸢a⸣.[a],"['𒁹', 'X', '𒀭', '𒀀', '𒀀']",𒁹X𒀭𒀀𒀀,{[1]}[x]-DINGIR-⸢a⸣.[a],"['missing', 'missing', 'complete', 'damaged', 'missing']",0.7,,P336915,11,2,,witness
714,P336915.11.3,%akk-x-neoass:{LU₂}x=,{⸢lu₂⸣}[x],"['𒇽', 'X']",𒇽X,{⸢LU₂⸣}[x],"['damaged', 'missing']",0.75,,P336915,11,3,,witness
715,P336915.13.1,%akk-x-neoass:{ITI}KIN=,{iti}KIN,"['𒌗', '𒆥']",𒌗𒆥,{ITI}KIN,"['complete', 'complete']",0.0,,P336915,13,1,,date
716,P336915.13.2,%akk-x-neoass:UD-27-KAM₂=,UD-27-KAM₂,"['𒌓', '𒌋𒌋𒐌', '𒆚']",𒌓𒌋𒌋𒐌𒆚,UD-27-KAM₂,"['complete', 'complete', 'complete']",0.0,,P336915,13,2,,date
717,P336915.14.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,P336915,14,1,,date
718,P336915.14.2,%akk-x-neoass:{1}DUMU-la-ar₂-me=,{1}⸢DUMU⸣-la-ar₂-me,"['𒁹', '𒌉', '𒆷', '𒌒', '𒈨']",𒁹𒌉𒆷𒌒𒈨,{1}⸢DUMU⸣-la-ar₂-me,"['complete', 'damaged', 'complete', 'complete', 'complete']",0.1,,P336915,14,2,,date
719,P336915.16.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336915,16,1,,none
720,P336915.16.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336915,16,2,,none
721,P336915.16.3,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336915,16,3,,none
722,P336915.16.4,%akk-x-neoass:bu=,bu,['𒁍'],𒁍,bu,['complete'],0.0,,P336915,16,4,,none
723,P336915.16.5,%akk-x-neoass:u=,u,['𒌋'],𒌋,u,['complete'],0.0,,P336915,16,5,,none
724,P336915.16.6,%akk-x-neoass:NAM=,⸢NAM⸣,['𒉆'],𒉆,⸢NAM⸣,['damaged'],0.5,,P336915,16,6,,none
725,P336915.16.7,%akk-x-neoass:sa=,sa,['𒊓'],𒊓,sa,['complete'],0.0,,P336915,16,7,,none
726,P336915.16.8,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,,P336915,16,8,,none
727,P336915.17.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336915,17,1,,none
728,P336915.17.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336915,17,2,,none
729,P336915.17.3,%akk-x-neoass:x-ni=,x]-ni,"['X', '𒉌']",X𒉌,[x]-ni,"['missing', 'complete']",0.5,,P336915,17,3,,none
