Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
3950,P336868.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336868,2,1,,seal identification
3951,P336868.2.2,%akk-x-neoass:{1}bu-si-i=,{1}bu-si-i,"['𒁹', '𒁍', '𒋛', '𒄿']",𒁹𒁍𒋛𒄿,{1}bu-si-i,"['complete', 'complete', 'complete', 'complete']",0.0,,P336868,2,2,,seal identification
3952,P336868.3.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336868,3,1,,seal identification
3953,P336868.3.2,%akk-x-neoass:A.ŠA₃=,A.ŠA₃,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,,P336868,3,2,,seal identification
3954,P336868.3.3,%akk-x-neoass:SUM-an=,SUM-an,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,,P336868,3,3,,seal identification
3955,P336868.7.1,%akk-x-neoass:A.ŠA₃=,A.ŠA₃,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,,P336868,7,1,,object sold
3956,P336868.7.2,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336868,7,2,,object sold
3957,P336868.7.3,%akk-x-neoass:ša₂-GIR₂=,ša₂-GIR₂,"['𒃻', '𒄈']",𒃻𒄈,ša₂-GIR₂,"['complete', 'complete']",0.0,,P336868,7,3,,object sold
3958,P336868.7.4,%akk-x-neoass:{1}ha-an-da-bu=,{1}ha-an-[da-bu],"['𒁹', '𒄩', '𒀭', '𒁕', '𒁍']",𒁹𒄩𒀭𒁕𒁍,{1}ha-an-[da-bu],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,,P336868,7,4,,object sold
3959,P336868.8.1,%akk-x-neoass:SUHUR=,⸢SUHUR⸣,['𒋦'],𒋦,⸢SUHUR⸣,['damaged'],0.5,,P336868,8,1,,object sold
