Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
5674,P336924.5.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336924,5,1,,price
5675,P336924.5.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,P336924,5,2,,price
5676,P336924.5.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336924,5,3,,price
5677,P336924.5.4,%akk-x-neoass:GIN₂=,GIN₂],['𒂆'],𒂆,[GIN₂],['missing'],1.0,,P336924,5,4,,price
5678,P336924.5.5,%akk-x-neoass:KU₃.BABBAR=,⸢KU₃.BABBAR⸣,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P336924,5,5,,price
5679,P336924.6.1,%akk-x-neoass:il-qi₂=,[il-qi₂],"['𒅋', '𒆠']",𒅋𒆠,[il-qi₂],"['missing', 'missing']",1.0,,P336924,6,1,,completion of transaction
5680,P336924.6.2,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,,P336924,6,2,,confirmation of transfer 2
5681,P336924.6.3,%akk-x-neoass:šu-a-tum=,šu-a-tum,"['𒋗', '𒀀', '𒌈']",𒋗𒀀𒌈,šu-a-tum,"['complete', 'complete', 'complete']",0.0,,P336924,6,3,,confirmation of transfer 2
5682,P336924.7.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336924,7,1,,confirmation of transfer 2
5683,P336924.7.2,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336924,7,2,,confirmation of transfer 2
5684,P336924.7.3,%akk-x-neoass:TI=,⸢TI⸣,['𒋾'],𒋾,⸢TI⸣,['damaged'],0.5,,P336924,7,3,,confirmation of transfer 2
5685,P336924.7.4,%akk-x-neoass:za-rip=,za-rip,"['𒍝', '𒆗']",𒍝𒆗,za-rip,"['complete', 'complete']",0.0,,P336924,7,4,,confirmation of transfer 2
5686,P336924.7.5,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336924,7,5,,confirmation of transfer 1
5687,P336924.7.6,%akk-x-neoass:ga-mur=,ga-mur,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,P336924,7,6,,confirmation of transfer 1
5688,P336924.8.1,%akk-x-neoass:ta-din=,⸢ta-din,"['𒋫', '𒁷']",𒋫𒁷,⸢ta-din⸣,"['damaged', 'damaged']",0.5,,P336924,8,1,,confirmation of transfer 1
5689,P336924.8.2,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu-a-ru⸣,"['damaged', 'damaged', 'damaged']",0.5,,P336924,8,2,,exclusion of litigation
5690,P336924.8.3,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de-e-nu⸣,"['damaged', 'damaged', 'damaged']",0.5,,P336924,8,3,,exclusion of litigation
5691,P336924.8.4,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄⸣,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.⸢DUG₄⸣,"['damaged', 'damaged']",0.5,,P336924,8,4,,exclusion of litigation
5692,P336924.8.5,%akk-x-neoass:la-a-šu₂=,[la-a-šu₂],"['𒆷', '𒀀', '𒋙']",𒆷𒀀𒋙,[la-a-šu₂],"['missing', 'missing', 'missing']",1.0,,P336924,8,5,,exclusion of litigation
5693,P336924.9.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336924,9,1,,penalties for litigation: contravention
5694,P336924.9.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336924,9,2,,penalties for litigation: contravention
5695,P336924.9.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336924,9,3,,penalties for litigation: contravention
5696,P336924.9.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P336924,9,4,,penalties for litigation: contravention
