Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
11131,P336198.2.1,[ku-um,kūm[instead of]PRP,,PRP,"['𒆪', '𒌝']",𒆪𒌝,[ku-um],"['missing', 'missing']",1.0,kūm,kūm,instead of,,P336198,2,1,seal identification
11132,P336198.2.2,{na₄}KIŠIB-šu₂,kunukkīšu[seal]N,,N,"['𒉌𒌓', '𒈩', '𒋙']",𒉌𒌓𒈩𒋙,{[NA₄]}[KIŠIB-šu₂],"['missing', 'missing', 'missing']",1.0,kunukkīšu,kunukku,seal,,P336198,2,2,seal identification
11133,P336198.2.3,ṣu-pur-šu₂,ṣupuršu[fingernail]N,,N,"['𒍮', '𒁓', '𒋙']",𒍮𒁓𒋙,[ṣu-pur-šu₂],"['missing', 'missing', 'missing']",1.0,ṣupuršu,ṣupru,fingernail,,P336198,2,3,seal identification
11134,P336198.2.4,iš-kun],iškun[place]V,,V,"['𒅖', '𒆲']",𒅖𒆲,[iš-kun],"['missing', 'missing']",1.0,iškun,šakānu,place,,P336198,2,4,seal identification
11135,P336198.3.1,[ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu-pur],"['missing', 'missing']",1.0,ṣupur,ṣupru,fingernail,,P336198,3,1,seal identification
11136,P336198.3.2,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P336198,3,2,seal identification
11137,P336198.3.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,3,3,seal identification
11138,P336198.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,3,4,seal identification
11139,P336198.3.5,EN,bēl[owner]N,,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,P336198,3,5,seal identification
11140,P336198.3.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,3,6,seal identification
11141,P336198.3.7,SUM]-⸢ni⸣,tadāni[giving]'N,,V,"['𒋧', '𒉌']",𒋧𒉌,[SUM]-⸢ni⸣,"['missing', 'damaged']",0.75,tadāni,tadānu,giving,,P336198,3,7,seal identification
11142,P336198.7.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,1,none
11143,P336198.7.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,2,none
11144,P336198.7.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,3,none
11145,P336198.7.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,4,none
11146,P336198.7.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,5,none
11147,P336198.7.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,6,none
11148,P336198.7.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,7,none
11149,P336198.7.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,7,8,none
11150,P336198.7.9,⸢SAG-ME⸣,u,,u,"['𒊕', '𒈨']",𒊕𒈨,⸢SAG-ME⸣,"['damaged', 'damaged']",0.5,,,,,P336198,7,9,none
11151,P336198.8.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,1,none
11152,P336198.8.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,2,none
11153,P336198.8.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,3,none
11154,P336198.8.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,4,none
11155,P336198.8.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,5,none
11156,P336198.8.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,6,none
11157,P336198.8.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,8,7,none
11158,P336198.8.8,x]+⸢x⸣-a.a,u,,u,"['x', 'x', '𒀀', '𒀀']",xx𒀀𒀀,[x]+⸢x⸣-a.a,"['missing', 'damaged', 'complete', 'complete']",0.38,,,,,P336198,8,8,none
11159,P336198.9.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,9,1,none
11160,P336198.9.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,9,2,none
11161,P336198.9.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,9,3,none
11162,P336198.9.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,9,4,none
11163,P336198.9.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P336198,9,5,none
