Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
8198,P225214.4.1,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,4,1,penalties for litigation: penalty
8199,P225214.4.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,4,2,penalties for litigation: penalty
8200,P225214.4.3,manā[a unit of weight]N,MA].⸢NA,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].⸢NA⸣,"['missing', 'damaged']",0.75,manā,manû,a unit of weight,,P225214,4,3,penalties for litigation: penalty
8201,P225214.4.4,u,KUG⸣.[x],u,"['𒆬', 'X']",𒆬X,⸢KUG⸣.[x],"['damaged', 'missing']",0.75,,,,,P225214,4,4,penalties for litigation: penalty
8202,P225214.5.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P225214,5,1,penalties for litigation: penalty
8203,P225214.5.2,burki[lap]N,bur-⸢ki⸣,N,"['𒁓', '𒆠']",𒁓𒆠,bur-⸢ki⸣,"['complete', 'damaged']",0.25,burki,burku,lap,,P225214,5,2,penalties for litigation: penalty
8204,P225214.5.3,Inurta[1]DN,{[d}MAŠ,DN,"['𒀭', '𒈦']",𒀭𒈦,{[d]}[MAŠ],"['missing', 'missing']",1.0,Inurta,Ninurta,1,DN,P225214,5,3,penalties for litigation: penalty
8205,P225214.5.4,āšib[residing]AJ,a-šib,AJ,"['𒀀', '𒈨']",𒀀𒈨,[a-šib],"['missing', 'missing']",1.0,āšib,āšibu,residing,,P225214,5,4,penalties for litigation: penalty
8206,P225214.5.5,Kalhi[1]GN,{uru]}kal-hi,GN,"['𒌷', '𒆗', '𒄭']",𒌷𒆗𒄭,{[URU]}kal-hi,"['missing', 'complete', 'complete']",0.33,Kalhi,Kalhu,1,GN,P225214,5,5,penalties for litigation: penalty
8207,P225214.5.6,išakkan[place]V,[GAR-an],V,"['𒃻', '𒀭']",𒃻𒀭,[GAR-an],"['missing', 'missing']",1.0,išakkan,šakānu,place,,P225214,5,6,penalties for litigation: penalty
8208,P225214.6.1,n,02,n,['0₂'],0₂,02,['complete'],0.0,,,,NUMBER,P225214,6,1,penalties for litigation: penalty
8209,P225214.6.2,bilat[a unit of weight]N,⸢GU₂⸣.[UN,N,"['𒄘', '𒌦']",𒄘𒌦,⸢GU₂⸣.[UN],"['damaged', 'missing']",0.75,bilat,biltu,a unit of weight,,P225214,6,2,penalties for litigation: penalty
8210,P225214.6.3,anniki[tin]N,AN].⸢NA⸣,N,"['𒀭', '𒈾']",𒀭𒈾,[AN].⸢NA⸣,"['missing', 'damaged']",0.75,anniki,annaku,tin,,P225214,6,3,penalties for litigation: penalty
8211,P225214.6.4,ana[to]PRP,ana,PRP,['𒁹'],𒁹,ana,['complete'],0.0,ana,ana,to,,P225214,6,4,penalties for litigation: penalty
8212,P225214.6.5,pāhat[governor]N,{[lu₂}EN.NAM,N,"['𒇽', '𒂗', '𒉆']",𒇽𒂗𒉆,{[LU₂]}[EN].[NAM],"['missing', 'missing', 'missing']",1.0,pāhat,pīhātu,governor,,P225214,6,5,penalties for litigation: penalty
8213,P225214.6.6,ālīšu[town]N,URU-šu₂],N,"['𒌷', '𒋙']",𒌷𒋙,[URU-šu₂],"['missing', 'missing']",1.0,ālīšu,ālu,town,,P225214,6,6,penalties for litigation: penalty
8214,P225214.7.1,iddan[pay]V,SUM-[an],V,"['𒋧', '𒀭']",𒋧𒀭,SUM-[an],"['complete', 'missing']",0.5,iddan,tadānu,pay,,P225214,7,1,penalties for litigation: penalty
8215,P225214.7.2,n,04,n,['0₄'],0₄,04,['complete'],0.0,,,,NUMBER,P225214,7,2,penalties for litigation: penalty
8216,P225214.7.3,sissê[horse]N,{anše}KUR.⸢RA⸣-[MEŠ,N,"['𒀲', '𒆳', '𒊏', '𒈨𒌍']",𒀲𒆳𒊏𒈨𒌍,{ANŠE}KUR.⸢RA⸣-[MEŠ],"['complete', 'complete', 'damaged', 'missing']",0.38,sissê,sisû,horse,,P225214,7,3,penalties for litigation: penalty
8217,P225214.7.4,paṣūti[white]AJ,BABBAR-MEŠ,AJ,"['𒌓', '𒈨𒌍']",𒌓𒈨𒌍,[BABBAR-MEŠ],"['missing', 'missing']",1.0,paṣūti,peṣû,white,,P225214,7,4,penalties for litigation: penalty
8218,P225214.7.5,u,(x)],u,['X'],X,[x],['missing'],1.0,,,,,P225214,7,5,penalties for litigation: penalty
8219,P225214.8.1,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,1,penalties for litigation: penalty
8220,P225214.8.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225214,8,2,penalties for litigation: penalty
8221,P225214.8.3,u,x,u,['X'],X,x,['complete'],0.0,,,,,P225214,8,3,penalties for litigation: penalty
8222,P225214.8.4,ša[of]DET,ša,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P225214,8,4,penalties for litigation: penalty
8223,P225214.8.5,u,{uru}x+[x,u,"['𒌷', 'X', 'X']",𒌷XX,{URU}x+[x],"['complete', 'complete', 'missing']",0.33,,,,,P225214,8,5,penalties for litigation: penalty
8224,P225214.8.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,6,penalties for litigation: penalty
8225,P225214.8.7,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,7,penalties for litigation: penalty
8226,P225214.8.8,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,8,penalties for litigation: penalty
8227,P225214.8.9,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,9,penalties for litigation: penalty
8228,P225214.8.10,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,10,penalties for litigation: penalty
8229,P225214.8.11,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P225214,8,11,penalties for litigation: penalty
