Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
407,P522631.6.1,ina[in]PRP,[ina,ina,ina,in,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P522631,6,1,penalties for litigation: penalty
408,P522631.6.2,dēnīšu[lawsuit]N,de-ni]-šu₂,dēnīšu,dīnu,lawsuit,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni]-šu₂,"['missing', 'missing', 'complete']",0.67,,,P522631,6,2,penalties for litigation: penalty
409,P522631.6.3,idabbubma[contest]V,DUG₄.⸢DUG₄⸣-[ma,idabbubma,dabābu,contest,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.⸢DUG₄⸣-[ma],"['complete', 'damaged', 'missing']",0.5,,,P522631,6,3,penalties for litigation: penalty
410,P522631.6.4,lā[not]MOD,NU,lā,lā,not,MOD,['𒉡'],𒉡,[NU],['missing'],1.0,,,P522631,6,4,penalties for litigation: penalty
411,P522631.6.5,ilaqqi[succeed]V,TI],ilaqqi,leqû,succeed,V,['𒋾'],𒋾,[TI],['missing'],1.0,,,P522631,6,5,penalties for litigation: penalty
412,P522631.7.1,kaspu[money]N,[kas-pu],kaspu,kaspu,money,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,,,P522631,7,1,penalties for litigation: penalty
413,P522631.7.2,ana[to]PRP,⸢a-na⸣,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,⸢a-na⸣,"['damaged', 'damaged']",0.5,,,P522631,7,2,penalties for litigation: penalty
414,P522631.7.3,ešrāte[tenfold]AV,10-te,ešrāte,ešriātu,tenfold,AV,"['𒌋', '𒋼']",𒌋𒋼,10-te,"['complete', 'complete']",0.0,,,P522631,7,3,penalties for litigation: penalty
415,P522631.7.4,ana[to]PRP,[a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,P522631,7,4,penalties for litigation: penalty
416,P522631.7.5,bēlīšu[owner]N,EN-šu₂,bēlīšu,bēlu,owner,N,"['𒂗', '𒋙']",𒂗𒋙,[EN-šu₂],"['missing', 'missing']",1.0,,,P522631,7,5,penalties for litigation: penalty
417,P522631.7.6,utâr[return]V,GUR],utâr,târu,return,V,['𒄥'],𒄥,[GUR],['missing'],1.0,,,P522631,7,6,penalties for litigation: penalty
