Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
2155,P337074.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337074,2,1,,seal identification
2156,P337074.2.2,%akk-x-neoass:{1}qi₂-bit-aš-šur=,{1}qi₂-bit-aš-šur,"['𒁹', '𒆠', '𒂍', '𒀸', '𒋩']",𒁹𒆠𒂍𒀸𒋩,{1}qi₂-bit-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337074,2,2,,seal identification
2157,P337074.2.3,%akk-x-neoass:A=,[A,['𒀀'],𒀀,[A],['missing'],1.0,,P337074,2,3,,seal identification
2158,P337074.2.4,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337074,2,4,,seal identification
2159,P337074.2.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337074,2,5,,seal identification
2160,P337074.2.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337074,2,6,,seal identification
2161,P337074.3.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337074,3,1,,seal identification
2162,P337074.3.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337074,3,2,,seal identification
2163,P337074.3.3,%akk-x-neoass:x-aš-šur=,x]-aš-šur,"['X', '𒀸', '𒋩']",X𒀸𒋩,[x]-aš-šur,"['missing', 'complete', 'complete']",0.33,,P337074,3,3,,seal identification
2164,P337074.3.4,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,,P337074,3,4,,seal identification
2165,P337074.3.5,%akk-x-neoass:{1}x=,{1}[x,"['𒁹', 'X']",𒁹X,{1}[x],"['complete', 'missing']",0.5,,P337074,3,5,,seal identification
2166,P337074.3.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337074,3,6,,seal identification
2167,P337074.3.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337074,3,7,,seal identification
2168,P337074.4.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337074,4,1,,seal identification
2169,P337074.4.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337074,4,2,,seal identification
2170,P337074.4.3,%akk-x-neoass:x-aš-šur=,x]-aš-šur,"['X', '𒀸', '𒋩']",X𒀸𒋩,[x]-aš-šur,"['missing', 'complete', 'complete']",0.33,,P337074,4,3,,seal identification
2171,P337074.4.4,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,,P337074,4,4,,seal identification
