Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
17106,P335416.3.1,ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335416,3,1,price
17107,P335416.3.2,⸢ŠA₃⸣,libbi[interior]N,,N,['𒊮'],𒊮,⸢ŠA₃⸣,['damaged'],0.5,libbi,libbu,interior,,P335416,3,2,price
17108,P335416.3.3,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335416,3,3,price
17109,P335416.3.4,MA.NA,manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manê,manû,a unit of weight,,P335416,3,4,price
17110,P335416.3.5,KUG.UD,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].[UD],"['missing', 'missing']",1.0,ṣarpi,ṣarpu,silver,,P335416,3,5,price
17111,P335416.3.6,ša₂,ša[of]DET,,DET,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,of,,P335416,3,6,price
17112,P335416.3.7,{uru}gar-ga-mis],Gargamis[Carchemish]GN,GN,GN,"['𒌷', '𒃻', '𒂵', '𒈩']",𒌷𒃻𒂵𒈩,{[URU]}[gar-ga-mis],"['missing', 'missing', 'missing', 'missing']",1.0,Gargamis,Gargamis,Carchemish,,P335416,3,7,price
17113,P335416.4.1,TI-⸢qi₂,ilqi[purchase]V,,V,"['𒋾', '𒆠']",𒋾𒆠,TI-⸢qi₂⸣,"['complete', 'damaged']",0.25,ilqi,leqû,purchase,,P335416,4,1,completion of transaction
17114,P335416.4.2,kas-pu⸣,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,⸢kas-pu⸣,"['damaged', 'damaged']",0.5,kaspu,kaspu,money,,P335416,4,2,confirmation of transfer 1
17115,P335416.4.3,gam-mur,gammur[completed]AJ,,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,P335416,4,3,confirmation of transfer 1
17116,P335416.4.4,[ta-din,tadin[paid]AJ,,AJ,"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,tadin,tadnu,paid,,P335416,4,4,confirmation of transfer 1
17117,P335416.4.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335416,4,5,confirmation of transfer 2
17118,P335416.4.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335416,4,6,confirmation of transfer 2
17119,P335416.4.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335416,4,7,confirmation of transfer 2
17120,P335416.4.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335416,4,8,confirmation of transfer 2
17121,P335416.5.1,šu-⸢a-tu₂⸣,šuātu[that]'DP,,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-⸢a-tu₂⸣,"['complete', 'damaged', 'damaged']",0.33,šuātu,šuāti,that,,P335416,5,1,confirmation of transfer 2
17122,P335416.5.2,[zar]-⸢pu⸣,zarpu[purchased]AJ,,AJ,"['𒇡', '𒁍']",𒇡𒁍,[zar]-⸢pu⸣,"['missing', 'damaged']",0.75,zarpu,zarpu,purchased,,P335416,5,2,confirmation of transfer 2
17123,P335416.5.3,TI-u₂,laqiu[acquired]AJ,,AJ,"['𒋾', '𒌑']",𒋾𒌑,TI-u₂,"['complete', 'complete']",0.0,laqiu,leqû,acquired,,P335416,5,3,confirmation of transfer 2
17124,P335416.5.4,[tu-a-ru],tuāru[revocation]'N,,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a-ru],"['missing', 'missing', 'missing']",1.0,tuāru,târu,revocation,,P335416,5,4,exclusion of litigation
17125,P335416.6.1,de-⸢e⸣-nu,dēnu[lawsuit]N,,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-⸢e⸣-nu,"['complete', 'damaged', 'complete']",0.17,dēnu,dīnu,lawsuit,,P335416,6,1,exclusion of litigation
17126,P335416.6.2,DUG₄.DUG₄,dabābu[litigation]'N,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,P335416,6,2,exclusion of litigation
