Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14791,P337078.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337078,2,1,,seal identification
14792,P337078.2.2,%akk-x-neoass:{1}{d}x-NUMUN-AŠ=,{1}{d}x]-NUMUN-AŠ,"['𒁹', '𒀭', 'X', '𒆰', '𒀸']",𒁹𒀭X𒆰𒀸,{[1]}{[d]}[x]-NUMUN-AŠ,"['missing', 'missing', 'missing', 'complete', 'complete']",0.6,,P337078,2,2,,seal identification
14793,P337078.2.3,%akk-x-neoass:A.BA=,A.BA,"['𒀀', '𒁀']",𒀀𒁀,A.BA,"['complete', 'complete']",0.0,,P337078,2,3,,seal identification
14794,P337078.3.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337078,3,1,,seal identification
14795,P337078.3.2,%akk-x-neoass:{1}{d}x-PAB-AŠ=,{1}{d}x]-PAB-AŠ,"['𒁹', '𒀭', 'X', '𒉽', '𒀸']",𒁹𒀭X𒉽𒀸,{[1]}{[d]}[x]-PAB-AŠ,"['missing', 'missing', 'missing', 'complete', 'complete']",0.6,,P337078,3,2,,seal identification
14796,P337078.3.3,%akk-x-neoass:mu-šar₂-kis=,mu-šar₂-kis,"['𒈬', '𒊹', '𒆧']",𒈬𒊹𒆧,mu-šar₂-kis,"['complete', 'complete', 'complete']",0.0,,P337078,3,3,,seal identification
14797,P337078.4.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337078,4,1,,seal identification
14798,P337078.4.2,%akk-x-neoass:{1}aš-šur-ZI-AG₂=,{1}aš-šur]-ZI-AG₂,"['𒁹', '𒀸', '𒋩', '𒍣', '𒉘']",𒁹𒀸𒋩𒍣𒉘,{[1]}[aš-šur]-ZI-AG₂,"['missing', 'missing', 'missing', 'complete', 'complete']",0.6,,P337078,4,2,,seal identification
14799,P337078.5.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337078,5,1,,seal identification
14800,P337078.5.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337078,5,2,,seal identification
14801,P337078.5.3,%akk-x-neoass:x-GIŠ=,x]-GIŠ,"['X', '𒄑']",X𒄑,[x]-GIŠ,"['missing', 'complete']",0.5,,P337078,5,3,,seal identification
14802,P337078.6.1,%akk-x-neoass:EN=,[EN,['𒂗'],𒂗,[EN],['missing'],1.0,,P337078,6,1,,seal identification
14803,P337078.6.2,%akk-x-neoass:LU₂=,LU₂],['𒇽'],𒇽,[LU₂],['missing'],1.0,,P337078,6,2,,seal identification
14804,P337078.6.3,%akk-x-neoass:SUM-ni=,⸢SUM⸣-ni,"['𒋧', '𒉌']",𒋧𒉌,⸢SUM⸣-ni,"['damaged', 'complete']",0.25,,P337078,6,3,,seal identification
14805,P337078.10.1,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P337078,10,1,,object sold
14806,P337078.10.2,%akk-x-neoass:x-da=,x]-⸢da⸣,"['X', '𒁕']",X𒁕,[x]-⸢da⸣,"['missing', 'damaged']",0.75,,P337078,10,2,,object sold
14807,P337078.10.3,%akk-x-neoass:ARAD-šu₂=,ARAD-šu₂,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,P337078,10,3,,object sold
14808,P337078.11.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,,P337078,11,1,,initiation of transaction
14809,P337078.11.2,%akk-x-neoass:{1}{URU}KASKAL-a.a=,{1}{uru]}⸢KASKAL⸣-a.a,"['𒁹', '𒌷', '𒆜', '𒀀', '𒀀']",𒁹𒌷𒆜𒀀𒀀,{[1]}{[URU]}⸢KASKAL⸣-a.a,"['missing', 'missing', 'damaged', 'complete', 'complete']",0.5,,P337078,11,2,,initiation of transaction
14810,P337078.12.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P337078,12,1,,price
14811,P337078.12.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,P337078,12,2,,price
14812,P337078.12.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337078,12,3,,price
14813,P337078.12.4,%akk-x-neoass:GIN₂=,GIN₂],['𒂆'],𒂆,[GIN₂],['missing'],1.0,,P337078,12,4,,price
14814,P337078.12.5,%akk-x-neoass:KU₃.BABBAR=,⸢KU₃.BABBAR⸣,"['𒆬', '𒌓']",𒆬𒌓,⸢KU₃⸣.⸢BABBAR⸣,"['damaged', 'damaged']",0.5,,P337078,12,5,,price
