Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14424,P336987.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{⸢na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}⸢KIŠIB⸣,"['damaged', 'damaged']",0.5,,P336987,2,1,,seal identification
14425,P336987.2.2,%akk-x-neoass:{1}sin-qi₂-x=,{1}sin-qi₂⸣-[x,"['𒁹', '𒌍', '𒆠', 'X']",𒁹𒌍𒆠X,{⸢1⸣}⸢sin-qi₂⸣-[x],"['damaged', 'damaged', 'damaged', 'missing']",0.62,,P336987,2,2,,seal identification
14426,P336987.2.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336987,2,3,,seal identification
14427,P336987.3.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336987,3,1,,seal identification
14428,P336987.3.2,%akk-x-neoass:{1}{d}x-EN-SUM-na=,{1}{d}x]-EN-[SUM]-na,"['𒁹', '𒀭', 'X', '𒂗', '𒋧', '𒈾']",𒁹𒀭X𒂗𒋧𒈾,{[1]}{[d]}[x]-EN-[SUM]-na,"['missing', 'missing', 'missing', 'complete', 'missing', 'complete']",0.67,,P336987,3,2,,seal identification
14429,P336987.4.1,%akk-x-neoass:EN=,[EN],['𒂗'],𒂗,[EN],['missing'],1.0,,P336987,4,1,,seal identification
14430,P336987.4.2,%akk-x-neoass:ARAD-šu₂=,ARAD-[šu₂,"['𒀴', '𒋙']",𒀴𒋙,ARAD-[šu₂],"['complete', 'missing']",0.5,,P336987,4,2,,seal identification
14431,P336987.4.3,%akk-x-neoass:SUM-ni=,SUM-ni],"['𒋧', '𒉌']",𒋧𒉌,[SUM-ni],"['missing', 'missing']",1.0,,P336987,4,3,,seal identification
14432,P336987.8.1,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336987,8,1,,object sold
14433,P336987.8.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336987,8,2,,object sold
14434,P336987.8.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336987,8,3,,object sold
14435,P336987.8.4,%akk-x-neoass:x-a.a=,x]-a.a,"['X', '𒀀', '𒀀']",X𒀀𒀀,[x]-a.a,"['missing', 'complete', 'complete']",0.33,,P336987,8,4,,object sold
14436,P336987.8.5,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336987,8,5,,object sold
14437,P336987.8.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336987,8,6,,object sold
14438,P336987.8.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336987,8,7,,object sold
14439,P336987.9.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,,P336987,9,1,,initiation of transaction
14440,P336987.9.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336987,9,2,,initiation of transaction
14441,P336987.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336987,9,3,,initiation of transaction
14442,P336987.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336987,9,4,,initiation of transaction
14443,P336987.9.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336987,9,5,,initiation of transaction
14444,P336987.10.1,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336987,10,1,,none
14445,P336987.10.2,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336987,10,2,,none
