Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
4047,P522530.2.1,kūm[instead of]PRP,ku-um,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,,P522530,2,1,seal identification
4048,P522530.2.2,kunukkišunu[seal]N,{na₄}KIŠIB-šu₂-nu,N,"['𒉌𒌓', '𒈩', '𒋙', '𒉡']",𒉌𒌓𒈩𒋙𒉡,{NA₄}KIŠIB-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,kunukkišunu,kunukku,seal,,P522530,2,2,seal identification
4049,P522530.2.3,ṣupuršunu[fingernail]N,ṣu-pur-šu₂-nu,N,"['𒍮', '𒁓', '𒋙', '𒉡']",𒍮𒁓𒋙𒉡,ṣu-pur-šu₂-nu,"['complete', 'complete', 'complete', 'complete']",0.0,ṣupuršunu,ṣupru,fingernail,,P522530,2,3,seal identification
4050,P522530.2.4,iškunu[place]V,iš-kun-nu,V,"['𒅖', '𒆲', '𒉡']",𒅖𒆲𒉡,iš-kun-nu,"['complete', 'complete', 'complete']",0.0,iškunu,šakānu,place,,P522530,2,4,seal identification
4051,P522530.5.1,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P522530,5,1,seal identification
4052,P522530.5.2,u,{1}x-x-x],u,"['𒁹', 'X', 'X', 'X']",𒁹XXX,{[1]}[x-x-x],"['missing', 'missing', 'missing', 'missing']",1.0,,,,,P522530,5,2,seal identification
4053,P522530.5.3,ṣupur[fingernail]N,ṣu-pur,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,P522530,5,3,seal identification
4054,P522530.5.4,+Ilu-uṣur[]PN$,{1}DINGIR-u₂-ṣur,PN,"['𒁹', '𒀭', '𒌑', '𒀫']",𒁹𒀭𒌑𒀫,{1}DINGIR-u₂-ṣur,"['complete', 'complete', 'complete', 'complete']",0.0,Ilu-uṣur,Ilu-uṣur,1,PN,P522530,5,4,seal identification
4055,P522530.6.1,u,x+[x,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,,P522530,6,1,none
4056,P522530.6.2,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,6,2,none
4057,P522530.6.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,6,3,none
4058,P522530.6.4,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,6,4,none
4059,P522530.6.5,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,6,5,none
4060,P522530.6.6,u,x]-MEŠ,u,"['X', '𒈨𒌍']",X𒈨𒌍,[x]-MEŠ,"['missing', 'complete']",0.5,,,,,P522530,6,6,none
4061,P522530.6.7,+Leʾi-Aššur[]PN$,{1}ZU-aš-šur,PN,"['𒁹', '𒍪', '𒀸', '𒋩']",𒁹𒍪𒀸𒋩,{1}ZU-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Leʾi-Aššur,Leʾi-Aššur,1,PN,P522530,6,7,none
4062,P522530.7.1,ša[of]DET,ša,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P522530,7,1,none
4063,P522530.7.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P522530,7,2,none
4064,P522530.7.3,u,(x),u,['X'],X,x,['complete'],0.0,,,,,P522530,7,3,none
4065,P522530.7.4,Aššur[1]DN,aš-šur,DN,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,Aššur,Aššur,1,DN,P522530,7,4,none
4066,P522530.7.5,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,7,5,none
4067,P522530.7.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,7,6,none
4068,P522530.7.7,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522530,7,7,none
4069,P522530.7.8,u,x,u,['X'],X,x,['complete'],0.0,,,,,P522530,7,8,none
4070,P522530.7.9,u,x,u,['X'],X,x,['complete'],0.0,,,,,P522530,7,9,none
4071,P522530.7.10,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,7,10,none
4072,P522530.7.11,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P522530,7,11,none
4073,P522530.7.12,u,⸢GA⸣,u,['𒂵'],𒂵,⸢GA⸣,['damaged'],0.5,,,,,P522530,7,12,none
4074,P522530.8.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P522530,8,1,none
4075,P522530.8.2,pān[front]N,pa-an,N,"['𒉺', '𒀭']",𒉺𒀭,pa-an,"['complete', 'complete']",0.0,pān,pānu,front,,P522530,8,2,none
4076,P522530.8.3,u,ni-[x,u,"['𒉌', 'X']",𒉌X,ni-[x],"['complete', 'missing']",0.5,,,,,P522530,8,3,none
4077,P522530.8.4,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P522530,8,4,none
4078,P522530.8.5,u,(x)],u,['X'],X,[x],['missing'],1.0,,,,,P522530,8,5,none
4079,P522530.8.6,u,sal,u,['𒊩'],𒊩,sal,['complete'],0.0,,,,,P522530,8,6,none
4080,P522530.8.7,u,la,u,['𒆷'],𒆷,la,['complete'],0.0,,,,,P522530,8,7,none
4081,P522530.8.8,u,na,u,['𒈾'],𒈾,na,['complete'],0.0,,,,,P522530,8,8,none
4082,P522530.9.1,ina[in]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P522530,9,1,price
4083,P522530.9.2,libbi[interior]N,ŠA₃,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,P522530,9,2,price
4084,P522530.9.3,n,01,n,['01'],01,01,['complete'],0.0,,,,NUMBER,P522530,9,3,price
4085,P522530.9.4,bilat[a unit of weight]N,⸢GU₂⸣.[UN],N,"['𒄘', '𒌦']",𒄘𒌦,⸢GU₂⸣.[UN],"['damaged', 'missing']",0.75,bilat,biltu,a unit of weight,,P522530,9,4,price
4086,P522530.9.5,siparrī[bronze]N,ZABAR-⸢MEŠ⸣,N,"['𒌓𒅗𒁇', '𒈨𒌍']",𒌓𒅗𒁇𒈨𒌍,ZABAR-⸢MEŠ⸣,"['complete', 'damaged']",0.25,siparrī,siparru,bronze,,P522530,9,5,price
4087,P522530.10.1,ana[to]PRP,a-na,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,P522530,10,1,completion of transaction
4088,P522530.10.2,u,{1}{d}[x-x-(x)],u,"['𒁹', '𒀭', 'X', 'X', 'X']",𒁹𒀭XXX,{1}{d}[x-x-x],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,,,,,P522530,10,2,completion of transaction
4089,P522530.10.3,mār[son]N,DUMU,N,['𒌉'],𒌉,DUMU,['complete'],0.0,mār,māru,son,,P522530,10,3,completion of transaction
4090,P522530.10.4,u,{1}BI-x-a-ni,u,"['𒁹', '𒁉', 'X', '𒀀', '𒉌']",𒁹𒁉X𒀀𒉌,{1}BI-x-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,,,,P522530,10,4,completion of transaction
4091,P522530.11.1,ša[of]DET,ša,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,P522530,11,1,completion of transaction
4092,P522530.11.2,u,{uru}a-[x-x-x],u,"['𒌷', '𒀀', 'X', 'X', 'X']",𒌷𒀀XXX,{URU}a-[x-x-x],"['complete', 'complete', 'missing', 'missing', 'missing']",0.6,,,,,P522530,11,2,completion of transaction
4093,P522530.11.3,iddina[sell]V,i-di-⸢na⸣,V,"['𒄿', '𒁲', '𒈾']",𒄿𒁲𒈾,i-di-⸢na⸣,"['complete', 'complete', 'damaged']",0.17,iddina,tadānu,sell,,P522530,11,3,completion of transaction
4094,P522530.12.1,mê[water]N,A-MEŠ,N,"['𒀀', '𒈨𒌍']",𒀀𒈨𒌍,A-MEŠ,"['complete', 'complete']",0.0,mê,mû,water,,P522530,12,1,other clauses
4095,P522530.12.2,ina[from]PRP,ina,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,from,,P522530,12,2,other clauses
4096,P522530.12.3,+būrtu[cistern//well]N'N$būrat,PU₂,N,['𒇥'],𒇥,PU₂,['complete'],0.0,būrat,būrtu,well,,P522530,12,3,other clauses
4097,P522530.12.4,ālīšu[town]N,[URU-šu₂,N,"['𒌷', '𒋙']",𒌷𒋙,[URU-šu₂],"['missing', 'missing']",1.0,ālīšu,ālu,town,,P522530,12,4,other clauses
4098,P522530.12.5,u,(x)],u,['X'],X,[x],['missing'],1.0,,,,,P522530,12,5,other clauses
4099,P522530.12.6,+šatû[drink//drink]V'V$išatti,i-ša-ti,V,"['𒄿', '𒊭', '𒋾']",𒄿𒊭𒋾,i-ša-ti,"['complete', 'complete', 'complete']",0.0,išatti,šatû,drink,,P522530,12,6,other clauses
4100,P522530.13.1,kaspu[money]N,kas-pu,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,P522530,13,1,confirmation of transfer 1
