Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
25964,P335455.3.1,[SUHUR],ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,[SUHUR],['missing'],1.0,ṭēhi,ṭāhu,adjacent to,,P335455,3,1,penalties for litigation: penalty
25965,P335455.3.2,A.ŠA₃,eqlu[field]N$eqli,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P335455,3,2,penalties for litigation: penalty
25966,P335455.3.3,ša₂,ša[of]DET,,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P335455,3,3,penalties for litigation: penalty
25967,P335455.3.4,{1}⸢x⸣+[x,u,,u,"['𒁹', 'x', 'x']",𒁹xx,{1}⸢x⸣+[x],"['complete', 'damaged', 'missing']",0.5,,,,,P335455,3,4,penalties for litigation: penalty
25968,P335455.3.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,3,5,penalties for litigation: penalty
25969,P335455.3.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,3,6,penalties for litigation: penalty
25970,P335455.3.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,3,7,penalties for litigation: penalty
25971,P335455.3.8,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,3,8,penalties for litigation: penalty
25972,P335455.3.9,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,3,9,penalties for litigation: penalty
25973,P335455.4.1,[i]-⸢na⸣,ina[in+=upon]PRP,,PRP,"['𒄿', '𒈾']",𒄿𒈾,[i]-⸢na⸣,"['missing', 'damaged']",0.75,ina,ina,in,,P335455,4,1,penalties for litigation: penalty
25974,P335455.4.2,UGU,muhhi[skull]N,,N,['𒌋𒅗'],𒌋𒅗,UGU,['complete'],0.0,muhhi,muhhu,skull,,P335455,4,2,penalties for litigation: penalty
25975,P335455.4.3,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,3,penalties for litigation: penalty
25976,P335455.4.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,4,penalties for litigation: penalty
25977,P335455.4.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,5,penalties for litigation: penalty
25978,P335455.4.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,6,penalties for litigation: penalty
25979,P335455.4.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,7,penalties for litigation: penalty
25980,P335455.4.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,4,8,penalties for litigation: penalty
25981,P335455.5.1,SUHUR,ṭēhi[adjacent to]PRP,,PRP,['𒋦'],𒋦,SUHUR,['complete'],0.0,ṭēhi,ṭāhu,adjacent to,,P335455,5,1,penalties for litigation: penalty
25982,P335455.5.2,A.ŠA₃,eqlu[field]N$eqli,,N,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,eqli,eqlu,field,,P335455,5,2,penalties for litigation: penalty
25983,P335455.5.3,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,3,penalties for litigation: penalty
25984,P335455.5.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,4,penalties for litigation: penalty
25985,P335455.5.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,5,penalties for litigation: penalty
25986,P335455.5.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,6,penalties for litigation: penalty
25987,P335455.5.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,7,penalties for litigation: penalty
25988,P335455.5.8,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,8,penalties for litigation: penalty
25989,P335455.5.9,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,9,penalties for litigation: penalty
25990,P335455.5.10,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335455,5,10,penalties for litigation: penalty
25991,P335455.9.1,[a]-⸢šib⸣,āšibu[sitting//residing]AJ$āšib,,AJ,"['𒀀', '𒈨']",𒀀𒈨,[a]-⸢šib⸣,"['missing', 'damaged']",0.75,āšib,āšibu,residing,,P335455,9,1,penalties for litigation: penalty
25992,P335455.9.2,{uru}[x,u,,u,"['𒌷', 'x']",𒌷x,{URU}[x],"['complete', 'missing']",0.5,,,,,P335455,9,2,penalties for litigation: penalty
25993,P335455.9.3,i-ša₂-kan,išakkan[place]V,,V,"['𒄿', '𒃻', '𒃶']",𒄿𒃻𒃶,[i-ša₂-kan],"['missing', 'missing', 'missing']",1.0,išakkan,šakānu,place,,P335455,9,3,penalties for litigation: penalty
25994,P335455.9.4,kas-pu,kaspu[money]N,,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,P335455,9,4,penalties for litigation: penalty
25995,P335455.9.5,a-na,ana[to+=tenfold]PRP$,,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,ana,ana,to,,P335455,9,5,penalties for litigation: penalty
25996,P335455.9.6,10-MEŠ],ešriātu[tenfold]AV$ešrāti,,AV,"['𒌋', '𒈨𒌍']",𒌋𒈨𒌍,[10-MEŠ],"['missing', 'missing']",1.0,ešrāti,ešriātu,tenfold,,P335455,9,6,penalties for litigation: penalty
25997,P335455.10.1,[a]-na,ana[to]PRP,,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a]-na,"['missing', 'complete']",0.5,ana,ana,to,,P335455,10,1,penalties for litigation: penalty
25998,P335455.10.2,EN-MEŠ-[šu₂,bēlēšu[owner]N,,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN-MEŠ-[šu₂],"['complete', 'complete', 'missing']",0.33,bēlēšu,bēlu,owner,,P335455,10,2,penalties for litigation: penalty
25999,P335455.10.3,GUR-ra,+târu[turn//return]V'V$utâra,,V,"['𒄥', '𒊏']",𒄥𒊏,[GUR-ra],"['missing', 'missing']",1.0,utâra,târu,return,,P335455,10,3,penalties for litigation: penalty
26000,P335455.10.4,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335455,10,4,penalties for litigation: penalty
26001,P335455.10.5,de-ni-šu₂],dēnīšu[lawsuit]N,,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,dēnīšu,dīnu,lawsuit,,P335455,10,5,penalties for litigation: penalty
26002,P335455.11.1,o,u,,u,['o'],o,o,['complete'],0.0,,,,,P335455,11,1,penalties for litigation: penalty
26003,P335455.11.2,DUG₄.DUG₄-ma,dabābu[speak//contest]V$idabbubma,,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,idabbubma,dabābu,contest,,P335455,11,2,penalties for litigation: penalty
26004,P335455.11.3,[la,lā[not]MOD,,MOD,['𒆷'],𒆷,[la],['missing'],1.0,lā,lā,not,,P335455,11,3,penalties for litigation: penalty
26005,P335455.11.4,i-laq-qi₂],leqû[take//succeed]V$ilaqqi,,V,"['𒄿', '𒋃', '𒆠']",𒄿𒋃𒆠,[i-laq-qi₂],"['missing', 'missing', 'missing']",1.0,ilaqqi,leqû,succeed,,P335455,11,4,penalties for litigation: penalty
26006,P335455.13.1,[IGI,šību[old man//witness]N$,,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,P335455,13,1,witness
