Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
757,P522644.3.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522644,3,1,witness
758,P522644.3.2,x[1]PN,{m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522644,3,2,witness
759,P522644.3.3,u,⸢x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,P522644,3,3,witness
760,P522644.3.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522644,3,4,witness
761,P522644.4.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522644,4,1,witness
762,P522644.4.2,x[1]PN,{m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522644,4,2,witness
763,P522644.4.3,u,⸢x,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,P522644,4,3,witness
764,P522644.4.4,X,ba⸣,,,,X,['𒁀'],𒁀,⸢ba⸣,['damaged'],0.5,,,P522644,4,4,witness
765,P522644.4.5,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522644,4,5,witness
766,P522644.5.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522644,5,1,witness
767,P522644.5.2,x[1]PN,{m}...,x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522644,5,2,witness
768,P522644.5.3,mār[son]N,A],mār,māru,son,N,['𒀀'],𒀀,[A],['missing'],1.0,,,P522644,5,3,witness
769,P522644.5.4,x[1]PN,{m}⸢x⸣,x,x,1,PN,"['𒁹', 'X']",𒁹X,{m}⸢x⸣,"['complete', 'damaged']",0.25,PN,,P522644,5,4,witness
770,P522644.5.5,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522644,5,5,witness
771,P522644.6.1,šību[witness]N,[IGI,šību,šību,witness,N,['𒅆'],𒅆,[IGI],['missing'],1.0,,,P522644,6,1,witness
772,P522644.6.2,x[1]PN,{m}...],x,x,1,PN,"['𒁹', 'x']",𒁹x,{[m]}[x],"['missing', 'missing']",1.0,PN,,P522644,6,2,witness
773,P522644.6.3,u,⸢x⸣,,,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,P522644,6,3,witness
774,P522644.6.4,u,[...],,,,u,['x'],x,[x],['missing'],1.0,,,P522644,6,4,witness
