Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14917,P336946.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P336946,2,1,,seal identification
14918,P336946.2.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336946,2,2,,seal identification
14919,P336946.2.3,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336946,2,3,,seal identification
14920,P336946.2.4,%akk-x-neoass:x-a-bu=,⸢x⸣-a-bu,"['X', '𒀀', '𒁍']",X𒀀𒁍,⸢x⸣-a-bu,"['damaged', 'complete', 'complete']",0.17,,P336946,2,4,,seal identification
14921,P336946.3.1,%akk-x-neoass:DUMU=,[DUMU,['𒌉'],𒌉,[DUMU],['missing'],1.0,,P336946,3,1,,seal identification
14922,P336946.3.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336946,3,2,,seal identification
14923,P336946.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336946,3,3,,seal identification
14924,P336946.3.4,%akk-x-neoass:x-a-u=,x]-a-u,"['X', '𒀀', '𒌋']",X𒀀𒌋,[x]-a-u,"['missing', 'complete', 'complete']",0.33,,P336946,3,4,,seal identification
14925,P336946.4.1,%akk-x-neoass:EN=,[EN,['𒂗'],𒂗,[EN],['missing'],1.0,,P336946,4,1,,seal identification
14926,P336946.4.2,%akk-x-neoass:LU₂=,LU₂,['𒇽'],𒇽,[LU₂],['missing'],1.0,,P336946,4,2,,seal identification
14927,P336946.4.3,%akk-x-neoass:SUM-a-ni=,SUM]-a-ni,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,[SUM]-a-ni,"['missing', 'complete', 'complete']",0.33,,P336946,4,3,,seal identification
14928,P336946.8.1,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336946,8,1,,object sold
14929,P336946.8.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336946,8,2,,object sold
14930,P336946.8.3,%akk-x-neoass:x+x-a-ri=,x]+x-a-ri,"['X', 'X', '𒀀', '𒊑']",XX𒀀𒊑,[x]+x-a-ri,"['missing', 'complete', 'complete', 'complete']",0.25,,P336946,8,3,,object sold
14931,P336946.8.4,%akk-x-neoass:ARAD-šu₂=,ARAD-šu₂,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,,P336946,8,4,,object sold
14932,P336946.9.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš]-⸢ma⸣,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš]-⸢ma⸣,"['missing', 'missing', 'damaged']",0.83,,P336946,9,1,,initiation of transaction
14933,P336946.9.2,%akk-x-neoass:{1}{d}PA-NUMUN-AŠ=,{1}{d}PA-NUMUN-AŠ,"['𒁹', '𒀭', '𒉺', '𒆰', '𒀸']",𒁹𒀭𒉺𒆰𒀸,{1}{d}PA-NUMUN-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336946,9,2,,initiation of transaction
14934,P336946.10.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336946,10,1,,price
14935,P336946.10.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,P336946,10,2,,price
14936,P336946.10.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336946,10,3,,price
14937,P336946.10.4,%akk-x-neoass:GIN₂=,GIN₂],['𒂆'],𒂆,[GIN₂],['missing'],1.0,,P336946,10,4,,price
