Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
3921,P337081.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB],"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P337081,2,1,,seal identification
3922,P337081.2.2,%akk-x-neoass:{1}DUG₃.GA-EN=,{1}DUG₃.GA-EN,"['𒁹', '𒄭', '𒂵', '𒂗']",𒁹𒄭𒂵𒂗,{1}DUG₃.GA-EN,"['complete', 'complete', 'complete', 'complete']",0.0,,P337081,2,2,,seal identification
3923,P337081.3.1,%akk-x-neoass:{LU₂}mu-ṣur-a.a=,{[lu₂]}mu-ṣur-a.a,"['𒇽', '𒈬', '𒀫', '𒀀', '𒀀']",𒇽𒈬𒀫𒀀𒀀,{[LU₂]}mu-ṣur-a.a,"['missing', 'complete', 'complete', 'complete', 'complete']",0.2,,P337081,3,1,,seal identification
3924,P337081.4.1,%akk-x-neoass:EN=,[EN],['𒂗'],𒂗,[EN],['missing'],1.0,,P337081,4,1,,seal identification
3925,P337081.4.2,%akk-x-neoass:MI₂=,⸢MI₂⸣,['𒊩'],𒊩,⸢MI₂⸣,['damaged'],0.5,,P337081,4,2,,seal identification
3926,P337081.4.3,%akk-x-neoass:ta-da-ni=,ta-da-ni,"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-da-ni,"['complete', 'complete', 'complete']",0.0,,P337081,4,3,,seal identification
3927,P337081.5.1,%akk-x-neoass:{MI₂}a-di-ma-si-a=,{[mi₂]}a-di-ma-si-a,"['𒊩', '𒀀', '𒁲', '𒈠', '𒋛', '𒀀']",𒊩𒀀𒁲𒈠𒋛𒀀,{[MI₂]}a-di-ma-si-a,"['missing', 'complete', 'complete', 'complete', 'complete', 'complete']",0.17,,P337081,5,1,,object sold
3928,P337081.5.2,%akk-x-neoass:GEME₂-šu₂=,GEME₂-šu₂,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,P337081,5,2,,object sold
3929,P337081.6.1,%akk-x-neoass:ša₂=,[ša₂],['𒃻'],𒃻,[ša₂],['missing'],1.0,,P337081,6,1,,object sold
3930,P337081.6.2,%akk-x-neoass:{1}DUG₃.GA-EN=,{1}DUG₃.GA-EN,"['𒁹', '𒄭', '𒂵', '𒂗']",𒁹𒄭𒂵𒂗,{1}DUG₃.GA-EN,"['complete', 'complete', 'complete', 'complete']",0.0,,P337081,6,2,,object sold
3931,P337081.6.3,%akk-x-neoass:{LU₂}mu-ṣur-a.a=,{lu₂}mu-ṣur-a.a,"['𒇽', '𒈬', '𒀫', '𒀀', '𒀀']",𒇽𒈬𒀫𒀀𒀀,{LU₂}mu-ṣur-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337081,6,3,,object sold
3932,P337081.8.1,%akk-x-neoass:u₂-piš-ma=,[u₂-piš]-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš]-ma,"['missing', 'missing', 'complete']",0.67,,P337081,8,1,,initiation of transaction
3933,P337081.8.2,%akk-x-neoass:{1}a-di-dim-ri=,{1}a-di-⸢dim⸣-ri,"['𒁹', '𒀀', '𒁲', '𒁴', '𒊑']",𒁹𒀀𒁲𒁴𒊑,{1}a-di-⸢dim⸣-ri,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,,P337081,8,2,,initiation of transaction
3934,P337081.9.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P337081,9,1,,price
3935,P337081.9.2,%akk-x-neoass:ŠA₃=,ŠA₃],['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,P337081,9,2,,price
3936,P337081.9.3,%akk-x-neoass:46=,46,['𒐏𒐋'],𒐏𒐋,⸢46⸣,['damaged'],0.5,,P337081,9,3,,price
3937,P337081.9.4,%akk-x-neoass:GIN₂-MEŠ=,GIN₂-MEŠ,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-MEŠ,"['complete', 'complete']",0.0,,P337081,9,4,,price
