Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
4089,P336988.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336988,2,1,,seal identification
4090,P336988.2.2,%akk-x-neoass:{1}sa-har-pu-un-hu=,{1}sa-har-pu-un-[hu],"['𒁹', '𒊓', '𒄯', '𒁍', '𒌦', '𒄷']",𒁹𒊓𒄯𒁍𒌦𒄷,{1}sa-har-pu-un-[hu],"['complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.17,,P336988,2,2,,seal identification
4091,P336988.3.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336988,3,1,,seal identification
4092,P336988.3.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,,P336988,3,2,,seal identification
4093,P336988.3.3,%akk-x-neoass:SUM-ni=,SUM-ni,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P336988,3,3,,seal identification
4094,P336988.7.1,%akk-x-neoass:{MI₂}ta-ta-ši-ri=,{mi₂}ta-ta-⸢ši⸣-ri,"['𒊩', '𒋫', '𒋫', '𒅆', '𒊑']",𒊩𒋫𒋫𒅆𒊑,{MI₂}ta-ta-⸢ši⸣-ri,"['complete', 'complete', 'complete', 'damaged', 'complete']",0.1,,P336988,7,1,,object sold
4095,P336988.7.2,%akk-x-neoass:DAM-su=,DAM-su,"['𒁮', '𒋢']",𒁮𒋢,DAM-su,"['complete', 'complete']",0.0,,P336988,7,2,,object sold
4096,P336988.8.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336988,8,1,,object sold
4097,P336988.8.2,%akk-x-neoass:{1}sa-har-pu-un-hu=,{1}sa-har-pu-un-hu,"['𒁹', '𒊓', '𒄯', '𒁍', '𒌦', '𒄷']",𒁹𒊓𒄯𒁍𒌦𒄷,{1}sa-har-pu-un-hu,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336988,8,2,,object sold
4098,P336988.9.1,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336988,9,1,,initiation of transaction
