Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
8457,P527212.3.1,mannu[whoever]'XP,[man-nu,mannu,mannu,whoever,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,,,P527212,3,1,penalties for litigation: contravention
8458,P527212.3.2,ša[of]DET,ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,P527212,3,2,penalties for litigation: contravention
8459,P527212.3.3,ina[at]PRP,ina,ina,ina,at,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P527212,3,3,penalties for litigation: contravention
8460,P527212.3.4,urkeš[later]AV,ur-keš],urkeš,urkiš,later,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur-keš],"['missing', 'missing']",1.0,,,P527212,3,4,penalties for litigation: contravention
8461,P527212.3.5,ina[at]PRP,ina,ina,ina,at,PRP,['𒀸'],𒀸,ina,['complete'],0.0,,,P527212,3,5,penalties for litigation: contravention
8462,P527212.3.6,matīma[ever]AV,ma-ti-ma,matīma,matīma,ever,AV,"['𒈠', '𒋾', '𒈠']",𒈠𒋾𒈠,ma-ti-ma,"['complete', 'complete', 'complete']",0.0,,,P527212,3,6,penalties for litigation: contravention
8463,P527212.4.1,izaqqupāni[attack]V,[i-zaq-qu-pa-ni,izaqqupāni,zaqāpu,attack,V,"['𒄿', '𒍠', '𒄣', '𒉺', '𒉌']",𒄿𒍠𒄣𒉺𒉌,[i-zaq-qu-pa-ni],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,,,P527212,4,1,penalties for litigation: contravention
8464,P527212.4.2,X,i-GIL]-u-nu,,,,X,"['𒄿', '𒄃', '𒌋', '𒉡']",𒄿𒄃𒌋𒉡,[i-GIL]-u-nu,"['missing', 'missing', 'complete', 'complete']",0.5,,,P527212,4,2,penalties for litigation: contravention
8465,P527212.5.1,lū[or]CNJ,[lu-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,,,P527212,5,1,penalties for litigation: contravention
8466,P527212.5.2,x[1]PN,{m}x-x-x],x,x,1,PN,"['𒁹', 'X', 'X', 'X']",𒁹XXX,{[m]}[x-x-x],"['missing', 'missing', 'missing', 'missing']",1.0,PN,,P527212,5,2,penalties for litigation: contravention
8467,P527212.5.3,lū[or]CNJ,⸢lu⸣-u,lū,lū,or,CNJ,"['𒇻', '𒌋']",𒇻𒌋,⸢lu⸣-u,"['damaged', 'complete']",0.25,,,P527212,5,3,penalties for litigation: contravention
8468,P527212.5.4,X,A.MEŠ-šu₂,,,,X,"['𒀀', '𒈨𒌍', '𒋙']",𒀀𒈨𒌍𒋙,A.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P527212,5,4,penalties for litigation: contravention
8469,P527212.5.5,X,A-A.MEŠ-šu₂,,,,X,"['𒀀', '𒀀', '𒈨𒌍', '𒋙']",𒀀𒀀𒈨𒌍𒋙,A-A.MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,,P527212,5,5,penalties for litigation: contravention
8470,P527212.6.1,issi[with]PRP,[TA,issi,išti,with,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,,,P527212,6,1,penalties for litigation: contravention
8471,P527212.6.2,Šulmu-šarri[1]PN,{m}DI]-⸢mu⸣-MAN,Šulmu-šarri,Šulmu-šarri,1,PN,"['𒁹', '𒁲', '𒈬', '𒌋𒌋']",𒁹𒁲𒈬𒌋𒌋,{[m]}[DI]-⸢mu⸣-MAN,"['missing', 'missing', 'damaged', 'complete']",0.62,PN,,P527212,6,2,penalties for litigation: contravention
8472,P527212.6.3,u[and]CNJ,u₃,u,u,and,CNJ,['𒅇'],𒅇,u₃,['complete'],0.0,,,P527212,6,3,penalties for litigation: contravention
8473,P527212.6.4,X,A.MEŠ-šu₂,,,,X,"['𒀀', '𒈨𒌍', '𒋙']",𒀀𒈨𒌍𒋙,A.MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,,P527212,6,4,penalties for litigation: contravention
8474,P527212.7.1,ša[of]DET,[ša,ša,ša,of,DET,['𒊭'],𒊭,[ša],['missing'],1.0,,,P527212,7,1,penalties for litigation: contravention
8475,P527212.7.2,dēni[lawsuit]N,de-ni],dēni,dīnu,lawsuit,N,"['𒁲', '𒉌']",𒁲𒉌,[de-ni],"['missing', 'missing']",1.0,,,P527212,7,2,penalties for litigation: contravention
8476,P527212.7.3,dabābu[litigation]'N,⸢DUG₄⸣.DUG₄,dabābu,dabābu,litigation,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.DUG₄,"['damaged', 'complete']",0.25,,,P527212,7,3,penalties for litigation: contravention
