Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
15836,P335442.2.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335442,2,1,seal identification
15837,P335442.2.2,{1}IGI—{d}⸢PA—ṭe₃⸣-[mi₃],Pan-Nabu-ṭemi[1]PN$,PN,PN,"['𒁹', '𒅆', '𒀭', '𒉺', '𒉈', '𒈨']",𒁹𒅆𒀭𒉺𒉈𒈨,{1}IGI-{d}⸢PA-ṭe₃⸣-[mi₃],"['complete', 'complete', 'complete', 'damaged', 'damaged', 'missing']",0.33,Pan-Nabu-ṭemi,Pan-Nabu-ṭemi,1,,P335442,2,2,seal identification
15838,P335442.3.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335442,3,1,seal identification
15839,P335442.3.2,{1}{iti}AB-a.⸢a⸣,Kanunaya[1]PN,PN,PN,"['𒁹', '𒌗', '𒀊', '𒀀', '𒀀']",𒁹𒌗𒀊𒀀𒀀,{1}{ITI}AB-a.⸢a⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Kanunaya,Kanunayu,1,,P335442,3,2,seal identification
15840,P335442.3.3,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335442,3,3,seal identification
15841,P335442.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335442,3,4,seal identification
15842,P335442.3.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335442,3,5,seal identification
15843,P335442.4.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335442,4,1,seal identification
15844,P335442.4.2,{1}{d}PA—še-zib-⸢a⸣-[ni],Nabu-šezibanni[1]PN$,PN,PN,"['𒁹', '𒀭', '𒉺', '𒊺', '𒍦', '𒀀', '𒉌']",𒁹𒀭𒉺𒊺𒍦𒀀𒉌,{1}{d}PA-še-zib-⸢a⸣-[ni],"['complete', 'complete', 'complete', 'complete', 'complete', 'damaged', 'missing']",0.21,Nabu-šezibanni,Nabu-šezibanni,1,,P335442,4,2,seal identification
15845,P335442.5.1,{na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunuk,kunukku,seal,,P335442,5,1,seal identification
