Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
678,P335109.2.1,{[na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,,P335109,2,1,seal identification
679,P335109.2.2,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P335109,2,2,seal identification
680,P335109.2.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,2,3,seal identification
681,P335109.2.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,2,4,seal identification
682,P335109.2.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,2,5,seal identification
683,P335109.3.1,⸢EN⸣,bēl[owner]N,,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,bēl,bēlu,owner,,P335109,3,1,seal identification
684,P335109.3.2,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,3,2,seal identification
685,P335109.3.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,3,3,seal identification
686,P335109.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,3,4,seal identification
687,P335109.3.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,3,5,seal identification
688,P335109.3.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,3,6,seal identification
689,P335109.8.1,a-⸢na⸣,ana[to]PRP,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,ana,ana,to,,P335109,8,1,penalties for litigation: penalty
690,P335109.8.2,[EN-šu₂,bēlīšu[owner]N,,N,"['𒂗', '𒋙']",𒂗𒋙,[EN-šu₂],"['missing', 'missing']",1.0,bēlīšu,bēlu,owner,,P335109,8,2,penalties for litigation: penalty
691,P335109.8.3,GUR-ra],+târu[turn//return]V'V$utâra,,V,"['𒄥', '𒊏']",𒄥𒊏,[GUR-ra],"['missing', 'missing']",1.0,utâra,târu,return,,P335109,8,3,penalties for litigation: penalty
692,P335109.9.1,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335109,9,1,penalties for litigation: penalty
693,P335109.9.2,de-[ni-šu₂,dēnīšu[lawsuit]N,,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-[ni-šu₂],"['complete', 'missing', 'missing']",0.67,dēnīšu,dīnu,lawsuit,,P335109,9,2,penalties for litigation: penalty
694,P335109.9.3,DUG₄.DUG₄-ma],idabbubma[contest]V,,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,[DUG₄].[DUG₄-ma],"['missing', 'missing', 'missing']",1.0,idabbubma,dabābu,contest,,P335109,9,3,penalties for litigation: penalty
695,P335109.10.1,la,lā[not]MOD,,MOD,['𒆷'],𒆷,la,['complete'],0.0,lā,lā,not,,P335109,10,1,penalties for litigation: penalty
696,P335109.10.2,[i-la-qi₂],leqû[take//succeed]V$ilaqqi,,V,"['𒄿', '𒆷', '𒆠']",𒄿𒆷𒆠,[i-la-qi₂],"['missing', 'missing', 'missing']",1.0,ilaqqi,leqû,succeed,,P335109,10,2,penalties for litigation: penalty
697,P335109.12.1,IGI,šību[witness]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,P335109,12,1,witness
698,P335109.12.2,{1}⸢x⸣+[x,u,,u,"['𒁹', 'x', 'x']",𒁹xx,{1}⸢x⸣+[x],"['complete', 'damaged', 'missing']",0.5,,,,,P335109,12,2,witness
699,P335109.12.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,12,3,witness
700,P335109.12.4,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,12,4,witness
701,P335109.13.1,IGI,šību[witness]N,,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,P335109,13,1,witness
702,P335109.13.2,{1}15—[x,u,,u,"['𒁹', '15', 'x']",𒁹15x,{1}15-[x],"['complete', 'complete', 'missing']",0.33,,,,,P335109,13,2,witness
703,P335109.13.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335109,13,3,witness
