Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
16311,P336757.2.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P336757,2,1,seal identification
16312,P336757.2.2,{1}x]+⸢x,u,u,"['𒁹', 'x', 'x']",𒁹xx,{[1]}[x]+⸢x⸣,"['missing', 'missing', 'damaged']",0.83,,,,,,P336757,2,2,seal identification
16313,P336757.2.3,x⸣,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P336757,2,3,seal identification
16314,P336757.2.4,{uru}arrap-ha,Arrapha[1]GN,GN,"['𒌷', '𒇹', '𒄩']",𒌷𒇹𒄩,{URU}arrap-ha,"['complete', 'complete', 'complete']",0.0,Arrapha,Arrapha,1,GN,,P336757,2,4,seal identification
16315,P336757.3.1,[EN,bēl[owner]N,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,,P336757,3,1,seal identification
16316,P336757.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,3,2,seal identification
16317,P336757.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,3,3,seal identification
16318,P336757.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,3,4,seal identification
16319,P336757.3.5,x]-⸢MEŠ⸣,u,u,"['x', '𒈨𒌍']",x𒈨𒌍,[x]-⸢MEŠ⸣,"['missing', 'damaged']",0.75,,,,,,P336757,3,5,seal identification
16320,P336757.3.6,ta-da-a-ni,tadāni[giving]'N,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,,P336757,3,6,seal identification
16321,P336757.8.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,1,none
16322,P336757.8.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,2,none
16323,P336757.8.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,3,none
16324,P336757.8.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,4,none
16325,P336757.8.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,5,none
16326,P336757.8.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,6,none
16327,P336757.8.7,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,8,7,none
16328,P336757.8.8,⸢x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P336757,8,8,none
16329,P336757.8.9,x⸣,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P336757,8,9,none
16330,P336757.9.1,[IGI,šību[witness]N,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,,P336757,9,1,witness
16331,P336757.9.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336757,9,2,witness
16332,P336757.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,9,3,witness
16333,P336757.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,9,4,witness
16334,P336757.9.5,IGI],šību[witness]N,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,,P336757,9,5,witness
16335,P336757.9.6,{1}MAN—KI-e-a,Šarru-isseʾa[1]PN$,PN,"['𒁹', '𒌋𒌋', '𒆠', '𒂊', '𒀀']",𒁹𒌋𒌋𒆠𒂊𒀀,{⸢1⸣}MAN-KI-e-a,"['damaged', 'complete', 'complete', 'complete', 'complete']",0.1,Šarru-isseʾa,Šarru-isseʾa,1,PN,,P336757,9,6,witness
16336,P336757.10.1,[IGI,šību[witness]N,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,,P336757,10,1,witness
16337,P336757.10.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336757,10,2,witness
16338,P336757.10.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,10,3,witness
16339,P336757.10.4,x]-nu,u,u,"['x', '𒉡']",x𒉡,[x]-nu,"['missing', 'complete']",0.5,,,,,,P336757,10,4,witness
16340,P336757.10.5,{lu₂v}A.BA,ṭupšarru[scribe]N,N,"['𒇽', '𒀀', '𒁀']",𒇽𒀀𒁀,{LU₂~v}A.BA,"['complete', 'complete', 'complete']",0.0,ṭupšarru,ṭupšarru,scribe,,,P336757,10,5,witness
16341,P336757.11.1,[IGI,šību[witness]N,N,['𒅆'],𒅆,[IGI],['missing'],1.0,šību,šību,witness,,,P336757,11,1,witness
16342,P336757.11.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336757,11,2,witness
16343,P336757.11.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,11,3,witness
16344,P336757.11.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336757,11,4,witness
16345,P336757.11.5,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336757,11,5,witness
