Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
17775,P336949.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336949,2,1,,seal identification
17776,P336949.2.2,%akk-x-neoass:{1}{d}AMAR.UTU-SUM-PAB-MEŠ=,{1}{d}⸢AMAR⸣.[UTU-SUM-PAB-MEŠ],"['𒁹', '𒀭', '𒀫', '𒌓', '𒋧', '𒉽', '𒈨𒌍']",𒁹𒀭𒀫𒌓𒋧𒉽𒈨𒌍,{1}{d}⸢AMAR⸣.[UTU-SUM-PAB-MEŠ],"['complete', 'complete', 'damaged', 'missing', 'missing', 'missing', 'missing']",0.64,,P336949,2,2,,seal identification
17777,P336949.3.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336949,3,1,,seal identification
17778,P336949.3.2,%akk-x-neoass:{1}DUMU.UŠ-ia=,{1}DUMU.UŠ-ia,"['𒁹', '𒌉', '𒍑', '𒅀']",𒁹𒌉𒍑𒅀,{1}DUMU.UŠ-ia,"['complete', 'complete', 'complete', 'complete']",0.0,,P336949,3,2,,seal identification
17779,P336949.3.3,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336949,3,3,,seal identification
17780,P336949.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336949,3,4,,seal identification
17781,P336949.3.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336949,3,5,,seal identification
17782,P336949.3.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336949,3,6,,seal identification
17783,P336949.4.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336949,4,1,,seal identification
17784,P336949.4.2,%akk-x-neoass:{URU}kul-im-ra=,{uru}kul-im-ra,"['𒌷', '𒆰', '𒅎', '𒊏']",𒌷𒆰𒅎𒊏,{URU}kul-im-ra,"['complete', 'complete', 'complete', 'complete']",0.0,,P336949,4,2,,seal identification
17785,P336949.4.3,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336949,4,3,,seal identification
17786,P336949.4.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336949,4,4,,seal identification
17787,P336949.4.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336949,4,5,,seal identification
17788,P336949.4.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336949,4,6,,seal identification
17789,P336949.6.1,%akk-x-neoass:{MI₂}su-zu-u₂=,{⸢mi₂⸣}su-zu-u₂,"['𒊩', '𒋢', '𒍪', '𒌑']",𒊩𒋢𒍪𒌑,{⸢MI₂⸣}su-zu-u₂,"['damaged', 'complete', 'complete', 'complete']",0.12,,P336949,6,1,,object sold
17790,P336949.6.2,%akk-x-neoass:GEME₂-šu₂=,[GEME₂-šu₂],"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,[GEME₂-šu₂],"['missing', 'missing']",1.0,,P336949,6,2,,object sold
17791,P336949.7.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336949,7,1,,object sold
17792,P336949.7.2,%akk-x-neoass:{1}{d}AMAR.UTU-SUM-PAB-MEŠ=,{1}{d}AMAR.UTU-[SUM-PAB-MEŠ],"['𒁹', '𒀭', '𒀫', '𒌓', '𒋧', '𒉽', '𒈨𒌍']",𒁹𒀭𒀫𒌓𒋧𒉽𒈨𒌍,{1}{d}AMAR.UTU-[SUM-PAB-MEŠ],"['complete', 'complete', 'complete', 'complete', 'missing', 'missing', 'missing']",0.43,,P336949,7,2,,object sold
17793,P336949.8.1,%akk-x-neoass:up-piš-ma=,up-piš-ma,"['𒌒', '𒄫', '𒈠']",𒌒𒄫𒈠,up-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336949,8,1,,initiation of transaction
17794,P336949.8.2,%akk-x-neoass:{1}aš-šur-PAB-A=,{1}aš-šur-⸢PAB⸣-[A],"['𒁹', '𒀸', '𒋩', '𒉽', '𒀀']",𒁹𒀸𒋩𒉽𒀀,{1}aš-šur-⸢PAB⸣-[A],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,,P336949,8,2,,initiation of transaction
17795,P336949.9.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336949,9,1,,price
17796,P336949.9.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P336949,9,2,,price
17797,P336949.9.3,%akk-x-neoass:32=,32,['𒌍𒈫'],𒌍𒈫,32,['complete'],0.0,,P336949,9,3,,price
17798,P336949.9.4,%akk-x-neoass:GIN₂-MEŠ=,GIN₂-⸢MEŠ⸣,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-⸢MEŠ⸣,"['complete', 'damaged']",0.25,,P336949,9,4,,price
17799,P336949.9.5,%akk-x-neoass:KU₃.BABBAR=,[KU₃.BABBAR],"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,P336949,9,5,,price
