Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
3740,P335504.2.1,{⸢na₄⸣}[KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}[KIŠIB],"['damaged', 'missing']",0.75,kunukku,kunukku,seal,,,P335504,2,1,seal identification
3741,P335504.2.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,2,seal identification
3742,P335504.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,3,seal identification
3743,P335504.2.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,4,seal identification
3744,P335504.2.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,5,seal identification
3745,P335504.2.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,6,seal identification
3746,P335504.2.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,7,seal identification
3747,P335504.2.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,8,seal identification
3748,P335504.2.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,2,9,seal identification
3749,P335504.6.1,de-e-[nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-[nu],"['complete', 'complete', 'missing']",0.33,dēnu,dīnu,lawsuit,,,P335504,6,1,penalties for litigation: contravention
3750,P335504.6.2,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,dabābu,dabābu,litigation,,,P335504,6,2,penalties for litigation: contravention
3751,P335504.6.3,ub-ta-u-ni],ubtaʾʾūni[seek]V,V,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,[ub-ta-u-ni],"['missing', 'missing', 'missing', 'missing']",1.0,ubtaʾʾūni,buʾʾû,seek,,,P335504,6,3,penalties for litigation: contravention
3752,P335504.7.1,10,n,n,['𒌋'],𒌋,10,['complete'],0.0,,,,NUMBER,,P335504,7,1,penalties for litigation: penalty
3753,P335504.7.2,MA.NA,manê[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manê,manû,a unit of weight,,,P335504,7,2,penalties for litigation: penalty
3754,P335504.7.3,KUG.[UD,ṣarpu[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.[UD],"['complete', 'missing']",0.5,ṣarpu,ṣarpu,silver,,,P335504,7,3,penalties for litigation: penalty
3755,P335504.7.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,4,penalties for litigation: penalty
3756,P335504.7.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,5,penalties for litigation: penalty
3757,P335504.7.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,6,penalties for litigation: penalty
3758,P335504.7.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,7,penalties for litigation: penalty
3759,P335504.7.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,8,penalties for litigation: penalty
3760,P335504.7.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,9,penalties for litigation: penalty
3761,P335504.7.10,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,10,penalties for litigation: penalty
3762,P335504.7.11,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,7,11,penalties for litigation: penalty
3763,P335504.9.1,IGI,šību[witness]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,,P335504,9,1,witness
3764,P335504.9.2,{1}{d}[x,u,u,"['𒁹', '𒀭', 'x']",𒁹𒀭x,{1}{d}[x],"['complete', 'complete', 'missing']",0.33,,,,,,P335504,9,2,witness
3765,P335504.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,3,witness
3766,P335504.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,4,witness
3767,P335504.9.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,5,witness
3768,P335504.9.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,6,witness
3769,P335504.9.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,7,witness
3770,P335504.9.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,8,witness
3771,P335504.9.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,9,9,witness
3772,P335504.10.1,IGI,šību[witness]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,,P335504,10,1,witness
3773,P335504.10.2,{1}sa-[x,u,u,"['𒁹', '𒊓', 'x']",𒁹𒊓x,{1}sa-[x],"['complete', 'complete', 'missing']",0.33,,,,,,P335504,10,2,witness
3774,P335504.10.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,3,witness
3775,P335504.10.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,4,witness
3776,P335504.10.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,5,witness
3777,P335504.10.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,6,witness
3778,P335504.10.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,7,witness
3779,P335504.10.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,8,witness
3780,P335504.10.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,10,9,witness
3781,P335504.12.1,IGI,šību[witness]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,šību,šību,witness,,,P335504,12,1,witness
3782,P335504.12.2,{1}⸢x⸣+[x,u,u,"['𒁹', 'x', 'x']",𒁹xx,{1}⸢x⸣+[x],"['complete', 'damaged', 'missing']",0.5,,,,,,P335504,12,2,witness
3783,P335504.12.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,12,3,witness
3784,P335504.12.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,12,4,witness
3785,P335504.12.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,12,5,witness
3786,P335504.12.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,12,6,witness
3787,P335504.12.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335504,12,7,witness
