Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
27755,P335547.3.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,1,none
27756,P335547.3.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,2,none
27757,P335547.3.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,3,none
27758,P335547.3.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,4,none
27759,P335547.3.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,5,none
27760,P335547.3.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,6,none
27761,P335547.3.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,3,7,none
27762,P335547.3.8,x]+⸢x⸣-mu,u,,u,"['x', 'x', '𒈬']",xx𒈬,[x]+⸢x⸣-mu,"['missing', 'damaged', 'complete']",0.5,,,,,P335547,3,8,none
27763,P335547.4.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,1,none
27764,P335547.4.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,2,none
27765,P335547.4.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,3,none
27766,P335547.4.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,4,none
27767,P335547.4.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,5,none
27768,P335547.4.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,6,none
27769,P335547.4.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,7,none
27770,P335547.4.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,4,8,none
27771,P335547.4.9,bu,u,,u,['𒁍'],𒁍,bu,['complete'],0.0,,,,,P335547,4,9,none
27772,P335547.4.10,TAB,u,,u,['𒋰'],𒋰,TAB,['complete'],0.0,,,,,P335547,4,10,none
27773,P335547.5.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,1,none
27774,P335547.5.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,2,none
27775,P335547.5.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,3,none
27776,P335547.5.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,4,none
27777,P335547.5.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,5,none
27778,P335547.5.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,6,none
27779,P335547.5.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,5,7,none
27780,P335547.5.8,ina],ina[in]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335547,5,8,other clauses
27781,P335547.5.9,⸢MU⸣.AN.NA,šatti[year]N,,N,"['𒈬', '𒀭', '𒈾']",𒈬𒀭𒈾,⸢MU⸣.AN.NA,"['damaged', 'complete', 'complete']",0.17,šatti,šattu,year,,P335547,5,9,other clauses
27782,P335547.6.1,[ša,ša[that]REL,,REL,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,that,,P335547,6,1,other clauses
27783,P335547.6.2,ina,ina[for]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,for,,P335547,6,2,other clauses
27784,P335547.6.3,01,n,NUMBER,n,['𒁹'],𒁹,[01],['missing'],1.0,,,,,P335547,6,3,other clauses
27785,P335547.6.4,GIN₂,šiqli[a unit of weight]N,,N,['𒂆'],𒂆,[GIN₂],['missing'],1.0,šiqli,šiqlu,a unit of weight,,P335547,6,4,other clauses
27786,P335547.6.5,KUG.UD],ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].[UD],"['missing', 'missing']",1.0,ṣarpi,ṣarpu,silver,,P335547,6,5,other clauses
27787,P335547.6.6,6(ban₂),n,NUMBER,n,['𒁹'],𒁹,⸢6(ban₂)⸣,['damaged'],0.5,,,,,P335547,6,6,other clauses
27788,P335547.6.7,{še}PAD⸣-MEŠ,kurummāti[barley (ration)]N,,N,"['𒊺', '𒉻', '𒈨𒌍']",𒊺𒉻𒈨𒌍,{⸢ŠE⸣}⸢PAD⸣-MEŠ,"['damaged', 'damaged', 'complete']",0.33,kurummāti,kurummatu,barley (ration),,P335547,6,7,other clauses
27789,P335547.6.8,⸢tal⸣-lik-u-ni,alāku[go]V$tallikūni,,V,"['𒊑', '𒌨', '𒌋', '𒉌']",𒊑𒌨𒌋𒉌,⸢tal⸣-lik-u-ni,"['damaged', 'complete', 'complete', 'complete']",0.12,tallikūni,alāku,go,,P335547,6,8,other clauses
27790,P335547.7.1,[u₂-piš-ma,uppišma[contract]V,,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš-ma],"['missing', 'missing', 'missing']",1.0,uppišma,epēšu,contract,,P335547,7,1,initiation of transaction
27791,P335547.7.2,TA,issu[from+=from]PRP,,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,issu,ištu,from,,P335547,7,2,completion of transaction
27792,P335547.7.3,IGI,pān[front]N,,N,['𒅆'],𒅆,[IGI],['missing'],1.0,pān,pānu,front,,P335547,7,3,completion of transaction
27793,P335547.7.4,{1}{⸢d}AG⸣—BA-ša₂,Nabu-iqiša[1]PN,PN,PN,"['𒁹', '𒀭', '𒀝', '𒁀', '𒃻']",𒁹𒀭𒀝𒁀𒃻,{[1]}{⸢d⸣}⸢AG⸣-BA-ša₂,"['missing', 'damaged', 'damaged', 'complete', 'complete']",0.4,Nabu-iqiša,Nabu-iqiša,1,,P335547,7,4,completion of transaction
27794,P335547.8.1,{1}x,u,,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,P335547,8,1,completion of transaction
27795,P335547.8.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,8,2,completion of transaction
27796,P335547.8.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,8,3,completion of transaction
27797,P335547.8.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,8,4,completion of transaction
27798,P335547.8.5,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,8,5,completion of transaction
27799,P335547.8.6,{⸢lu₂v⸣}GAL—NIG₂.ŠID,+rabû[big one]N$rab&+nikkassu[account(s)]N$nikkassi,,N,"['𒇽', '𒃲', '𒃻', '𒋃']",𒇽𒃲𒃻𒋃,{⸢LU₂~v⸣}GAL-NIG₂.ŠID,"['damaged', 'complete', 'complete', 'complete']",0.12,rab,rabû,big one,,P335547,8,6,completion of transaction
27801,P335547.9.1,[ina,ina[in+=for]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335547,9,1,price
27802,P335547.9.2,ŠA₃,libbi[interior]N,,N,['𒊮'],𒊮,[ŠA₃],['missing'],1.0,libbi,libbu,interior,,P335547,9,2,price
27803,P335547.9.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,9,3,price
27804,P335547.9.4,MA.NA,manê[a unit of weight]N,,N,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,manê,manû,a unit of weight,,P335547,9,4,price
27805,P335547.9.5,KUG].⸢UD⸣,ṣarpi[silver]N,,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].⸢UD⸣,"['missing', 'damaged']",0.75,ṣarpi,ṣarpu,silver,,P335547,9,5,price
27806,P335547.9.6,ina,ina[in]PRP,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,P335547,9,6,price
27807,P335547.9.7,ma-⸢ne₂⸣-[e],manê[a unit of weight]N,,N,"['𒈠', '𒉌', '𒂊']",𒈠𒉌𒂊,ma-⸢ne₂⸣-[e],"['complete', 'damaged', 'missing']",0.5,manê,manû,a unit of weight,,P335547,9,7,price
27808,P335547.13.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,13,1,none
27809,P335547.13.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,13,2,none
27810,P335547.13.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,13,3,none
27811,P335547.13.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,13,4,none
27812,P335547.13.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335547,13,5,none
