Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14120,P336942.3.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336942,3,1,,object sold
14121,P336942.3.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336942,3,2,,object sold
14122,P336942.3.3,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336942,3,3,,object sold
14123,P336942.3.4,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,,P336942,3,4,,object sold
14124,P336942.3.5,%akk-x-neoass:A-MEŠ=,A-MEŠ,"['𒀀', '𒈨𒌍']",𒀀𒈨𒌍,A-MEŠ,"['complete', 'complete']",0.0,,P336942,3,5,,object sold
14125,P336942.3.6,%akk-x-neoass:SIG₅=,SIG₅,['𒅆𒂟'],𒅆𒂟,SIG₅,['complete'],0.0,,P336942,3,6,,object sold
14126,P336942.4.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336942,4,1,,object sold
14127,P336942.4.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336942,4,2,,object sold
14128,P336942.4.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336942,4,3,,object sold
14129,P336942.4.4,%akk-x-neoass:še-bu-tu₂=,še-⸢bu-tu₂⸣,"['𒊺', '𒁍', '𒌓']",𒊺𒁍𒌓,še-⸢bu-tu₂⸣,"['complete', 'damaged', 'damaged']",0.33,,P336942,4,4,,object sold
14130,P336942.5.1,%akk-x-neoass:SUHUR=,[SUHUR],['𒋦'],𒋦,[SUHUR],['missing'],1.0,,P336942,5,1,,object sold
14131,P336942.5.2,%akk-x-neoass:KASKAL=,⸢KASKAL⸣,['𒆜'],𒆜,⸢KASKAL⸣,['damaged'],0.5,,P336942,5,2,,object sold
14132,P336942.5.3,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,,P336942,5,3,,object sold
14133,P336942.5.4,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,,P336942,5,4,,object sold
14134,P336942.5.5,%akk-x-neoass:{1}DUG₃.GA-{d}MAŠ=,{1}DUG₃.GA-{[d}MAŠ],"['𒁹', '𒄭', '𒂵', '𒀭', '𒈦']",𒁹𒄭𒂵𒀭𒈦,{1}DUG₃.GA-{[d]}[MAŠ],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,,P336942,5,5,,object sold
14135,P336942.6.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336942,6,1,,object sold
14136,P336942.6.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336942,6,2,,object sold
14137,P336942.6.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336942,6,3,,object sold
14138,P336942.6.4,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,,P336942,6,4,,object sold
14139,P336942.6.5,%akk-x-neoass:ta=,ta,['𒋫'],𒋫,ta,['complete'],0.0,,P336942,6,5,,object sold
14140,P336942.6.6,%akk-x-neoass:tal=,tal,['𒊑'],𒊑,tal,['complete'],0.0,,P336942,6,6,,object sold
14141,P336942.6.7,%akk-x-neoass:x=,[x],['X'],X,[x],['missing'],1.0,,P336942,6,7,,object sold
14142,P336942.7.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336942,7,1,,object sold
14143,P336942.7.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336942,7,2,,object sold
14144,P336942.7.3,%akk-x-neoass:x-ku-te=,x]-ku-te,"['X', '𒆪', '𒋼']",X𒆪𒋼,[x]-ku-te,"['missing', 'complete', 'complete']",0.33,,P336942,7,3,,object sold
14145,P336942.7.4,%akk-x-neoass:mu-še-ra-a-te=,mu-še-ra-a-te,"['𒈬', '𒊺', '𒊏', '𒀀', '𒋼']",𒈬𒊺𒊏𒀀𒋼,mu-še-ra-a-te,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336942,7,4,,object sold
14146,P336942.8.1,%akk-x-neoass:PAB=,[PAB],['𒉽'],𒉽,[PAB],['missing'],1.0,,P336942,8,1,,object sold
14147,P336942.8.2,%akk-x-neoass:E₂=,⸢E₂⸣,['𒂍'],𒂍,⸢E₂⸣,['damaged'],0.5,,P336942,8,2,,object sold
14148,P336942.8.3,%akk-x-neoass:20=,20,['𒌋𒌋'],𒌋𒌋,20,['complete'],0.0,,P336942,8,3,,object sold
14149,P336942.8.4,%akk-x-neoass:ANŠE=,ANŠE,['𒀲'],𒀲,ANŠE,['complete'],0.0,,P336942,8,4,,object sold
14150,P336942.8.5,%akk-x-neoass:A.ŠA₃=,A.ŠA₃,"['𒀀', '𒊮']",𒀀𒊮,A.ŠA₃,"['complete', 'complete']",0.0,,P336942,8,5,,object sold
14151,P336942.9.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336942,9,1,,object sold
14152,P336942.9.2,%akk-x-neoass:ma-za-ru-te=,ma]-za-ru-te,"['𒈠', '𒍝', '𒊒', '𒋼']",𒈠𒍝𒊒𒋼,[ma]-za-ru-te,"['missing', 'complete', 'complete', 'complete']",0.25,,P336942,9,2,,object sold
