Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
21155,P335433.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335433,3,1,none
21156,P335433.3.2,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335433,3,2,none
21157,P335433.3.3,⸢ša,u,u,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,,,,,P335433,3,3,none
21158,P335433.3.4,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,4,none
21159,P335433.3.5,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,5,none
21160,P335433.3.6,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,6,none
21161,P335433.3.7,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,7,none
21162,P335433.3.8,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,8,none
21163,P335433.3.9,x,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335433,3,9,none
21164,P335433.3.10,za⸣-[ar-pu],zarpu[purchased]AJ,AJ,"['𒍝', '𒅈', '𒁍']",𒍝𒅈𒁍,⸢za⸣-[ar-pu],"['damaged', 'missing', 'missing']",0.83,zarpu,zarpu,purchased,,,P335433,3,10,confirmation of transfer 2
21165,P335433.4.1,[la]-qi-u₂,laqiu[acquired]AJ,AJ,"['𒆷', '𒆥', '𒌑']",𒆷𒆥𒌑,[la]-qi-u₂,"['missing', 'complete', 'complete']",0.33,laqiu,leqû,acquired,,,P335433,4,1,confirmation of transfer 2
21166,P335433.4.2,tu-a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,,,P335433,4,2,exclusion of litigation
21167,P335433.4.3,de-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,,P335433,4,3,exclusion of litigation
21168,P335433.5.1,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P335433,5,1,exclusion of litigation
21169,P335433.5.2,la-aš₂-šu₂,laššu[(there) is not]V,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,,,P335433,5,2,exclusion of litigation
21170,P335433.5.3,man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,,,P335433,5,3,penalties for litigation: contravention
21171,P335433.5.4,ša,ša[that]REL,REL,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,that,,,P335433,5,4,penalties for litigation: contravention
21172,P335433.5.5,ina,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335433,5,5,penalties for litigation: contravention
21173,P335433.5.6,ur-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,urkiš,urkiš,later,,,P335433,5,6,penalties for litigation: contravention
21174,P335433.6.1,⸢ma⸣-te-ma,matēma[ever]AV,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,⸢ma⸣-te-ma,"['damaged', 'complete', 'complete']",0.17,matēma,matīma,ever,,,P335433,6,1,penalties for litigation: contravention
21175,P335433.6.2,i-za-<qu>-pa-an-ni,izaqqupanni[complain]V,V,"['𒄿', '𒍝', '𒄣', '𒉺', '𒀭', '𒉌']",𒄿𒍝𒄣𒉺𒀭𒉌,i-za-qu-pa-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,izaqqupanni,zaqāpu,complain,,,P335433,6,2,penalties for litigation: contravention
