Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
5358,P335529.2.1,{[na₄}KIŠIB,kunuk[seal]N,,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunuk,kunukku,seal,,P335529,2,1,seal identification
5359,P335529.2.2,{1}mar]-⸢du-u₂⸣,Mardu[1]PN$,PN,PN,"['𒁹', '𒈥', '𒁺', '𒌑']",𒁹𒈥𒁺𒌑,{[1]}[mar]-⸢du-u₂⸣,"['missing', 'missing', 'damaged', 'damaged']",0.75,Mardu,Mardu,1,,P335529,2,2,seal identification
5360,P335529.2.3,{lu₂v}GAL—URU-MEŠ,+rabû[big one]N$rab&+ālu[city]N$ālāni,,N,"['𒇽', '𒃲', '𒌷', '𒈨𒌍']",𒇽𒃲𒌷𒈨𒌍,{LU₂~v}GAL-URU-MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,rab,rabû,big one,,P335529,2,3,seal identification
5362,P335529.6.1,⸢i⸣-[x,u,,u,"['𒄿', 'x']",𒄿x,⸢i⸣-[x],"['damaged', 'missing']",0.75,,,,,P335529,6,1,none
5363,P335529.6.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335529,6,2,none
5364,P335529.6.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335529,6,3,none
5365,P335529.6.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335529,6,4,none
5366,P335529.6.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335529,6,5,none
5367,P335529.6.6,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335529,6,6,none
5368,P335529.7.1,⸢šu⸣-[a-tu,šuātu[that]'DP,,IP,"['𒋗', '𒀀', '𒌅']",𒋗𒀀𒌅,⸢šu⸣-[a-tu],"['damaged', 'missing', 'missing']",0.83,šuātu,šuāti,that,,P335529,7,1,confirmation of transfer 2
