Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
8112,P337079.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337079,2,1,,seal identification
8113,P337079.2.2,%akk-x-neoass:{1}x+x=,{1}x+[x,"['𒁹', 'X', 'X']",𒁹XX,{1}x+[x],"['complete', 'complete', 'missing']",0.33,,P337079,2,2,,seal identification
8114,P337079.2.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337079,2,3,,seal identification
8115,P337079.2.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337079,2,4,,seal identification
8116,P337079.3.1,%akk-x-neoass:{LU₂}DAM.GAR₃=,{lu₂}DAM.GAR₃,"['𒇽', '𒁮', '𒃼']",𒇽𒁮𒃼,{LU₂}DAM.GAR₃,"['complete', 'complete', 'complete']",0.0,,P337079,3,1,,seal identification
8117,P337079.3.2,%akk-x-neoass:{KUR}mu-ṣur-a.a=,{[kur}mu-ṣur-a.a],"['𒆳', '𒈬', '𒀫', '𒀀', '𒀀']",𒆳𒈬𒀫𒀀𒀀,{[KUR]}[mu-ṣur-a].[a],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,,P337079,3,2,,seal identification
8118,P337079.4.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P337079,4,1,,seal identification
8119,P337079.4.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,,P337079,4,2,,seal identification
8120,P337079.4.3,%akk-x-neoass:SUM-a-ni=,[SUM-a-ni],"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,[SUM-a-ni],"['missing', 'missing', 'missing']",1.0,,P337079,4,3,,seal identification
8121,P337079.8.1,%akk-x-neoass:{MI₂}{d}ur-kit-tu-x=,{mi₂}{d}ur-[kit-tu]-⸢x,"['𒊩', '𒀭', '𒌨', '𒆤', '𒌅', 'X']",𒊩𒀭𒌨𒆤𒌅X,{MI₂}{d}ur-[kit-tu]-⸢x⸣,"['complete', 'complete', 'complete', 'missing', 'missing', 'damaged']",0.42,,P337079,8,1,,object sold
8122,P337079.8.2,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P337079,8,2,,object sold
8123,P337079.8.3,%akk-x-neoass:x=,[x],['X'],X,[x],['missing'],1.0,,P337079,8,3,,object sold
8124,P337079.12.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P337079,12,1,,penalties for litigation: penalty
8125,P337079.12.2,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,,P337079,12,2,,penalties for litigation: penalty
8126,P337079.12.3,%akk-x-neoass:i-da-bu-ub-ma=,i-da-bu]-ub-ma,"['𒄿', '𒁕', '𒁍', '𒌒', '𒈠']",𒄿𒁕𒁍𒌒𒈠,[i-da-bu]-ub-ma,"['missing', 'missing', 'missing', 'complete', 'complete']",0.6,,P337079,12,3,,penalties for litigation: penalty
8127,P337079.13.1,%akk-x-neoass:la=,la,['𒆷'],𒆷,la,['complete'],0.0,,P337079,13,1,,penalties for litigation: penalty
