Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
17325,P336750.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,1,none
17326,P336750.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,2,none
17327,P336750.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,3,none
17328,P336750.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,4,none
17329,P336750.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,5,none
17330,P336750.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336750,3,6,none
17331,P336750.3.7,x]+⸢x⸣,u,u,"['x', 'x']",xx,[x]+⸢x⸣,"['missing', 'damaged']",0.75,,,,,,P336750,3,7,none
17332,P336750.3.8,MA.NA,manê[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manê,manû,a unit of weight,,,P336750,3,8,penalties for litigation: penalty
17333,P336750.3.9,KUG.GI,hurāṣu[gold]N,N,"['𒆬', '𒄀']",𒆬𒄀,KUG.GI,"['complete', 'complete']",0.0,hurāṣu,hurāṣu,gold,,,P336750,3,9,penalties for litigation: penalty
17334,P336750.3.10,⸢sak⸣-[ru],sakru[refined]AJ,AJ,"['𒊕', '𒊒']",𒊕𒊒,⸢sak⸣-[ru],"['damaged', 'missing']",0.75,sakru,sakru,refined,,,P336750,3,10,penalties for litigation: penalty
17335,P336750.4.1,[ina,ina[in]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336750,4,1,penalties for litigation: penalty
17336,P336750.4.2,bur-ki,burki[lap]N,N,"['𒁓', '𒆠']",𒁓𒆠,[bur-ki],"['missing', 'missing']",1.0,burki,burku,lap,,,P336750,4,2,penalties for litigation: penalty
17337,P336750.4.3,{d}MAŠ,Inurta[1]DN,DN,"['𒀭', '𒈦']",𒀭𒈦,{[d]}[MAŠ],"['missing', 'missing']",1.0,Inurta,Inurta,1,DN,,P336750,4,3,penalties for litigation: penalty
17338,P336750.4.4,a-šib],āšib[residing]AJ,AJ,"['𒀀', '𒈨']",𒀀𒈨,[a-šib],"['missing', 'missing']",1.0,āšib,āšibu,residing,,,P336750,4,4,penalties for litigation: penalty
17339,P336750.4.5,{⸢uru⸣}kal-hi,Kalhi[1]GN,GN,"['𒌷', '𒆗', '𒄭']",𒌷𒆗𒄭,{⸢URU⸣}kal-hi,"['damaged', 'complete', 'complete']",0.17,Kalhi,Kalhu,1,GN,,P336750,4,5,penalties for litigation: penalty
17340,P336750.4.6,i-šak-kan,išakkan[place]V,V,"['𒄿', '𒊕', '𒃶']",𒄿𒊕𒃶,i-šak-kan,"['complete', 'complete', 'complete']",0.0,išakkan,šakānu,place,,,P336750,4,6,penalties for litigation: penalty
