Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
2432,P336986.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336986,2,1,,seal identification
2433,P336986.2.2,%akk-x-neoass:{1}{d}PA-UŠ₂-bal-liṭ=,{1}{d}PA-UŠ₂-bal-liṭ,"['𒁹', '𒀭', '𒉺', '𒌀', '𒁄', '𒀖']",𒁹𒀭𒉺𒌀𒁄𒀖,{1}{d}PA-UŠ₂-bal-liṭ,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336986,2,2,,seal identification
2434,P336986.3.1,%akk-x-neoass:{LU₂}DUMU=,{lu₂}DUMU,"['𒇽', '𒌉']",𒇽𒌉,{LU₂}DUMU,"['complete', 'complete']",0.0,,P336986,3,1,,seal identification
2435,P336986.3.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336986,3,2,,seal identification
2436,P336986.3.3,%akk-x-neoass:{1}U.GUR-A-MAN-PAB=,{1}U.GUR-⸢A-MAN⸣-PAB,"['𒁹', '𒌋', '𒄥', '𒀀', '𒌋𒌋', '𒉽']",𒁹𒌋𒄥𒀀𒌋𒌋𒉽,{1}U.GUR-⸢A-MAN⸣-PAB,"['complete', 'complete', 'complete', 'damaged', 'damaged', 'complete']",0.17,,P336986,3,3,,seal identification
2437,P336986.4.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336986,4,1,,seal identification
2438,P336986.4.2,%akk-x-neoass:GEME₂=,GEME₂,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,P336986,4,2,,seal identification
2439,P336986.4.3,%akk-x-neoass:SUM-ni=,SUM-ni,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P336986,4,3,,seal identification
2440,P336986.7.1,%akk-x-neoass:{MI₂}ba-na-sag-gil₂=,{mi₂}ba-na-sag-gil₂,"['𒊩', '𒁀', '𒈾', '𒊕', '𒆸']",𒊩𒁀𒈾𒊕𒆸,{MI₂}ba-na-sag-gil₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336986,7,1,,object sold
2441,P336986.7.2,%akk-x-neoass:GEME₂-šu₂=,GEME₂-šu₂,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,,P336986,7,2,,object sold
2442,P336986.8.1,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336986,8,1,,initiation of transaction
