Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
16625,P336925.2.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336925,2,1,,seal identification
16626,P336925.2.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336925,2,2,,seal identification
16627,P336925.2.3,%akk-x-neoass:x-ŠA₃-bi-x=,x]-ŠA₃-bi-⸢x⸣,"['X', '𒊮', '𒁉', 'X']",X𒊮𒁉X,[x]-ŠA₃-bi-⸢x⸣,"['missing', 'complete', 'complete', 'damaged']",0.38,,P336925,2,3,,seal identification
16628,P336925.3.1,%akk-x-neoass:EN=,[EN],['𒂗'],𒂗,[EN],['missing'],1.0,,P336925,3,1,,seal identification
16629,P336925.3.2,%akk-x-neoass:UN-MEŠ=,UN-MEŠ,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,,P336925,3,2,,seal identification
16630,P336925.3.3,%akk-x-neoass:SUM-nu=,SUM-⸢nu⸣,"['𒋧', '𒉡']",𒋧𒉡,SUM-⸢nu⸣,"['complete', 'damaged']",0.25,,P336925,3,3,,seal identification
16631,P336925.5.1,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336925,5,1,,none
16632,P336925.5.2,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336925,5,2,,none
16633,P336925.5.3,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336925,5,3,,none
16634,P336925.5.4,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336925,5,4,,none
16635,P336925.9.1,%akk-x-neoass:IGI=,⸢IGI⸣,['𒅆'],𒅆,⸢IGI⸣,['damaged'],0.5,,P336925,9,1,,witness
16636,P336925.9.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336925,9,2,,witness
16637,P336925.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336925,9,3,,witness
16638,P336925.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336925,9,4,,witness
16639,P336925.9.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336925,9,5,,witness
16640,P336925.10.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P336925,10,1,,witness
16641,P336925.10.2,%akk-x-neoass:{1}ARAD-x-ši=,{1}ARAD-[x]-ši,"['𒁹', '𒀴', 'X', '𒅆']",𒁹𒀴X𒅆,{1}ARAD-[x]-ši,"['complete', 'complete', 'missing', 'complete']",0.25,,P336925,10,2,,witness
16642,P336925.10.3,%akk-x-neoass:x=,[x],['X'],X,[x],['missing'],1.0,,P336925,10,3,,witness
