Unnamed: 0,ref,inst,frag,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,text,line,word,annotation
1165,P514480.3.1,Ahu-ṭaba[1]PN,{[m]}⸢ŠEŠ⸣-DUG₃.⸢GA⸣,PN,"['𒁹', '𒋀', '𒄭', '𒂵']",𒁹𒋀𒄭𒂵,{[m]}⸢ŠEŠ⸣-DUG₃.⸢GA⸣,"['missing', 'damaged', 'complete', 'damaged']",0.5,Ahu-ṭaba,Ahu-ṭaba,1,PN,P514480,3,1,none
1166,P514480.3.2,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,3,2,none
1167,P514480.3.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,3,3,none
1168,P514480.3.4,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,3,4,none
1169,P514480.4.1,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,4,1,none
1170,P514480.4.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P514480,4,2,none
1171,P514480.4.3,u,la,u,['𒆷'],𒆷,la,['complete'],0.0,,,,,P514480,4,3,none
1172,P514480.4.4,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,4,4,none
1173,P514480.4.5,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,4,5,none
1174,P514480.4.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,4,6,none
1175,P514480.4.7,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,4,7,none
1176,P514480.5.1,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,5,1,none
1177,P514480.5.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P514480,5,2,none
1178,P514480.5.3,X,da,X,['𒁕'],𒁕,da,['complete'],0.0,,,,,P514480,5,3,none
1179,P514480.5.4,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,5,4,none
1180,P514480.5.5,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,5,5,none
1181,P514480.5.6,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,5,6,none
1182,P514480.5.7,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,5,7,none
1183,P514480.6.1,ilqe[purchase]V,⸢il-qe₂⸣,V,"['𒅋', '𒆠']",𒅋𒆠,⸢il-qe₂⸣,"['damaged', 'damaged']",0.5,ilqe,leqû,purchase,,P514480,6,1,completion of transaction
1184,P514480.6.2,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,6,2,none
1185,P514480.6.3,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,6,3,none
1186,P514480.6.4,u,x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,6,4,none
1187,P514480.6.5,u,x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,6,5,none
1188,P514480.7.1,u,[x],u,['X'],X,[x],['missing'],1.0,,,,,P514480,7,1,none
1189,P514480.7.2,u,x,u,['X'],X,x,['complete'],0.0,,,,,P514480,7,2,none
1190,P514480.7.3,u,x,u,['X'],X,x,['complete'],0.0,,,,,P514480,7,3,none
1191,P514480.7.4,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,7,4,none
1192,P514480.7.5,tuāru[revocation]'N,tu₂-a-ru],V,"['𒌓', '𒀀', '𒊒']",𒌓𒀀𒊒,[tu₂-a-ru],"['missing', 'missing', 'missing']",1.0,tuāru,târu,revocation,,P514480,7,5,exclusion of litigation
1193,P514480.8.1,dēnu[lawsuit]N,⸢de⸣-e-⸢nu⸣,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de⸣-e-⸢nu⸣,"['damaged', 'complete', 'damaged']",0.33,dēnu,dīnu,lawsuit,,P514480,8,1,exclusion of litigation
1194,P514480.8.2,dabābu[litigation]'N,[DUG₄.DUG₄,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].[DUG₄],"['missing', 'missing']",1.0,dabābu,dabābu,litigation,,P514480,8,2,exclusion of litigation
1195,P514480.8.3,laššu[(there) is not]V,la-aš₂-šu],V,"['𒆷', '𒀾', '𒋗']",𒆷𒀾𒋗,[la-aš₂-šu],"['missing', 'missing', 'missing']",1.0,laššu,laššu,(there) is not,,P514480,8,3,exclusion of litigation
1196,P514480.9.1,+paṭāru[loosen//redeem]V'V$ipaṭṭar,ip-ṭar,V,"['𒅁', '𒋻']",𒅁𒋻,ip-ṭar,"['complete', 'complete']",0.0,ipaṭṭar,paṭāru,redeem,,P514480,9,1,none
1197,P514480.9.2,u,[x,u,['X'],X,[x],['missing'],1.0,,,,,P514480,9,2,none
