Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
30058,P335432.4.1,[ša₂],ša[that]REL,REL,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,that,,,P335432,4,1,penalties for litigation: contravention
30059,P335432.4.2,⸢de⸣-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de⸣-e-nu,"['damaged', 'complete', 'complete']",0.17,dēnu,dīnu,lawsuit,,,P335432,4,2,penalties for litigation: contravention
30060,P335432.4.3,⸢DUG₄⸣.[DUG₄],dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.[DUG₄],"['damaged', 'missing']",0.75,dabābu,dabābu,litigation,,,P335432,4,3,penalties for litigation: contravention
30061,P335432.5.1,⸢TA@v⸣,issi[with]PRP,PRP,['𒋬'],𒋬,⸢TA@v⸣,['damaged'],0.5,issi,išti,with,,,P335432,5,1,penalties for litigation: contravention
30062,P335432.5.2,{1}mil-ki—ZALAG₂,Milki-nuri[1]PN$,PN,"['𒁹', '𒅖', '𒆠', '𒂟']",𒁹𒅖𒆠𒂟,{1}mil-ki-ZALAG₂,"['complete', 'complete', 'complete', 'complete']",0.0,Milki-nuri,Milki-nuri,1,PN,,P335432,5,2,penalties for litigation: contravention
30063,P335432.5.3,DUMU-⸢MEŠ⸣-[šu₂],marʾēšu[son]N,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-⸢MEŠ⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,marʾēšu,māru,son,,,P335432,5,3,penalties for litigation: contravention
30064,P335432.6.1,⸢ub⸣-ta-ʾu-u₂-⸢ni⸣,buʾʾû[look for]V$ubtaʾʾūni,V,"['𒌒', '𒋫', '𒀪', '𒌑', '𒉌']",𒌒𒋫𒀪𒌑𒉌,⸢ub⸣-ta-ʾu-u₂-⸢ni⸣,"['damaged', 'complete', 'complete', 'complete', 'damaged']",0.2,ubtaʾʾūni,buʾʾû,look for,,,P335432,6,1,penalties for litigation: contravention
30065,P335432.7.1,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335432,7,1,penalties for litigation: penalty
30066,P335432.7.2,a-na,ana[to+=tenfold]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P335432,7,2,penalties for litigation: penalty
30067,P335432.7.3,10-MEŠ-te,ešrāte[tenfold]AV,AV,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10-MEŠ-te,"['complete', 'complete', 'complete']",0.0,ešrāte,ešriātu,tenfold,,,P335432,7,3,penalties for litigation: penalty
30068,P335432.7.4,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P335432,7,4,penalties for litigation: penalty
30069,P335432.7.5,⸢EN-MEŠ-šu₂⸣,bēlēšu[owner]N,N,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,⸢EN-MEŠ-šu₂⸣,"['damaged', 'damaged', 'damaged']",0.5,bēlēšu,bēlu,owner,,,P335432,7,5,penalties for litigation: penalty
30070,P335432.8.1,u₂-ta-ra,utâra[return]V,V,"['𒌑', '𒋫', '𒊏']",𒌑𒋫𒊏,u₂-ta-ra,"['complete', 'complete', 'complete']",0.0,utâra,târu,return,,,P335432,8,1,penalties for litigation: penalty
30071,P335432.8.2,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335432,8,2,penalties for litigation: penalty
30072,P335432.8.3,de-ni-šu₂,dēnīšu[lawsuit]N,N,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,dēnīšu,dīnu,lawsuit,,,P335432,8,3,penalties for litigation: penalty
30073,P335432.9.1,DUG₄.DUG₄-ma,idabbubma[contest]V,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,DUG₄.DUG₄-ma,"['complete', 'complete', 'complete']",0.0,idabbubma,dabābu,contest,,,P335432,9,1,penalties for litigation: penalty
30074,P335432.9.2,la,lā[not]MOD,MOD,['𒆷'],𒆷,la,['complete'],0.0,lā,lā,not,,,P335432,9,2,penalties for litigation: penalty
