Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2036,P469194.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,5,1,none
2037,P469194.5.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,5,2,none
2038,P469194.5.3,u,x]+x+[x,,u,"['X', 'X', 'X']",XXX,[x]+x+[x],"['missing', 'complete', 'missing']",0.67,,,,P469194,5,3,none
2039,P469194.5.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,5,4,none
2040,P469194.5.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469194,5,5,none
2041,P469194.6.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,6,1,none
2042,P469194.6.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,6,2,none
2043,P469194.6.3,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469194,6,3,none
2044,P469194.6.4,laqqiu[acquired]AJ,⸢laq⸣-qi-u₂,,AJ,"['𒋃', '𒆥', '𒌑']",𒋃𒆥𒌑,⸢laq⸣-qi-u₂,"['damaged', 'complete', 'complete']",0.17,laqqiu,leqû,acquired,P469194,6,4,confirmation of transfer 2
2045,P469194.6.5,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,6,5,none
2046,P469194.6.6,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469194,6,6,none
2047,P469194.7.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,7,1,none
2048,P469194.7.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,7,2,none
2049,P469194.7.3,dabābu[litigation]'N,DUG₄].⸢DUG₄⸣,,V,"['𒅗', '𒅗']",𒅗𒅗,[DUG₄].⸢DUG₄⸣,"['missing', 'damaged']",0.75,dabābu,dabābu,litigation,P469194,7,3,exclusion of litigation
2050,P469194.7.4,laššu[(there) is not]V,la-aš₂-šu₂,,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,P469194,7,4,exclusion of litigation
2051,P469194.7.5,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,7,5,none
2052,P469194.7.6,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469194,7,6,none
2053,P469194.8.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469194,8,1,none
2054,P469194.8.2,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469194,8,2,none
2055,P469194.8.3,u,⸢šu₂⸣,,u,['𒋙'],𒋙,⸢šu₂⸣,['damaged'],0.5,,,,P469194,8,3,penalties for litigation: contravention
2056,P469194.8.4,lū[or]CNJ,lu-u,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,or,P469194,8,4,penalties for litigation: contravention
