Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
2911,P336927.3.1,%akk-x-neoass:02=,02,['0₂'],0₂,02,['complete'],0.0,,P336927,3,1,,object sold
2912,P336927.3.2,%akk-x-neoass:DUMU-MEŠ=,DUMU-MEŠ,"['𒌉', '𒈨𒌍']",𒌉𒈨𒌍,DUMU-MEŠ,"['complete', 'complete']",0.0,,P336927,3,2,,object sold
2913,P336927.3.3,%akk-x-neoass:PAB=,[PAB],['𒉽'],𒉽,[PAB],['missing'],1.0,,P336927,3,3,,object sold
2914,P336927.3.4,%akk-x-neoass:04=,04,['0₄'],0₄,04,['complete'],0.0,,P336927,3,4,,object sold
2915,P336927.3.5,%akk-x-neoass:ZI-MEŠ=,ZI-MEŠ,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI-MEŠ,"['complete', 'complete']",0.0,,P336927,3,5,,object sold
2916,P336927.3.6,%akk-x-neoass:{LU₂}ARAD-MEŠ=,{⸢lu₂}ARAD-MEŠ⸣,"['𒇽', '𒀴', '𒈨𒌍']",𒇽𒀴𒈨𒌍,{⸢LU₂⸣}⸢ARAD-MEŠ⸣,"['damaged', 'damaged', 'damaged']",0.5,,P336927,3,6,,object sold
2917,P336927.4.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336927,4,1,,object sold
2918,P336927.4.2,%akk-x-neoass:{1}na-bu-u₂-ia=,{1}na-⸢bu⸣-u₂-ia,"['𒁹', '𒈾', '𒁍', '𒌑', '𒅀']",𒁹𒈾𒁍𒌑𒅀,{1}na-⸢bu⸣-u₂-ia,"['complete', 'complete', 'damaged', 'complete', 'complete']",0.1,,P336927,4,2,,object sold
2919,P336927.5.1,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336927,5,1,,initiation of transaction
2920,P336927.5.2,%akk-x-neoass:{1}bi-ba-a.a=,{1}bi-ba-a.a,"['𒁹', '𒁉', '𒁀', '𒀀', '𒀀']",𒁹𒁉𒁀𒀀𒀀,{1}bi-ba-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336927,5,2,,initiation of transaction
