Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
2388,P428862.4.1,lū[may]MOD,lu-u,,MOD,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,may,P428862,4,1,penalties for litigation: contravention
2389,P428862.4.2,+Bisine[]PN$,{1}bi-si-ne₂-e,PN,PN,"['𒁹', '𒁉', '𒋛', '𒉌', '𒂊']",𒁹𒁉𒋛𒉌𒂊,{1}bi-si-ne₂-e,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Bisine,Bisine,1,P428862,4,2,penalties for litigation: contravention
2390,P428862.4.3,n,0,NUMBER,n,['0'],0,[0],['missing'],1.0,,,,P428862,4,3,penalties for litigation: contravention
2391,P428862.5.1,lū[or]CNJ,lu-u,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,or,P428862,5,1,penalties for litigation: contravention
2392,P428862.5.2,marʾēšu[son]N,DUMU-MEŠ-šu₂,,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,P428862,5,2,penalties for litigation: contravention
2393,P428862.5.3,lū[or]CNJ,lu-u,,CNJ,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,lū,lū,or,P428862,5,3,penalties for litigation: contravention
2394,P428862.5.4,ahhēšu[brother]N,ŠEŠ-⸢MEŠ⸣-[šu₂,,N,"['𒋀', '𒈨𒌍', '𒋙']",𒋀𒈨𒌍𒋙,ŠEŠ-⸢MEŠ⸣-[šu₂],"['complete', 'damaged', 'missing']",0.5,ahhēšu,ahu,brother,P428862,5,4,penalties for litigation: contravention
2395,P428862.5.5,lū[or]CNJ,lu-u],,CNJ,"['𒇻', '𒌋']",𒇻𒌋,[lu-u],"['missing', 'missing']",1.0,lū,lū,or,P428862,5,5,penalties for litigation: contravention
2396,P428862.6.1,bēl[lord]N&ilkīšu[state service]N,EN-il-ki-šu₂,,N,"['𒂗', '𒅋', '𒆠', '𒋙']",𒂗𒅋𒆠𒋙,EN-il-ki-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,bēl,bēlu,lord,P428862,6,1,penalties for litigation: contravention
2398,P428862.6.2,issi[with]PRP,TA,,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issi,išti,with,P428862,6,2,penalties for litigation: contravention
2399,P428862.6.3,Šamaš-kumuʾa[1]PN,{1}{d}UTU-ku-⸢mu⸣-[a],PN,PN,"['𒁹', '𒀭', '𒌓', '𒆪', '𒈬', '𒀀']",𒁹𒀭𒌓𒆪𒈬𒀀,{1}{d}UTU-ku-⸢mu⸣-[a],"['complete', 'complete', 'complete', 'complete', 'damaged', 'missing']",0.25,Šamaš-kumuʾa,Šamaš-kumuʾa,1,P428862,6,3,penalties for litigation: contravention
2400,P428862.7.1,u[and]CNJ,u,,CNJ,['𒌋'],𒌋,u,['complete'],0.0,u,u,and,P428862,7,1,penalties for litigation: contravention
2401,P428862.7.2,ahhēšu[brother]N,ŠEŠ-MEŠ-šu₂,,N,"['𒋀', '𒈨𒌍', '𒋙']",𒋀𒈨𒌍𒋙,ŠEŠ-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,ahhēšu,ahu,brother,P428862,7,2,penalties for litigation: contravention
2402,P428862.7.3,dēnu[lawsuit]N,de-e-nu,,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,P428862,7,3,penalties for litigation: contravention
2403,P428862.7.4,dabābu[litigation]'N,DUG₄.DUG₄,,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,P428862,7,4,penalties for litigation: contravention
2404,P428862.8.1,ubtaʾʾūni[seek]V,⸢ub⸣-ta-⸢u₂-ni⸣,,V,"['𒌒', '𒋫', '𒌑', '𒉌']",𒌒𒋫𒌑𒉌,⸢ub⸣-ta-⸢u₂-ni⸣,"['damaged', 'complete', 'damaged', 'damaged']",0.38,ubtaʾʾūni,buʾʾû,seek,P428862,8,1,penalties for litigation: contravention
2405,P428862.9.1,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P428862,9,1,penalties for litigation: penalty
2406,P428862.9.2,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P428862,9,2,penalties for litigation: penalty
2407,P428862.9.3,ṣarpi[silver]N,KUG.⸢UD⸣,,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.⸢UD⸣,"['complete', 'damaged']",0.25,ṣarpi,ṣarpu,silver,P428862,9,3,penalties for litigation: penalty
2408,P428862.9.4,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P428862,9,4,penalties for litigation: penalty
2409,P428862.9.5,manā[a unit of weight]N,MA.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manā,manû,a unit of weight,P428862,9,5,penalties for litigation: penalty
2410,P428862.9.6,hurāṣi[gold]N,KUG.GI,,N,"['𒆬', '𒄀']",𒆬𒄀,KUG.GI,"['complete', 'complete']",0.0,hurāṣi,hurāṣu,gold,P428862,9,6,penalties for litigation: penalty
2411,P428862.10.1,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P428862,10,1,penalties for litigation: penalty
2412,P428862.10.2,Inurta[1]DN,{d}MAŠ,DN,DN,"['𒀭', '𒈦']",𒀭𒈦,{d}MAŠ,"['complete', 'complete']",0.0,Inurta,Ninurta,1,P428862,10,2,penalties for litigation: penalty
2413,P428862.10.3,iddan[give]V,SUM-an,,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,iddan,tadānu,give,P428862,10,3,penalties for litigation: penalty
2414,P428862.11.1,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P428862,11,1,penalties for litigation: penalty
2415,P428862.11.2,bilat[a unit of weight]N,GU₂.UN,,N,"['𒄘', '𒌦']",𒄘𒌦,GU₂.UN,"['complete', 'complete']",0.0,bilat,biltu,a unit of weight,P428862,11,2,penalties for litigation: penalty
2416,P428862.11.3,anniki[tin]N,AN.NA,,N,"['𒀭', '𒈾']",𒀭𒈾,AN.NA,"['complete', 'complete']",0.0,anniki,annaku,tin,P428862,11,3,penalties for litigation: penalty
2417,P428862.11.4,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P428862,11,4,penalties for litigation: penalty
2418,P428862.11.5,pāhat[governor]N,{lu₂}EN.⸢NAM⸣,,N,"['𒇽', '𒂗', '𒉆']",𒇽𒂗𒉆,{LU₂}EN.⸢NAM⸣,"['complete', 'complete', 'damaged']",0.17,pāhat,pīhātu,governor,P428862,11,5,penalties for litigation: penalty
2419,P428862.12.1,iddan[give]V,SUM-an,,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,iddan,tadānu,give,P428862,12,1,penalties for litigation: penalty
2420,P428862.12.2,kaspu[money]N,kas-pu,,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,P428862,12,2,penalties for litigation: penalty
2421,P428862.12.3,ana[for]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,for,P428862,12,3,penalties for litigation: penalty
2422,P428862.12.4,ešrāti[tenfold]AV,10-a-ti,,AV,"['𒌋', '𒀀', '𒋾']",𒌋𒀀𒋾,10-a-ti,"['complete', 'complete', 'complete']",0.0,ešrāti,ešriātu,tenfold,P428862,12,4,penalties for litigation: penalty
2423,P428862.13.1,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P428862,13,1,penalties for litigation: penalty
2424,P428862.13.2,bēlīšu[owner]N,EN-šu₂,,N,"['𒂗', '𒋙']",𒂗𒋙,EN-šu₂,"['complete', 'complete']",0.0,bēlīšu,bēlu,owner,P428862,13,2,penalties for litigation: penalty
2425,P428862.13.3,utâr[return]V,GUR,,V,['𒄥'],𒄥,GUR,['complete'],0.0,utâr,târu,return,P428862,13,3,penalties for litigation: penalty
2426,P428862.13.4,ina[in]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,P428862,13,4,penalties for litigation: penalty
