Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
6084,P336953.3.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P336953,3,1,,seal identification
6085,P336953.3.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336953,3,2,,seal identification
6086,P336953.3.3,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336953,3,3,,seal identification
6087,P336953.3.4,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336953,3,4,,seal identification
6088,P336953.4.1,%akk-x-neoass:EN=,[EN,['𒂗'],𒂗,[EN],['missing'],1.0,,P336953,4,1,,seal identification
6089,P336953.4.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,[MI₂],['missing'],1.0,,P336953,4,2,,seal identification
6090,P336953.4.3,%akk-x-neoass:SUM-a-ni=,SUM]-a-ni,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,[SUM]-a-ni,"['missing', 'complete', 'complete']",0.33,,P336953,4,3,,seal identification
6091,P336953.8.1,%akk-x-neoass:{MI₂}me-x=,{mi₂}me-[x,"['𒊩', '𒈨', 'X']",𒊩𒈨X,{MI₂}me-[x],"['complete', 'complete', 'missing']",0.33,,P336953,8,1,,object sold
6092,P336953.8.2,%akk-x-neoass:x+x=,x]+x,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,P336953,8,2,,object sold
6093,P336953.8.3,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336953,8,3,,object sold
6094,P336953.8.4,%akk-x-neoass:GEME₂-šu₂-nu=,GEME₂-šu₂-nu,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,GEME₂-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,P336953,8,4,,object sold
6095,P336953.9.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336953,9,1,,object sold
6096,P336953.9.2,%akk-x-neoass:{1}x=,{1}[x,"['𒁹', 'X']",𒁹X,{1}[x],"['complete', 'missing']",0.5,,P336953,9,2,,object sold
6097,P336953.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336953,9,3,,object sold
6098,P336953.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336953,9,4,,object sold
6099,P336953.9.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336953,9,5,,object sold
6100,P336953.9.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336953,9,6,,object sold
6101,P336953.9.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336953,9,7,,object sold
6102,P336953.10.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336953,10,1,,object sold
