Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
4166,P337085.4.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337085,4,1,,none
4167,P337085.4.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,4,2,,none
4168,P337085.4.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,4,3,,none
4169,P337085.4.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,4,4,,none
4170,P337085.4.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,4,5,,none
4171,P337085.4.6,%akk-x-neoass:ti=,ti,['𒋾'],𒋾,ti,['complete'],0.0,,P337085,4,6,,none
4172,P337085.4.7,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337085,4,7,,none
4173,P337085.4.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,4,8,,none
4174,P337085.4.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,4,9,,none
4175,P337085.5.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P337085,5,1,,none
4176,P337085.5.2,%akk-x-neoass:{MI₂}NIN-x=,{mi₂}NIN-[x,"['𒊩', '𒊩𒌆', 'X']",𒊩𒊩𒌆X,{MI₂}NIN-[x],"['complete', 'complete', 'missing']",0.33,,P337085,5,2,,none
4177,P337085.5.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,5,3,,none
4178,P337085.5.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,5,4,,none
4179,P337085.6.1,%akk-x-neoass:in-ta-tah=,in-ta-⸢tah⸣,"['𒅔', '𒋫', '𒈭']",𒅔𒋫𒈭,in-ta-⸢tah⸣,"['complete', 'complete', 'damaged']",0.17,,P337085,6,1,,none
4180,P337085.6.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337085,6,2,,none
4181,P337085.6.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,6,3,,none
4182,P337085.6.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,6,4,,none
4183,P337085.7.1,%akk-x-neoass:kas-pu=,⸢kas-pu⸣,"['𒆜', '𒁍']",𒆜𒁍,⸢kas-pu⸣,"['damaged', 'damaged']",0.5,,P337085,7,1,,confirmation of transfer 1
4184,P337085.7.2,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337085,7,2,,none
4185,P337085.7.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,7,3,,none
4186,P337085.7.4,%akk-x-neoass:ir=,ir,['𒅕'],𒅕,ir,['complete'],0.0,,P337085,7,4,,none
4187,P337085.7.5,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P337085,7,5,,none
4188,P337085.7.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,7,6,,none
4189,P337085.7.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,7,7,,none
4190,P337085.8.1,%akk-x-neoass:ša=,⸢ša⸣,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,P337085,8,1,,penalties for litigation: contravention
4191,P337085.8.2,%akk-x-neoass:de-nu=,de-[nu,"['𒁲', '𒉡']",𒁲𒉡,de-[nu],"['complete', 'missing']",0.5,,P337085,8,2,,penalties for litigation: contravention
4192,P337085.8.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,8,3,,penalties for litigation: contravention
4193,P337085.8.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,8,4,,penalties for litigation: contravention
4194,P337085.8.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,8,5,,penalties for litigation: contravention
4195,P337085.8.6,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P337085,8,6,,penalties for litigation: contravention
4196,P337085.8.7,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P337085,8,7,,penalties for litigation: contravention
4197,P337085.8.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,8,8,,penalties for litigation: contravention
4198,P337085.8.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,8,9,,penalties for litigation: contravention
4199,P337085.9.1,%akk-x-neoass:{1}x+x=,{1}x+[x,"['𒁹', 'X', 'X']",𒁹XX,{1}x+[x],"['complete', 'complete', 'missing']",0.33,,P337085,9,1,,penalties for litigation: contravention
4200,P337085.9.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,9,2,,penalties for litigation: contravention
4201,P337085.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,9,3,,penalties for litigation: contravention
4202,P337085.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337085,9,4,,penalties for litigation: contravention
4203,P337085.9.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337085,9,5,,penalties for litigation: contravention
