Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
12635,P469195.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,1,none
12636,P469195.5.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,2,none
12637,P469195.5.3,u,x]+x,,u,"['X', 'X']",XX,[x]+x,"['missing', 'complete']",0.5,,,,P469195,5,3,none
12638,P469195.5.4,u,x+[x,,u,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,,,P469195,5,4,none
12639,P469195.5.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,5,none
12640,P469195.5.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,6,none
12641,P469195.5.7,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,7,none
12642,P469195.5.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,8,none
12643,P469195.5.9,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,9,none
12644,P469195.5.10,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P469195,5,10,none
12645,P469195.6.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,6,1,none
12646,P469195.6.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P469195,6,2,none
12647,P469195.6.3,ubtaʾʾūni[seek]V,ub]-ta-⸢ʾu⸣-u₂-[ni,,V,"['𒌒', '𒋫', '𒀪', '𒌑', '𒉌']",𒌒𒋫𒀪𒌑𒉌,[ub]-ta-⸢ʾu⸣-u₂-[ni],"['missing', 'complete', 'damaged', 'complete', 'missing']",0.5,ubtaʾʾūni,buʾʾû,seek,P469195,6,3,penalties for litigation: contravention
12648,P469195.6.4,n,0,NUMBER,n,['0'],0,[0],['missing'],1.0,,,,P469195,6,4,none
12649,P469195.7.1,u,[x],,u,['X'],X,[x],['missing'],1.0,,,,P469195,7,1,penalties for litigation: penalty
12650,P469195.7.2,manā[a unit of weight]N,⸢MA⸣.NA,,N,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.NA,"['damaged', 'complete']",0.25,manā,manû,a unit of weight,P469195,7,2,penalties for litigation: penalty
12651,P469195.7.3,ṣarpi[silver]N,⸢KUG⸣.UD,,N,"['𒆬', '𒌓']",𒆬𒌓,⸢KUG⸣.UD,"['damaged', 'complete']",0.25,ṣarpi,ṣarpu,silver,P469195,7,3,penalties for litigation: penalty
12652,P469195.7.4,n,01,NUMBER,n,['01'],01,01,['complete'],0.0,,,,P469195,7,4,penalties for litigation: penalty
