Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
14276,P336991.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336991,2,1,,seal identification
14277,P336991.2.2,%akk-x-neoass:{1}aš-šur-MU-AŠ=,{1}aš-šur-MU-AŠ,"['𒁹', '𒀸', '𒋩', '𒈬', '𒀸']",𒁹𒀸𒋩𒈬𒀸,{1}aš-šur-MU-AŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,2,2,,seal identification
14278,P336991.2.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,,P336991,2,3,,seal identification
14279,P336991.2.4,%akk-x-neoass:{1}si-lim-aš-šur=,{1}si-lim-aš-šur,"['𒁹', '𒋛', '𒅆', '𒀸', '𒋩']",𒁹𒋛𒅆𒀸𒋩,{1}si-lim-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,2,4,,seal identification
14280,P336991.2.5,%akk-x-neoass:GAL-NINDA=,GAL-NINDA,"['𒃲', '𒃻']",𒃲𒃻,GAL-NINDA,"['complete', 'complete']",0.0,,P336991,2,5,,seal identification
14281,P336991.3.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336991,3,1,,seal identification
14282,P336991.3.2,%akk-x-neoass:{1}aš-šur-A-AŠ=,{1}⸢aš-šur⸣-A-AŠ,"['𒁹', '𒀸', '𒋩', '𒀀', '𒀸']",𒁹𒀸𒋩𒀀𒀸,{1}⸢aš-šur⸣-A-AŠ,"['complete', 'damaged', 'damaged', 'complete', 'complete']",0.2,,P336991,3,2,,seal identification
14283,P336991.3.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,,P336991,3,3,,seal identification
14284,P336991.3.4,%akk-x-neoass:{1}aš-šur-SUM=,{1}aš-šur-SUM,"['𒁹', '𒀸', '𒋩', '𒋧']",𒁹𒀸𒋩𒋧,{1}aš-šur-SUM,"['complete', 'complete', 'complete', 'complete']",0.0,,P336991,3,4,,seal identification
14285,P336991.3.5,%akk-x-neoass:{LU₂}MA₂.LAH₄=,{lu₂}MA₂.LAH₄,"['𒇽', '𒈣', '𒁻']",𒇽𒈣𒁻,{LU₂}MA₂.LAH₄,"['complete', 'complete', 'complete']",0.0,,P336991,3,5,,seal identification
14286,P336991.4.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336991,4,1,,seal identification
14287,P336991.4.2,%akk-x-neoass:{1}ze-ri-ia=,{1}ze-ri-ia,"['𒁹', '𒍣', '𒊑', '𒅀']",𒁹𒍣𒊑𒅀,{1}ze-ri-ia,"['complete', 'complete', 'complete', 'complete']",0.0,,P336991,4,2,,seal identification
14288,P336991.4.3,%akk-x-neoass:A=,A,['𒀀'],𒀀,A,['complete'],0.0,,P336991,4,3,,seal identification
14289,P336991.4.4,%akk-x-neoass:{1}pal-hu-še-zib=,{1}pal-hu-še-zib,"['𒁹', '𒁄', '𒄷', '𒊺', '𒍦']",𒁹𒁄𒄷𒊺𒍦,{1}pal-hu-še-zib,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,4,4,,seal identification
14290,P336991.5.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336991,5,1,,seal identification
14291,P336991.5.2,%akk-x-neoass:UN-MEŠ=,UN-MEŠ,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,,P336991,5,2,,seal identification
14292,P336991.5.3,%akk-x-neoass:SUM-ni=,SUM-ni,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,,P336991,5,3,,seal identification
14293,P336991.8.1,%akk-x-neoass:{MI₂}se-eʾ-la-a=,{mi₂}se-eʾ-la-a,"['𒊩', '𒋛', '𒀪', '𒆷', '𒀀']",𒊩𒋛𒀪𒆷𒀀,{MI₂}se-eʾ-la-a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,8,1,,object sold
14294,P336991.8.2,%akk-x-neoass:{MI₂}DINGIR-rem₂-ut=,{mi₂}DINGIR-rem₂-ut,"['𒊩', '𒀭', '𒀖', '𒌓']",𒊩𒀭𒀖𒌓,{MI₂}DINGIR-rem₂-ut,"['complete', 'complete', 'complete', 'complete']",0.0,,P336991,8,2,,object sold
14295,P336991.8.3,%akk-x-neoass:x=,x,['X'],X,x,['complete'],0.0,,P336991,8,3,,object sold
14296,P336991.8.4,%akk-x-neoass:x=,x,['X'],X,x,['complete'],0.0,,P336991,8,4,,object sold
14297,P336991.8.5,%akk-x-neoass:a=,a,['𒀀'],𒀀,a,['complete'],0.0,,P336991,8,5,,object sold
14298,P336991.9.1,%akk-x-neoass:{MI₂}DINGIR-DU₃=,{mi₂}DINGIR-DU₃,"['𒊩', '𒀭', '𒆕']",𒊩𒀭𒆕,{MI₂}DINGIR-DU₃,"['complete', 'complete', 'complete']",0.0,,P336991,9,1,,object sold
14299,P336991.9.2,%akk-x-neoass:x=,x,['X'],X,x,['complete'],0.0,,P336991,9,2,,object sold
14300,P336991.9.3,%akk-x-neoass:x=,x,['X'],X,x,['complete'],0.0,,P336991,9,3,,object sold
14301,P336991.9.4,%akk-x-neoass:{1}qi₂-bit-aš-šur=,{1}qi₂-bit-aš-šur,"['𒁹', '𒆠', '𒂍', '𒀸', '𒋩']",𒁹𒆠𒂍𒀸𒋩,{1}qi₂-bit-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,9,4,,object sold
14302,P336991.10.1,%akk-x-neoass:PAB=,⸢PAB⸣,['𒉽'],𒉽,⸢PAB⸣,['damaged'],0.5,,P336991,10,1,,object sold
14303,P336991.10.2,%akk-x-neoass:04=,04,['0₄'],0₄,04,['complete'],0.0,,P336991,10,2,,object sold
14304,P336991.10.3,%akk-x-neoass:ZI-MEŠ=,ZI-MEŠ,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI-MEŠ,"['complete', 'complete']",0.0,,P336991,10,3,,object sold
14305,P336991.10.4,%akk-x-neoass:ša=,⸢ša,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,,P336991,10,4,,object sold
14306,P336991.10.5,%akk-x-neoass:LU₂-MEŠ-e=,LU₂⸣-MEŠ-e,"['𒇽', '𒈨𒌍', '𒂊']",𒇽𒈨𒌍𒂊,⸢LU₂⸣-MEŠ-e,"['damaged', 'complete', 'complete']",0.17,,P336991,10,5,,object sold
14307,P336991.10.6,%akk-x-neoass:an-nu-te=,an-nu-te,"['𒀭', '𒉡', '𒋼']",𒀭𒉡𒋼,an-nu-te,"['complete', 'complete', 'complete']",0.0,,P336991,10,6,,object sold
14308,P336991.11.1,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336991,11,1,,initiation of transaction
14309,P336991.11.2,%akk-x-neoass:{1}ki-ṣir-aš-šur=,{1}ki-ṣir-aš-šur,"['𒁹', '𒆠', '𒈲', '𒀸', '𒋩']",𒁹𒆠𒈲𒀸𒋩,{1}ki-ṣir-aš-šur,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,11,2,,initiation of transaction
14310,P336991.12.1,%akk-x-neoass:{1}aš-šur-še-ha=,{1}aš-šur-še-ha,"['𒁹', '𒀸', '𒋩', '𒊺', '𒄩']",𒁹𒀸𒋩𒊺𒄩,{1}aš-šur-še-ha,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,12,1,,initiation of transaction
14311,P336991.12.2,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336991,12,2,,initiation of transaction
14312,P336991.12.3,%akk-x-neoass:{1}ka-x=,{1}ka-[x,"['𒁹', '𒅗', 'X']",𒁹𒅗X,{1}ka-[x],"['complete', 'complete', 'missing']",0.33,,P336991,12,3,,initiation of transaction
14313,P336991.12.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336991,12,4,,initiation of transaction
14314,P336991.15.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,P336991,15,1,,penalties for litigation: contravention
14315,P336991.15.2,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,,P336991,15,2,,penalties for litigation: contravention
14316,P336991.15.3,%akk-x-neoass:DUMU-MEŠ-šu₂=,DUMU-MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,P336991,15,3,,penalties for litigation: contravention
14317,P336991.17.1,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P336991,17,1,,penalties for litigation: contravention
14318,P336991.17.2,%akk-x-neoass:DUMU-DUMU-MEŠ-šu₂-nu=,DUMU-DUMU-MEŠ-šu₂-nu,"['𒌉', '𒌉', '𒈨𒌍', '𒋙', '𒉡']",𒌉𒌉𒈨𒌍𒋙𒉡,DUMU-DUMU-MEŠ-šu₂-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336991,17,2,,penalties for litigation: contravention
14319,P336991.17.3,%akk-x-neoass:ub-ta-u-ni=,ub-ta-u-ni,"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,ub-ta-u-ni,"['complete', 'complete', 'complete', 'complete']",0.0,,P336991,17,3,,penalties for litigation: contravention
14320,P336991.18.1,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336991,18,1,,penalties for litigation: penalty
14321,P336991.18.2,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336991,18,2,,penalties for litigation: penalty
14322,P336991.18.3,%akk-x-neoass:10-MEŠ-te=,10-MEŠ-te,"['𒌋', '𒈨𒌍', '𒋼']",𒌋𒈨𒌍𒋼,10-MEŠ-te,"['complete', 'complete', 'complete']",0.0,,P336991,18,3,,penalties for litigation: penalty
14323,P336991.18.4,%akk-x-neoass:a-na=,a-⸢na⸣,"['𒀀', '𒈾']",𒀀𒈾,a-⸢na⸣,"['complete', 'damaged']",0.25,,P336991,18,4,,penalties for litigation: penalty
14324,P336991.18.5,%akk-x-neoass:EN-šu₂=,EN-šu₂,"['𒂗', '𒋙']",𒂗𒋙,EN-šu₂,"['complete', 'complete']",0.0,,P336991,18,5,,penalties for litigation: penalty
14325,P336991.18.6,%akk-x-neoass:GUR=,GUR,['𒄥'],𒄥,GUR,['complete'],0.0,,P336991,18,6,,penalties for litigation: penalty
14326,P336991.19.1,%akk-x-neoass:a-na=,[a]-⸢na⸣,"['𒀀', '𒈾']",𒀀𒈾,[a]-⸢na⸣,"['missing', 'damaged']",0.75,,P336991,19,1,,penalties for litigation: penalty
14327,P336991.19.2,%akk-x-neoass:de-ni-šu₂=,de-ni-šu₂,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,de-ni-šu₂,"['complete', 'complete', 'complete']",0.0,,P336991,19,2,,penalties for litigation: penalty
14328,P336991.19.3,%akk-x-neoass:i-da-bu-ma=,i-da-bu-ma,"['𒄿', '𒁕', '𒁍', '𒈠']",𒄿𒁕𒁍𒈠,i-da-bu-ma,"['complete', 'complete', 'complete', 'complete']",0.0,,P336991,19,3,,penalties for litigation: penalty
14329,P336991.19.4,%akk-x-neoass:la₃=,la₃,['𒉡'],𒉡,la₃,['complete'],0.0,,P336991,19,4,,penalties for litigation: penalty
14330,P336991.19.5,%akk-x-neoass:TI=,TI,['𒋾'],𒋾,TI,['complete'],0.0,,P336991,19,5,,penalties for litigation: penalty
14331,P336991.20.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,,P336991,20,1,,guarantee clauses for slaves
14332,P336991.20.2,%akk-x-neoass:ši-i-hi=,ši-i-hi,"['𒅆', '𒄿', '𒄭']",𒅆𒄿𒄭,ši-i-hi,"['complete', 'complete', 'complete']",0.0,,P336991,20,2,,guarantee clauses for slaves
14333,P336991.20.3,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336991,20,3,,guarantee clauses for slaves
