Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
8561,P336899.3.1,%akk-x-neoass:{MI₂}{d}ur-ki-tu-šar-ra-at=,{mi₂}{d}ur-ki-tu-šar-ra-[at],"['𒊩', '𒀭', '𒌨', '𒆠', '𒌅', '𒊬', '𒊏', '𒀜']",𒊩𒀭𒌨𒆠𒌅𒊬𒊏𒀜,{MI₂}{d}ur-ki-tu-šar-ra-[at],"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.12,,P336899,3,1,,object sold
8562,P336899.4.1,%akk-x-neoass:DUMU.MI₂-su=,DUMU.MI₂-su,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-su,"['complete', 'complete', 'complete']",0.0,,P336899,4,1,,object sold
8563,P336899.4.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,ša₂,['complete'],0.0,,P336899,4,2,,object sold
8564,P336899.4.3,%akk-x-neoass:{1}EN-PAB-MEŠ=,{1}EN-PAB-MEŠ,"['𒁹', '𒂗', '𒉽', '𒈨𒌍']",𒁹𒂗𒉽𒈨𒌍,{1}EN-PAB-MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,,P336899,4,3,,object sold
8565,P336899.5.1,%akk-x-neoass:{1}kab-lu-{d}aš-šur-aṣ-ba-at=,{1}kab-lu-{d}aš-šur-aṣ-ba-[at],"['𒁹', '𒆏', '𒇻', '𒀭', '𒀸', '𒋩', '𒊍', '𒁀', '𒀜']",𒁹𒆏𒇻𒀭𒀸𒋩𒊍𒁀𒀜,{1}kab-lu-{d}aš-šur-aṣ-ba-[at],"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'missing']",0.11,,P336899,5,1,,other clauses
8566,P336899.6.1,%akk-x-neoass:EN-ŠU.2-MEŠ=,EN-ŠU.2-MEŠ,"['𒂗', '𒋗', '𒈫', '𒈨𒌍']",𒂗𒋗𒈫𒈨𒌍,EN-ŠU.2-MEŠ,"['complete', 'complete', 'complete', 'complete']",0.0,,P336899,6,1,,other clauses
8567,P336899.6.2,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336899,6,2,,initiation of transaction
8568,P336899.7.1,%akk-x-neoass:{1}{URU}li-bi-ru-a.a=,{1}{uru]}li-bi-ru-⸢a.a⸣,"['𒁹', '𒌷', '𒇷', '𒁉', '𒊒', '𒀀', '𒀀']",𒁹𒌷𒇷𒁉𒊒𒀀𒀀,{[1]}{[URU]}li-bi-ru-⸢a⸣.⸢a⸣,"['missing', 'missing', 'complete', 'complete', 'complete', 'damaged', 'damaged']",0.43,,P336899,7,1,,initiation of transaction
8569,P336899.8.1,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336899,8,1,,price
8570,P336899.8.2,%akk-x-neoass:ŠA₃=,ŠA₃],['𒊮'],𒊮,[ŠA₃],['missing'],1.0,,P336899,8,2,,price
8571,P336899.8.3,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336899,8,3,,price
8572,P336899.8.4,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P336899,8,4,,price
8573,P336899.8.5,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336899,8,5,,price
8574,P336899.8.6,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P336899,8,6,,price
8575,P336899.9.1,%akk-x-neoass:KU₃.BABBAR=,[KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,P336899,9,1,,price
8576,P336899.9.2,%akk-x-neoass:il-qi=,il]-⸢qi⸣,"['𒅋', '𒆥']",𒅋𒆥,[il]-⸢qi⸣,"['missing', 'damaged']",0.75,,P336899,9,2,,completion of transaction
8577,P336899.9.3,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336899,9,3,,confirmation of transfer 1
8578,P336899.10.1,%akk-x-neoass:gam-mur=,[gam-mur,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,,P336899,10,1,,confirmation of transfer 1
8579,P336899.10.2,%akk-x-neoass:ta-din=,ta-din],"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,,P336899,10,2,,confirmation of transfer 1
8580,P336899.10.3,%akk-x-neoass:MI₂=,⸢MI₂,['𒊩'],𒊩,⸢MI₂⸣,['damaged'],0.5,,P336899,10,3,,confirmation of transfer 2
8581,P336899.10.4,%akk-x-neoass:šu-a-te=,šu⸣-a-te,"['𒋗', '𒀀', '𒋼']",𒋗𒀀𒋼,⸢šu⸣-a-te,"['damaged', 'complete', 'complete']",0.17,,P336899,10,4,,confirmation of transfer 2
8582,P336899.14.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336899,14,1,,none
8583,P336899.14.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336899,14,2,,none
8584,P336899.14.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336899,14,3,,none
8585,P336899.14.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336899,14,4,,none
8586,P336899.14.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336899,14,5,,none
8587,P336899.14.6,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336899,14,6,,none
8588,P336899.15.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336899,15,1,,none
