Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
18341,P336913.3.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336913,3,1,,none
18342,P336913.3.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336913,3,2,,none
18343,P336913.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336913,3,3,,none
18344,P336913.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336913,3,4,,none
18345,P336913.3.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336913,3,5,,none
18346,P336913.3.6,%akk-x-neoass:x+x-15=,x]+x-15,"['X', 'X', '𒌋𒐊']",XX𒌋𒐊,[x]+x-15,"['missing', 'complete', 'complete']",0.33,,P336913,3,6,,none
18347,P336913.4.1,%akk-x-neoass:ARAD-šu₂=,[ARAD-šu₂,"['𒀴', '𒋙']",𒀴𒋙,[ARAD-šu₂],"['missing', 'missing']",1.0,,P336913,4,1,,object sold
18348,P336913.4.2,%akk-x-neoass:ša₂=,ša₂,['𒃻'],𒃻,[ša₂],['missing'],1.0,,P336913,4,2,,object sold
18349,P336913.4.3,%akk-x-neoass:{1}man-nu-a-ki-aš-šur=,{1}man-nu]-a-ki-aš-šur,"['𒁹', '𒌋𒌋', '𒉡', '𒀀', '𒆠', '𒀸', '𒋩']",𒁹𒌋𒌋𒉡𒀀𒆠𒀸𒋩,{[1]}[man-nu]-a-ki-aš-šur,"['missing', 'missing', 'missing', 'complete', 'complete', 'complete', 'complete']",0.43,,P336913,4,3,,object sold
18350,P336913.5.1,%akk-x-neoass:u₂-piš-ma=,[u₂]-⸢piš⸣-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂]-⸢piš⸣-ma,"['missing', 'damaged', 'complete']",0.5,,P336913,5,1,,initiation of transaction
18351,P336913.5.2,%akk-x-neoass:{1}NUMUN-i=,{1}NUMUN-i,"['𒁹', '𒆰', '𒄿']",𒁹𒆰𒄿,{1}NUMUN-i,"['complete', 'complete', 'complete']",0.0,,P336913,5,2,,initiation of transaction
18352,P336913.6.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336913,6,1,,price
18353,P336913.6.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P336913,6,2,,price
18354,P336913.6.3,%akk-x-neoass:30=,30,['𒌍'],𒌍,30,['complete'],0.0,,P336913,6,3,,price
18355,P336913.6.4,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P336913,6,4,,price
18356,P336913.6.5,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P336913,6,5,,price
18357,P336913.7.1,%akk-x-neoass:il-qi=,il-qi,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,P336913,7,1,,completion of transaction
18358,P336913.7.2,%akk-x-neoass:kas-pi=,kas-pi,"['𒆜', '𒉿']",𒆜𒉿,kas-pi,"['complete', 'complete']",0.0,,P336913,7,2,,confirmation of transfer 1
18359,P336913.7.3,%akk-x-neoass:ga-mur=,ga-mur,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,,P336913,7,3,,confirmation of transfer 1
18360,P336913.8.1,%akk-x-neoass:ta-din=,ta-din,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,,P336913,8,1,,confirmation of transfer 1
18361,P336913.8.2,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,P336913,8,2,,exclusion of litigation
18362,P336913.8.3,%akk-x-neoass:de-nu=,de-nu,"['𒁲', '𒉡']",𒁲𒉡,de-nu,"['complete', 'complete']",0.0,,P336913,8,3,,exclusion of litigation
18363,P336913.9.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,P336913,9,1,,exclusion of litigation
18364,P336913.9.2,%akk-x-neoass:la-a-šu₂=,la-a-šu₂,"['𒆷', '𒀀', '𒋙']",𒆷𒀀𒋙,la-a-šu₂,"['complete', 'complete', 'complete']",0.0,,P336913,9,2,,exclusion of litigation
18365,P336913.10.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336913,10,1,,penalties for litigation: contravention
18366,P336913.10.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336913,10,2,,penalties for litigation: contravention
18367,P336913.10.3,%akk-x-neoass:i-pa-rik₂-u-ni=,i-pa-rik₂-u-ni,"['𒄿', '𒉺', '𒍮', '𒌋', '𒉌']",𒄿𒉺𒍮𒌋𒉌,i-pa-rik₂-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336913,10,3,,penalties for litigation: contravention
