Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
8692,P336921.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336921,2,1,,seal identification
8693,P336921.2.2,%akk-x-neoass:{1}suk-ka-a=,{1}suk-ka-a,"['𒁹', '𒆹', '𒅗', '𒀀']",𒁹𒆹𒅗𒀀,{1}suk-ka-a,"['complete', 'complete', 'complete', 'complete']",0.0,,P336921,2,2,,seal identification
8694,P336921.4.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336921,4,1,,seal identification
8695,P336921.4.2,%akk-x-neoass:{1}ga-x=,{1}ga-[x,"['𒁹', '𒂵', 'X']",𒁹𒂵X,{1}ga-[x],"['complete', 'complete', 'missing']",0.33,,P336921,4,2,,seal identification
8696,P336921.4.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336921,4,3,,seal identification
8697,P336921.4.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336921,4,4,,seal identification
8698,P336921.5.1,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336921,5,1,,seal identification
8699,P336921.5.2,%akk-x-neoass:{URU}ŠE-x+x=,{uru}ŠE-x+[x,"['𒌷', '𒊺', 'X', 'X']",𒌷𒊺XX,{URU}ŠE-x+[x],"['complete', 'complete', 'complete', 'missing']",0.25,,P336921,5,2,,seal identification
8700,P336921.5.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336921,5,3,,seal identification
8701,P336921.5.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336921,5,4,,seal identification
8702,P336921.6.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336921,6,1,,seal identification
8703,P336921.6.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,,P336921,6,2,,seal identification
8704,P336921.6.3,%akk-x-neoass:SUM-a-ni=,⸢SUM⸣-[a-ni],"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,⸢SUM⸣-[a-ni],"['damaged', 'missing', 'missing']",0.83,,P336921,6,3,,seal identification
8705,P336921.8.1,%akk-x-neoass:u₂-piš-ma=,⸢u₂⸣-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,⸢u₂⸣-piš-ma,"['damaged', 'complete', 'complete']",0.17,,P336921,8,1,,initiation of transaction
8706,P336921.8.2,%akk-x-neoass:{1}x=,{1}x,"['𒁹', 'X']",𒁹X,{[1]}[x],"['missing', 'missing']",1.0,,P336921,8,2,,initiation of transaction
8707,P336921.8.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336921,8,3,,initiation of transaction
8708,P336921.8.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336921,8,4,,initiation of transaction
8709,P336921.9.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336921,9,1,,price
8710,P336921.9.2,%akk-x-neoass:ŠA₃-bi=,[ŠA₃]-⸢bi⸣,"['𒊮', '𒁉']",𒊮𒁉,[ŠA₃]-⸢bi⸣,"['missing', 'damaged']",0.75,,P336921,9,2,,price
8711,P336921.9.3,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336921,9,3,,price
8712,P336921.9.4,%akk-x-neoass:MA.NA=,⸢MA.NA⸣,"['𒈠', '𒈾']",𒈠𒈾,⸢MA⸣.⸢NA⸣,"['damaged', 'damaged']",0.5,,P336921,9,4,,price
8713,P336921.9.5,%akk-x-neoass:KU₃.BABBAR=,[KU₃.BABBAR],"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,P336921,9,5,,price
8714,P336921.10.1,%akk-x-neoass:il-qi=,⸢il⸣-[qi,"['𒅋', '𒆥']",𒅋𒆥,⸢il⸣-[qi],"['damaged', 'missing']",0.75,,P336921,10,1,,completion of transaction
8715,P336921.10.2,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,,P336921,10,2,,confirmation of transfer 1
8716,P336921.10.3,%akk-x-neoass:gam-mur=,gam-mur,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,,P336921,10,3,,confirmation of transfer 1
8717,P336921.10.4,%akk-x-neoass:ta-din=,ta-din],"['𒋫', '𒁷']",𒋫𒁷,[ta-din],"['missing', 'missing']",1.0,,P336921,10,4,,confirmation of transfer 1
8718,P336921.13.1,%akk-x-neoass:tu-a-ru=,⸢tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,⸢tu-a-ru⸣,"['damaged', 'damaged', 'damaged']",0.5,,P336921,13,1,,exclusion of litigation
8719,P336921.13.2,%akk-x-neoass:de-ni=,de-ni⸣,"['𒁲', '𒉌']",𒁲𒉌,⸢de-ni⸣,"['damaged', 'damaged']",0.5,,P336921,13,2,,exclusion of litigation
8720,P336921.13.3,%akk-x-neoass:0=,0,['0'],0,[0],['missing'],1.0,,P336921,13,3,,exclusion of litigation
8721,P336921.15.1,%akk-x-neoass:DUG₄.DUG₄=,⸢DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,⸢DUG₄⸣.⸢DUG₄⸣,"['damaged', 'damaged']",0.5,,P336921,15,1,,exclusion of litigation
8722,P336921.15.2,%akk-x-neoass:la-a-šu₂=,la⸣-[a-šu₂],"['𒆷', '𒀀', '𒋙']",𒆷𒀀𒋙,⸢la⸣-[a-šu₂],"['damaged', 'missing', 'missing']",0.83,,P336921,15,2,,exclusion of litigation
8723,P336921.16.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336921,16,1,,penalties for litigation: contravention
8724,P336921.16.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336921,16,2,,penalties for litigation: contravention
8725,P336921.16.3,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336921,16,3,,penalties for litigation: contravention
8726,P336921.16.4,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P336921,16,4,,penalties for litigation: contravention
8727,P336921.16.5,%akk-x-neoass:ina=,[ina,['𒀸'],𒀸,[ina],['missing'],1.0,,P336921,16,5,,penalties for litigation: contravention
8728,P336921.16.6,%akk-x-neoass:ma-te-ma=,ma-te-ma],"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,[ma-te-ma],"['missing', 'missing', 'missing']",1.0,,P336921,16,6,,penalties for litigation: contravention
8729,P336921.17.1,%akk-x-neoass:KA=,KA,['𒅗'],𒅗,KA,['complete'],0.0,,P336921,17,1,,penalties for litigation: contravention
8730,P336921.17.2,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,17,2,,penalties for litigation: contravention
8731,P336921.17.3,%akk-x-neoass:ku=,ku,['𒆪'],𒆪,ku,['complete'],0.0,,P336921,17,3,,penalties for litigation: contravention
8732,P336921.17.4,%akk-x-neoass:10=,10,['𒌋'],𒌋,10,['complete'],0.0,,P336921,17,4,,penalties for litigation: penalty
8733,P336921.17.5,%akk-x-neoass:MA.NA=,[MA.NA,"['𒈠', '𒈾']",𒈠𒈾,[MA].[NA],"['missing', 'missing']",1.0,,P336921,17,5,,penalties for litigation: penalty
8734,P336921.17.6,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR],"['𒆬', '𒌓']",𒆬𒌓,[KU₃].[BABBAR],"['missing', 'missing']",1.0,,P336921,17,6,,penalties for litigation: penalty
8735,P336921.18.1,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,,P336921,18,1,,penalties for litigation: penalty
8736,P336921.18.2,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P336921,18,2,,penalties for litigation: penalty
8737,P336921.18.3,%akk-x-neoass:KU₃.GI=,KU₃.⸢GI⸣,"['𒆬', '𒄀']",𒆬𒄀,KU₃.⸢GI⸣,"['complete', 'damaged']",0.25,,P336921,18,3,,penalties for litigation: penalty
8738,P336921.18.4,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336921,18,4,,penalties for litigation: penalty
8739,P336921.18.5,%akk-x-neoass:bur-ki=,bur-[ki,"['𒁓', '𒆠']",𒁓𒆠,bur-[ki],"['complete', 'missing']",0.5,,P336921,18,5,,penalties for litigation: penalty
8740,P336921.18.6,%akk-x-neoass:{d}NIN.LIL₂=,{d}NIN.LIL₂],"['𒀭', '𒊩𒌆', '𒆤']",𒀭𒊩𒌆𒆤,{[d]}[NIN].[LIL₂],"['missing', 'missing', 'missing']",1.0,,P336921,18,6,,penalties for litigation: penalty
8741,P336921.19.1,%akk-x-neoass:SUM-a-ni=,SUM-a-ni,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,SUM-a-ni,"['complete', 'complete', 'complete']",0.0,,P336921,19,1,,penalties for litigation: penalty
8742,P336921.19.2,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336921,19,2,,penalties for litigation: penalty
8743,P336921.19.3,%akk-x-neoass:10-a.a=,10-a.[a,"['𒌋', '𒀀', '𒀀']",𒌋𒀀𒀀,10-a.[a],"['complete', 'complete', 'missing']",0.33,,P336921,19,3,,penalties for litigation: penalty
8744,P336921.19.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336921,19,4,,penalties for litigation: penalty
8745,P336921.19.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336921,19,5,,penalties for litigation: penalty
8746,P336921.20.1,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,20,1,,penalties for litigation: penalty
8747,P336921.20.2,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,20,2,,penalties for litigation: penalty
8748,P336921.20.3,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,20,3,,penalties for litigation: penalty
8749,P336921.20.4,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,20,4,,penalties for litigation: penalty
8750,P336921.20.5,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336921,20,5,,penalties for litigation: penalty
8751,P336921.20.6,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336921,20,6,,penalties for litigation: penalty
8752,P336921.20.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336921,20,7,,penalties for litigation: penalty
8753,P336921.20.8,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336921,20,8,,penalties for litigation: penalty
8754,P336921.21.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336921,21,1,,penalties for litigation: penalty
