Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
10511,P336934.4.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336934,4,1,,penalties for litigation: contravention
10512,P336934.4.2,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336934,4,2,,penalties for litigation: contravention
10513,P336934.4.3,%akk-x-neoass:ur-kiš=,ur-kiš,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,,P336934,4,3,,penalties for litigation: contravention
10514,P336934.4.4,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336934,4,4,,penalties for litigation: contravention
10515,P336934.4.5,%akk-x-neoass:mat-e-ma=,mat-e-ma,"['𒆳', '𒂊', '𒈠']",𒆳𒂊𒈠,mat-e-ma,"['complete', 'complete', 'complete']",0.0,,P336934,4,5,,penalties for litigation: contravention
10516,P336934.5.1,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P336934,5,1,,penalties for litigation: contravention
10517,P336934.5.2,%akk-x-neoass:{1}i-li-i=,{1}i-li-i,"['𒁹', '𒄿', '𒇷', '𒄿']",𒁹𒄿𒇷𒄿,{1}i-li-i,"['complete', 'complete', 'complete', 'complete']",0.0,,P336934,5,2,,penalties for litigation: contravention
10518,P336934.5.3,%akk-x-neoass:lu=,lu,['𒇻'],𒇻,lu,['complete'],0.0,,P336934,5,3,,penalties for litigation: contravention
10519,P336934.5.4,%akk-x-neoass:EGIR-MEŠ-šu₂=,EGIR-MEŠ-⸢šu₂⸣,"['𒂕', '𒈨𒌍', '𒋙']",𒂕𒈨𒌍𒋙,EGIR-MEŠ-⸢šu₂⸣,"['complete', 'complete', 'damaged']",0.17,,P336934,5,4,,penalties for litigation: contravention
10520,P336934.6.1,%akk-x-neoass:de-e-nu=,⸢de⸣-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de⸣-e-nu,"['damaged', 'complete', 'complete']",0.17,,P336934,6,1,,penalties for litigation: contravention
10521,P336934.6.2,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,P336934,6,2,,penalties for litigation: contravention
10522,P336934.7.1,%akk-x-neoass:TA=,[TA,['𒋫'],𒋫,[TA],['missing'],1.0,,P336934,7,1,,penalties for litigation: contravention
10523,P336934.7.2,%akk-x-neoass:{1}x-e-10=,{1}x]-e-10,"['𒁹', 'X', '𒂊', '𒌋']",𒁹X𒂊𒌋,{[1]}[x]-e-10,"['missing', 'missing', 'complete', 'complete']",0.5,,P336934,7,2,,penalties for litigation: contravention
10524,P336934.7.3,%akk-x-neoass:DUMU-MEŠ-šu₂=,DUMU-MEŠ-šu₂,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,,P336934,7,3,,penalties for litigation: contravention
10525,P336934.8.1,%akk-x-neoass:ub-ta-u-ni=,[ub-ta-u-ni],"['𒌒', '𒋫', '𒌋', '𒉌']",𒌒𒋫𒌋𒉌,[ub-ta-u-ni],"['missing', 'missing', 'missing', 'missing']",1.0,,P336934,8,1,,penalties for litigation: contravention
10526,P336934.8.2,%akk-x-neoass:01=,01,['01'],01,⸢01⸣,['damaged'],0.5,,P336934,8,2,,penalties for litigation: penalty
10527,P336934.8.3,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P336934,8,3,,penalties for litigation: penalty
10528,P336934.8.4,%akk-x-neoass:KU₃.BABBAR-MEŠ=,KU₃.BABBAR-MEŠ,"['𒆬', '𒌓', '𒈨𒌍']",𒆬𒌓𒈨𒌍,KU₃.BABBAR-MEŠ,"['complete', 'complete', 'complete']",0.0,,P336934,8,4,,penalties for litigation: penalty
10529,P336934.8.5,%akk-x-neoass:LUH-u=,LUH-u,"['𒈛', '𒌋']",𒈛𒌋,LUH-u,"['complete', 'complete']",0.0,,P336934,8,5,,penalties for litigation: penalty
10530,P336934.9.1,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336934,9,1,,penalties for litigation: penalty
10531,P336934.9.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336934,9,2,,penalties for litigation: penalty
10532,P336934.9.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336934,9,3,,penalties for litigation: penalty
10533,P336934.9.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336934,9,4,,penalties for litigation: penalty
10534,P336934.9.5,%akk-x-neoass:x-MEŠ=,x]-MEŠ,"['X', '𒈨𒌍']",X𒈨𒌍,[x]-MEŠ,"['missing', 'complete']",0.5,,P336934,9,5,,penalties for litigation: penalty
10535,P336934.9.6,%akk-x-neoass:x=,⸢x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336934,9,6,,penalties for litigation: penalty
