Unnamed: 0,ref,frag,inst,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,lang,text,line,word,annotation
30922,P335408.2.1,[ṣu-pur,ṣupur[fingernail]N,,N,"['𒍮', '𒁓']",𒍮𒁓,[ṣu-pur],"['missing', 'missing']",1.0,ṣupur,ṣupru,fingernail,,P335408,2,1,seal identification
30923,P335408.2.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,2,seal identification
30924,P335408.2.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,3,seal identification
30925,P335408.2.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,4,seal identification
30926,P335408.2.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,5,seal identification
30927,P335408.2.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,6,seal identification
30928,P335408.2.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,7,seal identification
30929,P335408.2.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,2,8,seal identification
30930,P335408.2.9,{1}ur-bu-ru,Urburu[1]PN$,PN,PN,"['𒁹', '𒌨', '𒁍', '𒊒']",𒁹𒌨𒁍𒊒,{1}ur-bu-ru,"['complete', 'complete', 'complete', 'complete']",0.0,Urburu,Urburu,1,,P335408,2,9,seal identification
30931,P335408.3.1,[DUMU,mār[son]N,,N,['𒌉'],𒌉,[DUMU],['missing'],1.0,mār,māru,son,,P335408,3,1,seal identification
30932,P335408.3.2,{1}li-pu-u₂-gu,Lipugu[1]PN$,PN,PN,"['𒁹', '𒇷', '𒁍', '𒌑', '𒄖']",𒁹𒇷𒁍𒌑𒄖,{[1]}[li-pu-u₂-gu],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,Lipugu,Lipugu,1,,P335408,3,2,seal identification
30933,P335408.3.3,{lu₂}{d]}⸢ALAD⸣,šēdu[protective deity]N$,,N,"['𒇽', '𒀭', '𒆘']",𒇽𒀭𒆘,{[LU₂]}{[d]}⸢ALAD⸣,"['missing', 'missing', 'damaged']",0.83,šēdu,šēdu,protective deity,,P335408,3,3,seal identification
30934,P335408.3.4,ša₂,ša[of]DET,,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P335408,3,4,seal identification
30935,P335408.3.5,{uru}kar—{d}U.GUR,Kar-Nergal[1]GN$,GN,GN,"['𒌷', '𒋼𒀀', '𒀭', '𒌋', '𒄥']",𒌷𒋼𒀀𒀭𒌋𒄥,{URU}kar-{d}U.GUR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kar-Nergal,Kar-Nergal,1,,P335408,3,5,seal identification
30936,P335408.4.1,[x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,1,seal identification
30937,P335408.4.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,2,seal identification
30938,P335408.4.3,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,3,seal identification
30939,P335408.4.4,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,4,seal identification
30940,P335408.4.5,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,5,seal identification
30941,P335408.4.6,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,6,seal identification
30942,P335408.4.7,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,7,seal identification
30943,P335408.4.8,x],u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,4,8,seal identification
30944,P335408.4.9,{⸢kur⸣}ga-su-pi,Gasupi[1]GN$,GN,GN,"['𒆳', '𒂵', '𒋢', '𒉿']",𒆳𒂵𒋢𒉿,{⸢KUR⸣}ga-su-pi,"['damaged', 'complete', 'complete', 'complete']",0.12,Gasupi,Gasupi,1,,P335408,4,9,seal identification
30945,P335408.8.1,[E₂,bētu[plot of land]N,,N,['𒂍'],𒂍,[E₂],['missing'],1.0,bētu,bītu,plot of land,,P335408,8,1,object sold
30946,P335408.8.2,x,u,,u,['x'],x,[x],['missing'],1.0,,,,,P335408,8,2,object sold
30947,P335408.8.3,ANŠE,imārī[a unit of capacity]N,,N,['𒀲'],𒀲,[ANŠE],['missing'],1.0,imārī,imēru,a unit of capacity,,P335408,8,3,object sold
30948,P335408.8.4,A.ŠA₃,eqlu[land]N,,N,"['𒀀', '𒊮']",𒀀𒊮,[A].[ŠA₃],"['missing', 'missing']",1.0,eqlu,eqlu,land,,P335408,8,4,object sold
30949,P335408.8.5,ina],ina[in]PRP,,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,P335408,8,5,object sold
30950,P335408.8.6,u₂-šal-li,ušalli[meadow]N,,N,"['𒌑', '𒊩', '𒇷']",𒌑𒊩𒇷,u₂-šal-li,"['complete', 'complete', 'complete']",0.0,ušalli,ušallu,meadow,,P335408,8,6,object sold
30951,P335408.8.7,ša₂,ša[of]DET,,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,P335408,8,7,object sold
