Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
6061,P224601.5.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,1,none
6062,P224601.5.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,2,none
6063,P224601.5.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,3,none
6064,P224601.5.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,4,none
6065,P224601.5.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,5,none
6066,P224601.5.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,6,none
6067,P224601.5.7,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,7,none
6068,P224601.5.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,8,none
6069,P224601.5.9,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,9,none
6070,P224601.5.10,u,⸢x,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P224601,5,10,none
6071,P224601.5.11,u,x,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P224601,5,11,none
6072,P224601.5.12,u,x⸣,,u,['X'],X,⸢x⸣,['damaged'],0.5,,,,P224601,5,12,none
6073,P224601.5.13,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,13,none
6074,P224601.5.14,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224601,5,14,none
6075,P224601.6.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,1,none
6076,P224601.6.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,2,none
6077,P224601.6.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,3,none
6078,P224601.6.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,4,none
6079,P224601.6.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,5,none
6080,P224601.6.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,6,none
6081,P224601.6.7,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,7,none
6082,P224601.6.8,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,8,none
6083,P224601.6.9,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,9,none
6084,P224601.6.10,iddan[give]V,SUM-an,,V,"['𒋧', '𒀭']",𒋧𒀭,SUM-an,"['complete', 'complete']",0.0,iddan,tadānu,give,P224601,6,10,penalties for litigation: penalty
6085,P224601.6.11,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,11,penalties for litigation: penalty
6086,P224601.6.12,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224601,6,12,penalties for litigation: penalty
6087,P224601.7.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,7,1,penalties for litigation: penalty
6088,P224601.7.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,7,2,penalties for litigation: penalty
6089,P224601.7.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,7,3,penalties for litigation: penalty
6090,P224601.7.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,7,4,penalties for litigation: penalty
6091,P224601.7.5,ešrātīšu[tenfold]AV,10-⸢MEŠ⸣-šu₂,,AV,"['𒌋', '𒈨𒌍', '𒋙']",𒌋𒈨𒌍𒋙,[10]-⸢MEŠ⸣-šu₂,"['missing', 'damaged', 'complete']",0.5,ešrātīšu,ešriātu,tenfold,P224601,7,5,penalties for litigation: penalty
6092,P224601.7.6,ana[to]PRP,a-na,,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,P224601,7,6,penalties for litigation: penalty
6093,P224601.7.7,bēlīšu[owner]N,EN-šu,,N,"['𒂗', '𒋗']",𒂗𒋗,EN-šu,"['complete', 'complete']",0.0,bēlīšu,bēlu,owner,P224601,7,7,penalties for litigation: penalty
6094,P224601.7.8,utâr[return]V,⸢GUR⸣,,V,['𒄥'],𒄥,⸢GUR⸣,['damaged'],0.5,utâr,târu,return,P224601,7,8,penalties for litigation: penalty
6095,P224601.8.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,8,1,penalties for litigation: penalty
6096,P224601.8.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,8,2,penalties for litigation: penalty
6097,P224601.8.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,8,3,penalties for litigation: penalty
6098,P224601.8.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224601,8,4,penalties for litigation: penalty
6099,P224601.8.5,u,x],,u,['X'],X,[x],['missing'],1.0,,,,P224601,8,5,penalties for litigation: penalty
6100,P224601.8.6,idabbubma[contest]V,⸢DUG₄⸣.DUG₄-ma,,V,"['𒅗', '𒅗', '𒈠']",𒅗𒅗𒈠,⸢DUG₄⸣.DUG₄-ma,"['damaged', 'complete', 'complete']",0.17,idabbubma,dabābu,contest,P224601,8,6,penalties for litigation: penalty
6101,P224601.8.7,lā[not]MOD,NU,,MOD,['𒉡'],𒉡,NU,['complete'],0.0,lā,lā,not,P224601,8,7,penalties for litigation: penalty
6102,P224601.8.8,ilaqqi[succeed]V,[TI],,V,['𒋾'],𒋾,[TI],['missing'],1.0,ilaqqi,leqû,succeed,P224601,8,8,penalties for litigation: penalty
