Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
5966,P336929.2.1,%akk-x-neoass:ṣu-pur=,⸢ṣu⸣-pur,"['𒍮', '𒁓']",𒍮𒁓,⸢ṣu⸣-pur,"['damaged', 'complete']",0.25,,P336929,2,1,,seal identification
5967,P336929.2.2,%akk-x-neoass:{1}x=,{1}[x,"['𒁹', 'X']",𒁹X,{1}[x],"['complete', 'missing']",0.5,,P336929,2,2,,seal identification
5968,P336929.2.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,2,3,,seal identification
5969,P336929.2.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,2,4,,seal identification
5970,P336929.2.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,2,5,,seal identification
5971,P336929.2.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336929,2,6,,seal identification
5972,P336929.3.1,%akk-x-neoass:{LU₂}GAL-URU-MEŠ=,{lu₂}GAL-⸢URU⸣-[MEŠ,"['𒇽', '𒃲', '𒌷', '𒈨𒌍']",𒇽𒃲𒌷𒈨𒌍,{LU₂}GAL-⸢URU⸣-[MEŠ],"['complete', 'complete', 'damaged', 'missing']",0.38,,P336929,3,1,,seal identification
5973,P336929.3.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,3,2,,seal identification
5974,P336929.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,3,3,,seal identification
5975,P336929.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336929,3,4,,seal identification
5976,P336929.3.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336929,3,5,,seal identification
5977,P336929.4.1,%akk-x-neoass:06=,06,['0₆'],0₆,06,['complete'],0.0,,P336929,4,1,,object sold
5978,P336929.4.2,%akk-x-neoass:{LU₂}ZI-MEŠ=,{lu₂}⸢ZI⸣-[MEŠ,"['𒇽', '𒍣', '𒈨𒌍']",𒇽𒍣𒈨𒌍,{LU₂}⸢ZI⸣-[MEŠ],"['complete', 'damaged', 'missing']",0.5,,P336929,4,2,,object sold
