Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
5796,P336989.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P336989,2,1,,seal identification
5797,P336989.2.2,%akk-x-neoass:{1}da-a.a-nu-{d}AMAR.UTU=,{1}da-a.a-nu-{d}[AMAR.UTU],"['𒁹', '𒁕', '𒀀', '𒀀', '𒉡', '𒀭', '𒀫', '𒌓']",𒁹𒁕𒀀𒀀𒉡𒀭𒀫𒌓,{1}da-a.a-nu-{d}[AMAR].[UTU],"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'missing', 'missing']",0.25,,P336989,2,2,,seal identification
5798,P336989.3.1,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336989,3,1,,seal identification
5799,P336989.3.2,%akk-x-neoass:{1}MU-aš-šur=,{1}MU-aš-šur,"['𒁹', '𒈬', '𒀸', '𒋩']",𒁹𒈬𒀸𒋩,{1}MU-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,,P336989,3,2,,seal identification
5800,P336989.3.3,%akk-x-neoass:ŠA₃-URU-a.a=,ŠA₃-URU-a.a,"['𒊮', '𒌷', '𒀀', '𒀀']",𒊮𒌷𒀀𒀀,ŠA₃-URU-a.a,"['complete', 'complete', 'complete', 'complete']",0.0,,P336989,3,3,,seal identification
5801,P336989.4.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P336989,4,1,,seal identification
5802,P336989.4.2,%akk-x-neoass:GEME₂=,GEME₂,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,P336989,4,2,,seal identification
5803,P336989.4.3,%akk-x-neoass:SUM-a-ni=,SUM-a-ni,"['𒋧', '𒀀', '𒉌']",𒋧𒀀𒉌,SUM-a-ni,"['complete', 'complete', 'complete']",0.0,,P336989,4,3,,seal identification
5804,P336989.6.1,%akk-x-neoass:{MI₂}15-tu-ka-la-a-ni=,{mi₂}15-tu-ka-la-a-ni,"['𒊩', '𒌋𒐊', '𒌅', '𒅗', '𒆷', '𒀀', '𒉌']",𒊩𒌋𒐊𒌅𒅗𒆷𒀀𒉌,{MI₂}15-tu-ka-la-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336989,6,1,,object sold
5805,P336989.6.2,%akk-x-neoass:GEME₂=,GEME₂,['𒊩𒆳'],𒊩𒆳,GEME₂,['complete'],0.0,,P336989,6,2,,object sold
