Unnamed: 0,ref,inst,frag,norm,cf,sense,pos,unicode,unicode_word,reading,break,break_perc,mask,lang,text,line,word,annotation
15323,P527270.2.1,kunuk[seal]N,{na₄}[KIŠIB,kunuk,kunukku,seal,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}[KIŠIB],"['complete', 'missing']",0.5,,,P527270,2,1,seal identification
15324,P527270.2.2,x[1]PN,{m}x-x-x-(x)],x,x,1,PN,"['𒁹', 'X', 'X', 'X', 'X']",𒁹XXXX,{[m]}[x-x-x-x],"['missing', 'missing', 'missing', 'missing', 'missing']",1.0,PN,,P527270,2,2,seal identification
15325,P527270.7.1,X,kas-[pu,,,,X,"['𒆜', '𒁍']",𒆜𒁍,kas-[pu],"['complete', 'missing']",0.5,,,P527270,7,1,penalties for litigation: penalty
15326,P527270.7.2,ana[to]PRP,a-na,ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,P527270,7,2,penalties for litigation: penalty
15327,P527270.7.3,n,03.MEŠ,,,,n,"['0₃', '𒈨𒌍']",0₃𒈨𒌍,[03].[MEŠ],"['missing', 'missing']",1.0,NUMBER,,P527270,7,3,penalties for litigation: penalty
15328,P527270.7.4,ana[to]PRP,a-na],ana,ana,to,PRP,"['𒀀', '𒈾']",𒀀𒈾,[a-na],"['missing', 'missing']",1.0,,,P527270,7,4,penalties for litigation: penalty
15329,P527270.8.1,X,EN.[MEŠ-šu₂,,,,X,"['𒂗', '𒈨𒌍', '𒋙']",𒂗𒈨𒌍𒋙,EN.[MEŠ-šu₂],"['complete', 'missing', 'missing']",0.67,,,P527270,8,1,penalties for litigation: penalty
15330,P527270.8.2,X,GUR-ra,,,,X,"['𒄥', '𒊏']",𒄥𒊏,[GUR-ra],"['missing', 'missing']",1.0,,,P527270,8,2,penalties for litigation: penalty
15331,P527270.8.3,ina[at]PRP,ina,ina,ina,at,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,,,P527270,8,3,penalties for litigation: penalty
15332,P527270.8.4,X,de-ni-šu₂],,,,X,"['𒁲', '𒉌', '𒋙']",𒁲𒉌𒋙,[de-ni-šu₂],"['missing', 'missing', 'missing']",1.0,,,P527270,8,4,penalties for litigation: penalty
