Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
28147,P336034.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,1,none
28148,P336034.3.2,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,2,none
28149,P336034.3.3,a,u,u,['𒀀'],𒀀,a,['complete'],0.0,,,,,,P336034,3,3,none
28150,P336034.3.4,⸢PAB⸣,gimru[total]N,N,['𒉽'],𒉽,⸢PAB⸣,['damaged'],0.5,gimru,gimru,total,,,P336034,3,4,none
28151,P336034.3.5,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,5,none
28152,P336034.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,6,none
28153,P336034.3.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,7,none
28154,P336034.3.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,8,none
28155,P336034.3.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,3,9,none
28156,P336034.4.1,[man]-⸢nu⸣,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man]-⸢nu⸣,"['missing', 'damaged']",0.75,mannu,mannu,whoever,,,P336034,4,1,penalties for litigation: contravention
28157,P336034.4.2,ša₂,ša[that]REL,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,that,,,P336034,4,2,penalties for litigation: contravention
28158,P336034.4.3,ina,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P336034,4,3,penalties for litigation: contravention
28159,P336034.4.4,⸢ur⸣-[kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,⸢ur⸣-[kiš],"['damaged', 'missing']",0.75,urkiš,urkiš,later,,,P336034,4,4,penalties for litigation: contravention
28160,P336034.4.5,ina,ina[in+=whenever]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P336034,4,5,penalties for litigation: contravention
28161,P336034.4.6,ma-te-ma],matēma[ever]AV,AV,"['𒈠', '𒋼', '𒈠']",𒈠𒋼𒈠,[ma-te-ma],"['missing', 'missing', 'missing']",1.0,matēma,matīma,ever,,,P336034,4,6,penalties for litigation: contravention
28162,P336034.5.1,⸢i-zaq⸣-[qu-pa-ni,izaqqupāni[complain]V,V,"['𒄿', '𒍠', '𒄣', '𒉺', '𒉌']",𒄿𒍠𒄣𒉺𒉌,⸢i-zaq⸣-[qu-pa-ni],"['damaged', 'damaged', 'missing', 'missing', 'missing']",0.8,izaqqupāni,zaqāpu,complain,,,P336034,5,1,penalties for litigation: contravention
28163,P336034.5.2,de-nu],dēnu[lawsuit]N,N,"['𒁲', '𒉡']",𒁲𒉡,[de-nu],"['missing', 'missing']",1.0,dēnu,dīnu,lawsuit,,,P336034,5,2,penalties for litigation: contravention
28164,P336034.6.1,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P336034,6,1,penalties for litigation: contravention
28165,P336034.6.2,[TA,issi[with]PRP,PRP,['𒋫'],𒋫,[TA],['missing'],1.0,issi,išti,with,,,P336034,6,2,penalties for litigation: contravention
28166,P336034.6.3,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P336034,6,3,penalties for litigation: contravention
28167,P336034.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,6,4,penalties for litigation: contravention
28168,P336034.6.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P336034,6,5,penalties for litigation: contravention
28169,P336034.7.1,DUMU-MEŠ-[šu₂,marʾēšu[son]N,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-[šu₂],"['complete', 'complete', 'missing']",0.33,marʾēšu,māru,son,,,P336034,7,1,penalties for litigation: contravention
