Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
4916,P337075.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337075,2,1,,seal identification
4917,P337075.2.2,%akk-x-neoass:{MI₂}la-ta-a-te=,{mi₂}la-ta-a-te,"['𒊩', '𒆷', '𒋫', '𒀀', '𒋼']",𒊩𒆷𒋫𒀀𒋼,{MI₂}la-ta-a-te,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337075,2,2,,seal identification
4918,P337075.3.1,%akk-x-neoass:MI₂-šu₂=,MI₂-šu₂,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,,P337075,3,1,,seal identification
4919,P337075.3.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P337075,3,2,,seal identification
4920,P337075.3.3,%akk-x-neoass:{1}{d}PA-SAG-i-ši=,{1}{d}PA-SAG-i-ši,"['𒁹', '𒀭', '𒉺', '𒊕', '𒄿', '𒅆']",𒁹𒀭𒉺𒊕𒄿𒅆,{1}{d}PA-SAG-i-ši,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337075,3,3,,seal identification
4921,P337075.4.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337075,4,1,,seal identification
4922,P337075.4.2,%akk-x-neoass:{1}a-tan-ah-DINGIR=,{1}a-tan-ah-DINGIR,"['𒁹', '𒀀', '𒆗', '𒄴', '𒀭']",𒁹𒀀𒆗𒄴𒀭,{1}a-tan-ah-DINGIR,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337075,4,2,,seal identification
4923,P337075.5.1,%akk-x-neoass:{NA₄}KIŠIB=,{na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,,P337075,5,1,,seal identification
4924,P337075.5.2,%akk-x-neoass:{1}li-qi-pu=,{1}li-qi-[pu],"['𒁹', '𒇷', '𒆥', '𒁍']",𒁹𒇷𒆥𒁍,{1}li-qi-[pu],"['complete', 'complete', 'complete', 'missing']",0.25,,P337075,5,2,,seal identification
4925,P337075.6.1,%akk-x-neoass:EN=,EN,['𒂗'],𒂗,EN,['complete'],0.0,,P337075,6,1,,seal identification
4926,P337075.6.2,%akk-x-neoass:MI₂=,MI₂,['𒊩'],𒊩,MI₂,['complete'],0.0,,P337075,6,2,,seal identification
4927,P337075.6.3,%akk-x-neoass:ta-da-ni=,ta-[da-ni],"['𒋫', '𒁕', '𒉌']",𒋫𒁕𒉌,ta-[da-ni],"['complete', 'missing', 'missing']",0.67,,P337075,6,3,,seal identification
4928,P337075.10.1,%akk-x-neoass:IGI=,[IGI],['𒅆'],𒅆,[IGI],['missing'],1.0,,P337075,10,1,,witness
4929,P337075.10.2,%akk-x-neoass:{1}x=,{1}[x,"['𒁹', 'X']",𒁹X,{1}[x],"['complete', 'missing']",0.5,,P337075,10,2,,witness
4930,P337075.10.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,10,3,,witness
4931,P337075.10.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,10,4,,witness
4932,P337075.10.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,10,5,,witness
4933,P337075.10.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337075,10,6,,witness
4934,P337075.11.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337075,11,1,,witness
4935,P337075.11.2,%akk-x-neoass:{1}ZALAG₂-a.a=,{1}ZALAG₂-a.[a,"['𒁹', '𒂟', '𒀀', '𒀀']",𒁹𒂟𒀀𒀀,{1}ZALAG₂-a.[a],"['complete', 'complete', 'complete', 'missing']",0.25,,P337075,11,2,,witness
4936,P337075.11.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,11,3,,witness
4937,P337075.11.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,11,4,,witness
4938,P337075.11.5,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337075,11,5,,witness
4939,P337075.12.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P337075,12,1,,witness
4940,P337075.12.2,%akk-x-neoass:{1}{d}PA-PAB-MEŠ-x=,{1}{d}PA-⸢PAB-MEŠ⸣-[x,"['𒁹', '𒀭', '𒉺', '𒉽', '𒈨𒌍', 'X']",𒁹𒀭𒉺𒉽𒈨𒌍X,{1}{d}PA-⸢PAB-MEŠ⸣-[x],"['complete', 'complete', 'complete', 'damaged', 'damaged', 'missing']",0.33,,P337075,12,2,,witness
4941,P337075.12.3,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337075,12,3,,witness
4942,P337075.13.1,%akk-x-neoass:{ITI}ŠE=,{iti}ŠE,"['𒌗', '𒊺']",𒌗𒊺,{ITI}ŠE,"['complete', 'complete']",0.0,,P337075,13,1,,date
4943,P337075.13.2,%akk-x-neoass:UD-28-KAM₂=,UD-28-KAM₂,"['𒌓', '𒌋𒌋𒐍', '𒆚']",𒌓𒌋𒌋𒐍𒆚,UD-28-KAM₂,"['complete', 'complete', 'complete']",0.0,,P337075,13,2,,date
4944,P337075.14.1,%akk-x-neoass:lim-mu=,lim-mu,"['𒅆', '𒈬']",𒅆𒈬,lim-mu,"['complete', 'complete']",0.0,,P337075,14,1,,date
4945,P337075.14.2,%akk-x-neoass:{1}man-nu-ki-MAN=,{1}man-nu-ki-MAN,"['𒁹', '𒌋𒌋', '𒉡', '𒆠', '𒌋𒌋']",𒁹𒌋𒌋𒉡𒆠𒌋𒌋,{1}man-nu-ki-MAN,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P337075,14,2,,date
4946,P337075.15.1,%akk-x-neoass:{LU₂}600-KUR=,{⸢lu₂⸣}600-KUR,"['𒇽', '600', '𒆳']",𒇽600𒆳,{⸢LU₂⸣}600-KUR,"['damaged', 'complete', 'complete']",0.17,,P337075,15,1,,date
4947,P337075.17.1,%akk-x-neoass:{1}{d}AMAR.UTU-x=,{1}{d}AMAR.UTU-[x,"['𒁹', '𒀭', '𒀫', '𒌓', 'X']",𒁹𒀭𒀫𒌓X,{1}{d}AMAR.UTU-[x],"['complete', 'complete', 'complete', 'complete', 'missing']",0.2,,P337075,17,1,,other clauses
4948,P337075.17.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,17,2,,other clauses
4949,P337075.17.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,17,3,,other clauses
4950,P337075.17.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337075,17,4,,other clauses
4951,P337075.18.1,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P337075,18,1,,other clauses
4952,P337075.18.2,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P337075,18,2,,other clauses
4953,P337075.18.3,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P337075,18,3,,other clauses
4954,P337075.18.4,%akk-x-neoass:a-x=,a-[x,"['𒀀', 'X']",𒀀X,a-[x],"['complete', 'missing']",0.5,,P337075,18,4,,other clauses
4955,P337075.18.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,18,5,,other clauses
4956,P337075.18.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337075,18,6,,other clauses
4957,P337075.18.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337075,18,7,,other clauses
