Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
7160,P337068.3.1,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P337068,3,1,,none
7161,P337068.3.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,2,,none
7162,P337068.3.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,3,,none
7163,P337068.3.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,4,,none
7164,P337068.3.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,5,,none
7165,P337068.3.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,6,,none
7166,P337068.3.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,7,,none
7167,P337068.3.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,3,8,,none
7168,P337068.3.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337068,3,9,,none
7169,P337068.4.1,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P337068,4,1,,none
7170,P337068.4.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,2,,none
7171,P337068.4.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,3,,none
7172,P337068.4.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,4,,none
7173,P337068.4.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,5,,none
7174,P337068.4.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,6,,none
7175,P337068.4.7,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,7,,none
7176,P337068.4.8,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,4,8,,none
7177,P337068.4.9,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P337068,4,9,,none
7178,P337068.5.1,%akk-x-neoass:ga-x=,⸢ga⸣-[x,"['𒂵', 'X']",𒂵X,⸢ga⸣-[x],"['damaged', 'missing']",0.75,,P337068,5,1,,none
7179,P337068.5.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,5,2,,none
7180,P337068.5.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,5,3,,none
7181,P337068.5.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,5,4,,none
7182,P337068.5.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P337068,5,5,,none
