Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
16431,P336944.2.1,%akk-x-neoass:{NA₄}KIŠIB=,{[na₄}KIŠIB,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,,P336944,2,1,,seal identification
16432,P336944.2.2,%akk-x-neoass:{1}{d}PA-PAB-ir=,{1}{d}PA]-⸢PAB⸣-ir,"['𒁹', '𒀭', '𒉺', '𒉽', '𒅕']",𒁹𒀭𒉺𒉽𒅕,{[1]}{[d]}[PA]-⸢PAB⸣-ir,"['missing', 'missing', 'missing', 'damaged', 'complete']",0.7,,P336944,2,2,,seal identification
16433,P336944.3.1,%akk-x-neoass:EN=,[EN,['𒂗'],𒂗,[EN],['missing'],1.0,,P336944,3,1,,seal identification
16434,P336944.3.2,%akk-x-neoass:LU₂=,LU₂,['𒇽'],𒇽,[LU₂],['missing'],1.0,,P336944,3,2,,seal identification
16435,P336944.3.3,%akk-x-neoass:ta-SUM-ni=,ta]-SUM-ni,"['𒋫', '𒋧', '𒉌']",𒋫𒋧𒉌,[ta]-SUM-ni,"['missing', 'complete', 'complete']",0.33,,P336944,3,3,,seal identification
16436,P336944.7.1,%akk-x-neoass:{LU₂}x=,{lu₂}[x,"['𒇽', 'X']",𒇽X,{LU₂}[x],"['complete', 'missing']",0.5,,P336944,7,1,,object sold
16437,P336944.7.2,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336944,7,2,,object sold
16438,P336944.7.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336944,7,3,,object sold
16439,P336944.7.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336944,7,4,,object sold
16440,P336944.8.1,%akk-x-neoass:u₂-piš-ma=,u₂-piš-ma,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,,P336944,8,1,,initiation of transaction
16441,P336944.8.2,%akk-x-neoass:{1}{d}UTU-SU=,{1}{d}UTU-SU,"['𒁹', '𒀭', '𒌓', '𒋢']",𒁹𒀭𒌓𒋢,{1}{d}UTU-SU,"['complete', 'complete', 'complete', 'complete']",0.0,,P336944,8,2,,initiation of transaction
16442,P336944.9.1,%akk-x-neoass:TA=,TA,['𒋫'],𒋫,TA,['complete'],0.0,,P336944,9,1,,completion of transaction
16443,P336944.9.2,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P336944,9,2,,completion of transaction
16444,P336944.9.3,%akk-x-neoass:{1}{d}PA-PAB-ir=,{1}{d}PA-PAB-⸢ir⸣,"['𒁹', '𒀭', '𒉺', '𒉽', '𒅕']",𒁹𒀭𒉺𒉽𒅕,{1}{d}PA-PAB-⸢ir⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,,P336944,9,3,,completion of transaction
16445,P336944.10.1,%akk-x-neoass:ina=,ina,['𒀸'],𒀸,ina,['complete'],0.0,,P336944,10,1,,price
16446,P336944.10.2,%akk-x-neoass:ŠA₃=,ŠA₃,['𒊮'],𒊮,ŠA₃,['complete'],0.0,,P336944,10,2,,price
16447,P336944.10.3,%akk-x-neoass:54=,54,['𒐐𒐉'],𒐐𒐉,54,['complete'],0.0,,P336944,10,3,,price
16448,P336944.10.4,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336944,10,4,,price
16449,P336944.10.5,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P336944,10,5,,price
16450,P336944.10.6,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P336944,10,6,,price
16451,P336944.11.1,%akk-x-neoass:il-qi=,il-qi,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,,P336944,11,1,,completion of transaction
16452,P336944.11.2,%akk-x-neoass:kas-pu=,kas-pu,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,,P336944,11,2,,confirmation of transfer 1
16453,P336944.11.3,%akk-x-neoass:gam-mur=,gam-mur,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,,P336944,11,3,,confirmation of transfer 1
16454,P336944.12.1,%akk-x-neoass:ta-din-ni=,ta-din-ni,"['𒋫', '𒁷', '𒉌']",𒋫𒁷𒉌,ta-din-ni,"['complete', 'complete', 'complete']",0.0,,P336944,12,1,,confirmation of transfer 1
16455,P336944.12.2,%akk-x-neoass:LU₂=,LU₂,['𒇽'],𒇽,LU₂,['complete'],0.0,,P336944,12,2,,confirmation of transfer 2
16456,P336944.12.3,%akk-x-neoass:šu-a-tu₂=,šu-a-⸢tu₂⸣,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-⸢tu₂⸣,"['complete', 'complete', 'damaged']",0.17,,P336944,12,3,,confirmation of transfer 2
16457,P336944.13.1,%akk-x-neoass:za-ar₂-pi=,za-ar₂-pi,"['𒍝', '𒌒', '𒉿']",𒍝𒌒𒉿,za-ar₂-pi,"['complete', 'complete', 'complete']",0.0,,P336944,13,1,,confirmation of transfer 2
16458,P336944.13.2,%akk-x-neoass:la-qi=,la-qi,"['𒆷', '𒆥']",𒆷𒆥,la-qi,"['complete', 'complete']",0.0,,P336944,13,2,,confirmation of transfer 2
16459,P336944.14.1,%akk-x-neoass:tu-a-ru=,tu-a-ru,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,,P336944,14,1,,exclusion of litigation
16460,P336944.14.2,%akk-x-neoass:de-e-nu=,de-e-nu,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,,P336944,14,2,,exclusion of litigation
16461,P336944.15.1,%akk-x-neoass:DUG₄.DUG₄=,DUG₄.DUG₄,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,,P336944,15,1,,exclusion of litigation
16462,P336944.15.2,%akk-x-neoass:la-aš₂-šu₂=,la-aš₂-šu₂,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,,P336944,15,2,,exclusion of litigation
16463,P336944.16.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336944,16,1,,penalties for litigation: contravention
16464,P336944.16.2,%akk-x-neoass:ša=,ša,['𒊭'],𒊭,ša,['complete'],0.0,,P336944,16,2,,penalties for litigation: contravention
16465,P336944.16.3,%akk-x-neoass:GIL-u-ni=,GIL-u-ni,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-u-ni,"['complete', 'complete', 'complete']",0.0,,P336944,16,3,,penalties for litigation: contravention
16466,P336944.17.1,%akk-x-neoass:lu-u=,lu-u,"['𒇻', '𒌋']",𒇻𒌋,lu-u,"['complete', 'complete']",0.0,,P336944,17,1,,penalties for litigation: contravention
16467,P336944.17.2,%akk-x-neoass:{1}{d}PA-PAB-ir=,{1}{d}PA-PAB-ir,"['𒁹', '𒀭', '𒉺', '𒉽', '𒅕']",𒁹𒀭𒉺𒉽𒅕,{1}{d}PA-PAB-ir,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336944,17,2,,penalties for litigation: contravention
