Unnamed: 0,ref,inst,frag,unicode,unicode_word,reading,break,break_perc,lang,text,line,word,mask,annotation
2807,P336914.3.1,%akk-x-neoass:{1}pi-ri-du-u₂=,{1}pi-ri-du-u₂,"['𒁹', '𒉿', '𒊑', '𒁺', '𒌑']",𒁹𒉿𒊑𒁺𒌑,{1}pi-ri-du-u₂,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,,P336914,3,1,,not sales document
2808,P336914.3.2,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336914,3,2,,not sales document
2809,P336914.3.3,%akk-x-neoass:x=,x⸣,['X'],X,⸢x⸣,['damaged'],0.5,,P336914,3,3,,not sales document
2810,P336914.4.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336914,4,1,,not sales document
2811,P336914.4.2,%akk-x-neoass:1/2=,1/2,['𒈦'],𒈦,1/2,['complete'],0.0,,P336914,4,2,,not sales document
2812,P336914.4.3,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P336914,4,3,,not sales document
2813,P336914.4.4,%akk-x-neoass:01=,01,['01'],01,01,['complete'],0.0,,P336914,4,4,,not sales document
2814,P336914.4.5,%akk-x-neoass:GIN₂=,GIN₂,['𒂆'],𒂆,GIN₂,['complete'],0.0,,P336914,4,5,,not sales document
2815,P336914.4.6,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P336914,4,6,,not sales document
2816,P336914.5.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336914,5,1,,not sales document
2817,P336914.5.2,%akk-x-neoass:il=,il,['𒅋'],𒅋,il,['complete'],0.0,,P336914,5,2,,not sales document
2818,P336914.5.3,%akk-x-neoass:DINGIR-šu₂-nu=,DINGIR-šu₂-nu,"['𒀭', '𒋙', '𒉡']",𒀭𒋙𒉡,DINGIR-šu₂-nu,"['complete', 'complete', 'complete']",0.0,,P336914,5,3,,not sales document
2819,P336914.5.4,%akk-x-neoass:E₂=,E₂,['𒂍'],𒂍,E₂,['complete'],0.0,,P336914,5,4,,not sales document
2820,P336914.5.5,%akk-x-neoass:x=,⸢x,['X'],X,⸢x⸣,['damaged'],0.5,,P336914,5,5,,not sales document
2821,P336914.5.6,%akk-x-neoass:x=,x,['X'],X,⸢x⸣,['damaged'],0.5,,P336914,5,6,,not sales document
2822,P336914.5.7,%akk-x-neoass:it=,it,['𒀉'],𒀉,⸢it⸣,['damaged'],0.5,,P336914,5,7,,not sales document
2823,P336914.5.8,%akk-x-neoass:bu=,bu⸣,['𒁍'],𒁍,⸢bu⸣,['damaged'],0.5,,P336914,5,8,,not sales document
2824,P336914.5.9,%akk-x-neoass:x=,[x],['X'],X,[x],['missing'],1.0,,P336914,5,9,,not sales document
2825,P336914.6.1,%akk-x-neoass:02=,02,['0₂'],0₂,02,['complete'],0.0,,P336914,6,1,,not sales document
2826,P336914.6.2,%akk-x-neoass:MA.NA=,MA.NA,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,,P336914,6,2,,not sales document
2827,P336914.6.3,%akk-x-neoass:KU₃.BABBAR=,KU₃.BABBAR,"['𒆬', '𒌓']",𒆬𒌓,KU₃.BABBAR,"['complete', 'complete']",0.0,,P336914,6,3,,not sales document
2828,P336914.6.4,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336914,6,4,,not sales document
2829,P336914.6.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,6,5,,not sales document
2830,P336914.6.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,6,6,,not sales document
2831,P336914.6.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,6,7,,not sales document
2832,P336914.7.1,%akk-x-neoass:IGI=,IGI,['𒅆'],𒅆,IGI,['complete'],0.0,,P336914,7,1,,not sales document
2833,P336914.7.2,%akk-x-neoass:{1}U.GUR-x+x=,{1}U.GUR-x+[x,"['𒁹', '𒌋', '𒄥', 'X', 'X']",𒁹𒌋𒄥XX,{1}U.GUR-x+[x],"['complete', 'complete', 'complete', 'complete', 'missing']",0.2,,P336914,7,2,,not sales document
2834,P336914.7.3,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,7,3,,not sales document
2835,P336914.7.4,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,7,4,,not sales document
2836,P336914.11.1,%akk-x-neoass:a-na=,a-na,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,,P336914,11,1,,not sales document
2837,P336914.11.2,%akk-x-neoass:il=,il,['𒅋'],𒅋,il,['complete'],0.0,,P336914,11,2,,not sales document
2838,P336914.11.3,%akk-x-neoass:DINGIR-šu₂-nu=,DINGIR-šu₂-[nu,"['𒀭', '𒋙', '𒉡']",𒀭𒋙𒉡,DINGIR-šu₂-[nu],"['complete', 'complete', 'missing']",0.33,,P336914,11,3,,not sales document
2839,P336914.11.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,11,4,,not sales document
2840,P336914.11.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,11,5,,not sales document
2841,P336914.11.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,11,6,,not sales document
2842,P336914.11.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,11,7,,not sales document
2843,P336914.12.1,%akk-x-neoass:man-nu=,man-nu,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,,P336914,12,1,,not sales document
2844,P336914.12.2,%akk-x-neoass:ur-ku-u₂=,ur-ku-u₂,"['𒌨', '𒆪', '𒌑']",𒌨𒆪𒌑,ur-ku-u₂,"['complete', 'complete', 'complete']",0.0,,P336914,12,2,,not sales document
2845,P336914.12.3,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P336914,12,3,,not sales document
2846,P336914.12.4,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,12,4,,not sales document
2847,P336914.12.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,12,5,,not sales document
2848,P336914.12.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,12,6,,not sales document
2849,P336914.13.1,%akk-x-neoass:lu-u₂=,lu-u₂,"['𒇻', '𒌑']",𒇻𒌑,lu-u₂,"['complete', 'complete']",0.0,,P336914,13,1,,not sales document
2850,P336914.13.2,%akk-x-neoass:DUMU=,DUMU,['𒌉'],𒌉,DUMU,['complete'],0.0,,P336914,13,2,,not sales document
2851,P336914.13.3,%akk-x-neoass:lu-u₂=,lu-u₂,"['𒇻', '𒌑']",𒇻𒌑,lu-u₂,"['complete', 'complete']",0.0,,P336914,13,3,,not sales document
2852,P336914.13.4,%akk-x-neoass:x+x=,x+[x,"['X', 'X']",XX,x+[x],"['complete', 'missing']",0.5,,P336914,13,4,,not sales document
2853,P336914.13.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,13,5,,not sales document
2854,P336914.13.6,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,13,6,,not sales document
2855,P336914.13.7,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,13,7,,not sales document
2856,P336914.14.1,%akk-x-neoass:lu-u₂=,lu-u₂,"['𒇻', '𒌑']",𒇻𒌑,lu-u₂,"['complete', 'complete']",0.0,,P336914,14,1,,not sales document
2857,P336914.14.2,%akk-x-neoass:{LU₂}šak-nu-šu₂=,{lu₂}šak-nu-šu₂,"['𒇽', '𒊕', '𒉡', '𒋙']",𒇽𒊕𒉡𒋙,{LU₂}šak-nu-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,,P336914,14,2,,not sales document
2858,P336914.14.3,%akk-x-neoass:lu-u₂=,lu-⸢u₂⸣,"['𒇻', '𒌑']",𒇻𒌑,lu-⸢u₂⸣,"['complete', 'damaged']",0.25,,P336914,14,3,,not sales document
2859,P336914.14.4,%akk-x-neoass:x=,[x,['X'],X,[x],['missing'],1.0,,P336914,14,4,,not sales document
2860,P336914.14.5,%akk-x-neoass:x=,x,['X'],X,[x],['missing'],1.0,,P336914,14,5,,not sales document
2861,P336914.14.6,%akk-x-neoass:x=,x],['X'],X,[x],['missing'],1.0,,P336914,14,6,,not sales document
2862,P336914.15.1,%akk-x-neoass:ina=,⸢ina,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,,P336914,15,1,,not sales document
2863,P336914.15.2,%akk-x-neoass:EGIR=,EGIR⸣,['𒂕'],𒂕,⸢EGIR⸣,['damaged'],0.5,,P336914,15,2,,not sales document
2864,P336914.15.3,%akk-x-neoass:UD-MEŠ=,UD-MEŠ,"['𒌓', '𒈨𒌍']",𒌓𒈨𒌍,UD-MEŠ,"['complete', 'complete']",0.0,,P336914,15,3,,not sales document
2865,P336914.15.4,%akk-x-neoass:UD-MEŠ=,UD-MEŠ,"['𒌓', '𒈨𒌍']",𒌓𒈨𒌍,UD-MEŠ,"['complete', 'complete']",0.0,,P336914,15,4,,not sales document
2866,P336914.15.5,%akk-x-neoass:NIGIN-ti=,NIGIN-⸢ti⸣,"['𒆸𒆸', '𒋾']",𒆸𒆸𒋾,NIGIN-⸢ti⸣,"['complete', 'damaged']",0.25,,P336914,15,5,,not sales document
